pair_id,group_id,language,toxic_input,detox_reference,generated,is_empty,has_sentinel,is_copy_of_input,is_copy_of_input_loose,is_generic_template,behaviour_label,split,seed,sta_supported,sta,sta_unvalidated,sim,fl,j,j_unvalidated
am-0052,am-g0384,am,ገደል ግባ አንተ የህውሃት ሽንት ጨርቅ አጣቢ ድጋሚ 100ግዜ ነው ምነግርህ ግደል ግባ ሄደህ ለማያቅህ ታጠን,ዘወር በል ከዚህ የፈለከውን መሆን ትችላለህ አንተ የህዋሀት ደጋፊ,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0060,am-g0266,am,እንተ ደግሞ ጅል ነህ እንደ ገደል ማሚቶ የማታውቀውን ነገር ዝም ብለህ አታስተጋባ,አንተ ደግሞ የዋህ ነህ ፤ የተባለውንና  የማታውቀውን ነገር እንዳለ አትድገምልን,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0062,am-g0128,am,ባለጌ ነሽ ወይም ነህ መሰዳደብ ጉብዝና አይደለም  የቋንቋ ችግር ከሌለብሽ ወይ ከሌለብህ ትክክል ነው ያለው።ዘርንም መርጦ ማዘን ዘረኝነ,ስርአት ካለህ/ካለሽ ፀያፍ ቃልን መለዋወጥ ጉብዝና አይደለም የቋንቋ ችግር ከሌለብሽ ወይ ከሌለብህ ትክክል ነው ያለው።,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0063,am-g0071,am,ምነው የሚሳሳት አፍህን ብትዘጋው ኖሮ ፡፡ ግን አልቻላችሁም ፣ አልቻላችሁም ፣ እናም አሁን ዋጋ ስትከፍሉ ነው ደደብ ደደብ። በአንተ ላይ ቁ,ምነው ወይ ዝም ብትል ፡፡ግን አልቻላችሁም ፤ በዚህም ዋጋ ልትከፍሉ ነው,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0064,am-g0244,am,እረ እህቶቼ በዙ ሰዎች.?? ይቺ ፉንጋ እንኳን እንደ ወንድሜ እኮ ነው የማይህ ትበለኝ ??,እረ እህቶቼ በዙ ሰዎች.?? ይቺም እንደ ወንድሜ እኮ ነው የማይህ ትበለኝ ??,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0065,am-g0084,am,ሰይጣንም ለአመሉ ከመፀሐፍ ቅዱስ ይጠቅሳል። ኃይማኖቱን ተወውና ፖለቲካውን በወጉ ያዘው። ጌታ የቀየር ተላላኪ ባሪያ ምን አፍ አለኝ ብሎ ያወራል? መጀመሪያ ከተ,ምን ለአመሉ ከመፀሐፍ ቅዱስ ይጠቅሳል .. ኃይማኖቱን ተወውና ፖለቲካውን በደንብ ያዘው። አሁን ምን አፍ አለኝ ብሎ ያወራል?,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0067,am-g0206,am,አንተም ክፉ ነበርክ ክፉ አዘዘብህ አንደ ገና ዳቦ እሳት ነደደብህ። የምንልበት ቀን ሩቅ ሰይደለም????,በክፋቱ የሚታወቅ የስራውን ሊያገኝ ነው የምንልበት ቀን ሩቅ አይደለም ??,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0076,am-g0235,am,ኢትዮጵያዊ መልክ ይዞ የአገሩን መፍረስ የሚመኝ ስይጣን ማለት ይህ ነው። ማፈሪያ,ኢትዮጵያዊ መልክ ይዞ የአገሩን መፍረስ የሚመኝ ኢትዮጵያዊ ነው ለማለት ይከብዳል። አሳዛኝ,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0084,am-g0231,am,አፈር ብይ አሮጊት አንቺ አሁን አምሮብሽ ነው እምታቀሳስሪው ባለጌ ካሃዲ የነዚህ እንባ ይፋረዳችሁ አቺም ብስብስ አሮጊ በዚህ እድሜሽ ወደ ቤተክርስትያን እንጂ,ከአንቺ ይኸ አይጠበቅም ነበር ፤ የነዚህ እንባ ይፋረዳችሁ ፤ አንቺም በዚህ እድሜሽ ወደ ቤተክርስትያን እንጂ,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0085,am-g0271,am,እንደውም ፓለቲካ ውስጥ ምን ትስራላችሁም ተብለናል ጠንክረን መማርና መስራት ይጠበቅብናል ለቅሶን ለለቅስኖች መተው አለብን  ሃሃሃ,ፓለቲካ ውስጥ ምንም አትሰሩም ተብለናል፡፡ጠንክረን መማርና መስራት ይጠበቅብናል ሌላውን ለሚመለከተው በመተው,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0087,am-g0387,am,ጌጃ አንዳንዴ ገገማ ሙድ የማይገባውም ይሆናል ??,ነገሮችን ቶሎ የሚረዳ ሰው አይደለም,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0088,am-g0316,am,ውሾች የማንም ወሮበሎች ከገደሉ መንግሥት ነው ማለት ምን ማለት ነው አንተም ተጨመር ደደብ።,ሌሎች በፈፀሙት ጥቃት መንግሥትን መውቀሰ አይገባም::,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0089,am-g0365,am,ይህ ሰውየ ማለት ያ አበበ ግላውን ባልዋለበት ሲወነጅል የነበረው ነው አይደል?,እሱ ማለት ያ አበበ ግላውን ባልሰራው ስራ ስሙን ሲጠራ  የነበረው ነው አይደል?,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0095,am-g0230,am,አጭሰህ ነው የፃፍከው ??ሰው በላ አውሬዎች ደሞ,ምን ሆነህ  ነው ይህን የፃፍከው ?,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0097,am-g0123,am,በግድ አማራን መምራት አይቻል እጃችሁን X አጣምራችሁ ፀጉራችሁን ተላጭታችሁ እንደጅል 3 አመት ስታላዝኑ ጀግናው አማራ በቀናቶች ነፍጡን ይዞ ሁሉን እያጋየ,በግድ አማራን መምራት አይቻል እጃችሁን X አጣምራችሁ ፀጉራችሁን ተላጭታችሁ አይደልም ነገሩ,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0107,am-g0394,am,ፈሪ ለናቱ ያልክ ትመስላለሕ ፤ ዜና ወዲሕ ጋዜጠኛ ወዲያ ይሏል። አቅምን አውቆ መጣፍ ጥሩ ነው ጋብዜሃለው ጋሽ ኤልያስ ኮንሰርት ምናምኑን ዘግብ,ጋዜጠኛ እውነተኛ ዜናን ለመስራት ፍርሀት ሊገባው አይገባም፡፡,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0109,am-g0392,am,ጥምብ ካድሬ መቸ ይሆን ህዝብ መረጣቸው የምትለው? ፊሽካ ተነፋ,የምትገርም የመንግስት አገልጋይ  መቸ ይሆን ህዝብ መረጣቸው የምትለው?,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0116,am-g0021,am,What is this trumptenefa tweet? የራስን ገልቱ ታቅፎ የሌላ አገር መሪ መስደብ ፌር ነው?,የራስን ችግር ይዞ የሌላ አገር መሪ መዝለፍ ትክክል ነው ?,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0118,am-g0132,am,ቤተሰብዎ እየደማ ነው ፡፡ በሁሉም ድርጊቶችዎ ይቆጫሉ እናም ለዘላለም ይሰቃያሉ።,ቤተሰብዎ ችግር ውስጥ ወድቁዋል ፡፡ በድርጊቶችዎም ሊፀፀቱና ለረጅም ጊዜም ሊጎዱ ይችላሉ።,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0124,am-g0287,am,ኦኦፕፕስስ የሆክ ለማኝ እከክሲጀመር መንግስትን ከአንድ ሌባ ማፊያ ቡድን ታወዳድራለህ???? ለነገሩ አይፈረድብህም የልመና ስነልቦና ነው ያለህ ለማኝ ለአብይ ትዊት አንበሳ,መጀመሪየዉኑ መንግስትን ከአንድ አነስተኛ ቡድን ጋር ማወዳደርህ ትክክል አይደለም፡፡,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0125,am-g0356,am,ይሄ ባለጌ ምን ማለቱነው ነጭ ለብሶ መከላከያ ውስጥ የገባው?,ይሄ ሰው ምን ማለቱነው ነጭ ለብሶ መከላከያ ውስጥ የገባው?,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0128,am-g0315,am,ውሎህን የምታውቀው አንተ ነህ።ሆዳም ከምግብና መጠጥ ቤት ውጪ አያውቅም,ውሎህን የምታውቀው አንተ ነህ። ራሱን የሚንከባከብ ምግብ ቤትና መጠጥ ቤት ያዘወትር ይሆናል፡፡,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0129,am-g0001,am,3:30 Jaal Maroo አልጀዚራ ላይ ይቀርባል ሲባል አጅሬው 3 ሰዓት ላይ ሙሉ ከተማ መብራት ድርግም,3:30 Jaal Maroo አልጀዚራ ላይ ይቀርባል ሲባል የመብራት ሀይሉ ሰው 3 ሰዓት ላይ ሙሉ ከተማ መብራቱን አጠፋው,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0131,am-g0091,am,ስለማይገባው ለማይረዳ አይምሮው ድፍን ለሆነ ሰው ይሄ ሁላ አያስፈልግም ሰሉዬ ሀፍተይ መተው ብቻ ??,ለማይገባው ለማይረዳ ሰው ይሄ ሁላ አያስፈልግም ሰሉዬ ሀፍተይ መተው ብቻ ??,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0132,am-g0205,am,አንተም እኮ ወያኔ በሚከፍልክ መጠን ነበር ኮምፒውተር ስር ተወሽቀህ የምትፅፈው ልቡማ ቢኖርህ ሄደህ ጓዶችህኖ ትረዳ ነበር ገና እያንዳንዷ ተለቅማ ትገባታለች ከሀዲ,አንተም  በሚከፈልህ መጠን ነበር በ ኮምፒውተር  ተጥቅመህ ስትጽፍ የነበረው,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0135,am-g0252,am,እስክንድር ነፃነትን ፈለገ እንጅ ስልጣንን መቼ ፈለገ። ማፈሪያ ይሄ እንኳን የማይገባው ስንት የስልጣን ጥማተኛ ሲንቀዠቀዥ እያየን ነው።,እስክንድር ነፃነትን ፈለገ እንጅ ስልጣንን መቼ ፈለገ። ይሄ እንኳን የማይገባው ስንት ስልጣን የሚፈልግ አለ,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0142,am-g0086,am,ሲፈርስ ለምን ማስቆም አልቻለም አላልኩም ግን ሀውልቱ ወደ ቦታው አለመመለሱ ግን የሱ ፍላጎት ነው . ሰሞኑንማ የጤና ያርግልህ ????,ሲፈርስ ለምን ማስቆም አልቻለም አላልኩም ግን ሀውልቱ ወደ ቦታው አለመመለሱ ግን የሱ ፍላጎት ነው,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0146,am-g0233,am,ኢትዮጵያ የምታሳዝነኝ እንደ አንተ አይነት ደነዝ መግለጫ ሲሰጥ አንተ ድዳም,ኢትዮጵያ የምታሳዝነኝ እንደ አንተ አይነት ሰው  መግለጫ ሲሰጥ,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0149,am-g0337,am,የአለም ጤና ድርጅት ዳይሬክተር ስለ ጎጠኝነት ሴራ እያሤርህ በመሆኑ በጣም አፍረንብሃል።,የአለም ጤና ድርጅት ዳይሬክተር በሰራሀው ስራ ደስተኛ አይደለንም,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0155,am-g0277,am,እንዴ ማህዚ ከሙፈሪያት ጋር ሠነሳት አልነበረብሽም አትመጥንም,ማህዚ ከሙፈሪያት ጋር መነሳትሽ አስገርሞኛል,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0157,am-g0014,am,Jeylan hybrid ጁንታ TPLF-OLF እኔ የሚገርመኝ እራስህን ለምን ታሞኛለህ ሞኝ ሲንጠራራ የረዘመ ይመስለዋል,እራስህን ለምን እንደምትሸውድ አይገባኝም,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0160,am-g0350,am,ያለብንን ችግር ሳንፈታ ሌላ . እረ ልቦና ያለው ስው ይጥፋ ??? መንጋ ግልፍተኛ ስራፈት,ያለብንን ችግር ሳንፈታ ሌላ  ችግር እረ ልቦና ያለው ስው ይጥፋ,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0163,am-g0110,am,በርግጥም ናችሁ እኮ አልታወቅህ ብሎ ነው። በነፃ ቢሮ እና ጥቅማጥቅም እምታገኝ የእንጀራልጁ ሁነህ አደለም ተለጣፊ ገመድ አንገትህ ላይ አድርጉ እንደ ውሻ ሰለሚጉትትህ ነው,አልታወቀህም እንጂ እንደዚያ የሆናችሁ ነው የሚመስለው ፡፡ በነፃ ድጋፎችን እምታገኘው የቅርብ ሰው ስለሆንክ ይመስላል,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0167,am-g0181,am,አንተ ማመን ካልፈለግክ ምንም ቢሉህ ማመን አትፈልግም። እህትህ ተደፊሪያለሁ ካለችህ አንተ ማን ነህ አይ ውሸትሽ ነው,አንተ ማመን ካልፈለግክ ምንም ቢሉህ ማመን አትፈልግም። እህትህ ጥቃት ደርሶብኛል ካለችህ አንተ እንዴት ነው ውሸትሽ ነው,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0170,am-g0238,am,ኣንቺ ሰው በላ አውሬ ነሽ ረጅም ግዜም ኣትራመጅም,አንቺ ጥሩ ሰው አይደለሽም፤ ረጅም መንገድ  የምትሄጂ አይመስልም,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0175,am-g0257,am,እናትህ አንተ ጋድሚያ ተነስ ልትበቅል ነው እንዴ ስትል እንደመስማት Blessing የለም ??,እናትህ አንተ ተነስ እንጂ  ልትበቅል ነው እንዴ ስትል እንደመስማት Blessing የለም ??,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0176,am-g0182,am,አንተ ምን አፍ አለህ ከዚህ በዋላ። ጠባብ ዘረኛ።,አንተ ምን ማለት ትችላህ ከዚህ በዋላ። ወገንተኛ ነህ,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0180,am-g0203,am,አንተ ጓሮ መሆን አለበት። አኛ የሰው አንፈልግም የራሳችንንም አንሰጥም,ከአንተ በኩል ሊሆን ይችላል። አኛ የሰው አንፈልግም የራሳችንንም አንሰጥም,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0189,am-g0237,am,ኣንተ ድቃላ ቀንህ ጠብቅ ሽንታም ቀንህ እየደረሰ ነው,በዚህ ሁኔታህ ብዙ ጊዜ ላይኖርህ ይችላል ፤ ብታርፍ አይሻልም,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0191,am-g0130,am,ባንዳ የባንዳ ልጅ ቤተ መንግስት አስቀምጠህ ሴራህን እየጎነጎንህ በጎን የተለመደ ኢትዩጲያዊ ስብከትህን ትነዛለህ,ኢትዮያን የማይደግፉ ሰዎች ጋር እስከ ቤተ መንግስት ድረስ አብረህ እየሰራህ በሌላ በኩል ኢትዮጵያዊ ወግ ስታነሳ ሰው ብዙም ላያምንህ ይችላል,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0194,am-g0289,am,ከህዝቡ ጀርባ ሆነህ እንደ ውሻ ከምትጮህ እንደ ጀግናው መከላከያ ዘራዊት ፊት አውራር ሆነህ ለምን አትፋለምም ደነስ ሁላ,ከኋላ ሆነህ ሀሳብ ብቻ ከምትሰጥ ከመከላከያ ሰራዊት ጎን መሰለፍና ማገዝ ይቻላል,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0198,am-g0156,am,አሁንም አንደበተ ጎደሎ ተሆኛለሽ እንዴ። በራስሽ ሰውነት የማዘዝ መብቱ የአንቺ ቢሆንም ከኢትዮጵያዊነት ባህል በመዝለልሽ ነው አስተያየት የተነገረሽ ጭራሽ ቡራ ከዮ ትያለሽ ማፈሪያ ነሽ??,አሁንም አንደበተ እንደሌለው ተሆኛለሽ እንዴ። በራስሽ ሰውነት የማዘዝ መብቱ የአንቺ ቢሆንም ከኢትዮጵያዊነት ባህል በመዝለልሽ ነው አስተያየት የተነገረሽ መቆጣት የለብሽም,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0200,am-g0243,am,እረ ባካችሁ በልክ አድርጉት እኛ እናቃጥራለን እነሱ ንቀታቸው አይጣል ነው ጉራ ብቻ,እረ ባካችሁ በልክ አድርጉት እኛ እንለፈልፋለን እነሱ ምንም ትኩተረት ላይሰጡት ፤ ዝም ብሎ ራስን ከፍ ማድረግ ትርጉም የለውም,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0202,am-g0224,am,አዎ ምን አባሽ አባትህ አገባህ እንደናንተ የአለም ህዝብ ድንጋይ ራስ መሰላችሁ ለእውነት ይቆማል ድንጋይ ራስ ኮተታም ሁላ,አይመለከታችሁም እንደናንተ የአለም ህዝብ ሁኔታውን የማይረዳ መሰላችሁ ለእውነት ይቆማል የማታስቡ,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0203,am-g0220,am,አንድ የተሻለ አስተሳሰብ ያለው ሰው እንዃን የላችሁም? የምትሰሩት ስራ ለፎቶ ብቻ ነው? ያንቺ ደሞ ይለያል አስመሳይ። ላም,ከእናንተ ውስጥ የተሻለ ሀሳብ የሚያመጣ ሰው ዕያየሁ አይደለም፤ የሚሰሩ ስራዎች በፎቶ ለመታየት መሆን የለባቸውም,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0204,am-g0376,am,ዲሞ ክራሲ ሳይገባህ ከኔ ቀድመህ እንደምትሞት 1001 እርግጠኛ ነኝ  የእንጨት ሽበት ሁላ,እኔ ዲሞክራሲን  ለመረዳት ከአንተ ወደ ሁላ እቀራለሁ ብዬ አላስብም,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0205,am-g0072,am,ምን ላርግ ብለሽ ነው። ይሄን ሰውዬ ስሙን እንኳን መስማት ያንገሸግሸኛል.????,ምን ላርግ ብለሽ ነው,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0206,am-g0139,am,ተስፋ አደርጋለሁ ብዬ ተስፋ አደርጋለሁ ሰይጣን ወደ አንተ ይደርሳል ብዬ ተስፋ አደርጋለሁ በሲኦል ውስጥ እንደበሰብስኩ እና በህይወትዎ ውስጥ ያሉ መልካም ነገሮች ሁሉ ከእርስዎ እንደተ,ተስፋ አደርጋለሁ ብዬ በሰረሁት መጥፎ ስራ እየተቀጠሁ እንደ ሆነ እና በህይወትዎ ውስጥ ያሉ መልካም ነገሮች,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0209,am-g0076,am,ምድረ ደነዝ ሁሉ ጭንቅላቱ ሲጠብ ጭንቅላት ያላቸውን ሰዎች መደብደብ ያው ዝቅተኛነታቸውን ያሳያል:: ይኸው ነው የነታከለ ኡማና ሽመልስ ማፊያ ማደራጀት::,መሰብ አይችሉም  ሰዎች መደብደብ ያው የበታችነት ስሜት እንደ ሚሰማቸው ያሳያል::,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0210,am-g0258,am,እናንተ አይደላችሁም እንዴ እዚህ የደረሳችሁን ። አረ እፈር ዮሆንክ እስስት,እናንተ ናችሁ እዚህ ያደረሳችሁን ፡ በዚህ ልትኮራ አይገባም,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0211,am-g0241,am,ኤጭ ዘረኛ ሆንክ አንተም ግን አልታወቀህም መሰለኝ,አንተም ወገንተኛ ሆንክ መሰለኝ ግን አልታወቀህም መሰለኝ,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0212,am-g0210,am,አንተን የተቀበለ ሰይጣንም ቢሆን ካስተዳደረ የሰው ሰቀቀን የሰው ሀዘንና ለቅሶ ምንም አይመስልህም በሆነው ነገር አይዘኑ ሁሉ ነው እያልክ ያለኸው?,አንተን የተቀበለ ማንም ቢሆን ካስተዳደረ በሰው ምንም አይነት  ችግር ቢመጣ በሆነው ነገር ሁሉ አይዘኑ እያልክ ያለህ ነው የሚመስለው,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0219,am-g0049,am,መልዕክቱ ለባለጌው ሹመኛና ከፈራ እንኳን እኔ ውቃቢዬ የኢትዮጵያን ሰንደቅ ነው ይበልጥ የሚወድ እሱን ስጡኝ ማለት ላልቻለው ሾካካ ነው።,መልዕክቱ ለዚያ ሹመኛና ከፈራ እንኳን እኔ መንፈሴ የኢትዮጵያን ሰንደቅ ነው ይበልጥ የሚወድ እሱን ስጡኝ ማለት ላልቻለው ሰዉዬ ነው።,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0221,am-g0255,am,እነደግም ሰው መስለከኝ ለካ ሳር የሚበላ የሰው እሰሳ ነክ ካድሬ ጠላሁ,ጥሩ ሰው ትመስለኝ ነበረ ፤ ለመንግስት ሹም ጥሩ አመለካከት ላይኖረኝ ነው,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
am-0222,am-g0015,am,Knock3who is there?Do uve anything to say . አማራ ጨዎ ህዝብ ነው። መድፈር በዘሩም የለ። ያንቺ አይነት የ360ውሾች አይነት የህዎት ዲቃላ,አማራ ጨዋ ህዝብ ነው። ደፈር ነው። ያንቺ አይነት  አየደለም,,False,False,False,False,False,no_generation,train,1337,True,,,,,,
