source_dataset,source_config,source_split,id,language,label,length,toxic_input_raw,toxic_input_processing,existing_parallel_overlap,phase1_status
AfriHate,yor,train,train_yoruba_01953,Yorùbá,Abuse,75,"""@username subu lebu ni ti eku eda. gbogbo won ma lule  las las ni. ase wa""","""@USER subu lebu ni ti eku eda. gbogbo won ma lule las las ni. ase wa""",False,raw_native_annotated_toxic
AfriHate,yor,train,dev_yoruba_00384,Yorùbá,Abuse,64,"""werey la pe keee ko ki n tan lara omo’ba koma ku dansaki😂 ##url","""werey la pe keee ko ki n tan lara omo’ba koma ku dansaki😂 URL",False,raw_native_annotated_toxic
AfriHate,yor,validation,train_yoruba_00246,Yorùbá,Abuse,77,"""solo makinde, gbe enu buruku eh sohun.  talo pe soro? oro fogana oshi. ##url","""solo makinde, gbe enu buruku eh sohun. talo pe soro? oro fogana oshi. URL",False,raw_native_annotated_toxic
AfriHate,yor,test,dev_yoruba_00152,Yorùbá,Hate,52,"Finally Chinedu Rhodes Vivour Ipob lule, Eko ti gbon","Finally Chinedu Rhodes Vivour Ipob lule, Eko ti gbon",False,raw_native_annotated_toxic
AfriHate,yor,validation,train_yoruba_00889,Yorùbá,Abuse,31,"""eleribu ni boda desmondi ##url","""eleribu ni boda desmondi URL",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_03122,Yorùbá,Abuse,36,"""lmaoooo gboro buruku lenu eye ##url","""lmaoooo gboro buruku lenu eye URL",False,raw_native_annotated_toxic
AfriHate,yor,test,test_yoruba_00481,Yorùbá,Abuse,93,"""@username keep asking as a lawyer till next presidential election 2027..o ti lulẹ nigbeyin.""","""@USER keep asking as a lawyer till next presidential election 2027..o ti lulẹ nigbeyin.""",False,raw_native_annotated_toxic
AfriHate,yor,train,dev_yoruba_00663,Yorùbá,Abuse,77,"""@username olodo oshi leleyi ooo😅😅😅. ahan you'll just be disgracing someone.""","""@USER olodo oshi leleyi ooo😅😅😅. ahan you'll just be disgracing someone.""",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_02086,Yorùbá,Abuse,41,"""@username ma gbade bo seko. apc ti lule""","""@USER ma gbade bo seko. apc ti lule""",False,raw_native_annotated_toxic
AfriHate,yor,validation,train_yoruba_02316,Yorùbá,Abuse,39,"""@username as said by omo àle jatijati""","""@USER as said by omo àle jatijati""",False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_00622,Yorùbá,Abuse,128,"""olodo rabata oju eja  lomanje oni lowe mon silati lo mon lo🤣🤣🤣🤣🤣🤣🤣what will happen to our farmers thatbrae planting rice? ##url","""olodo rabata oju eja lomanje oni lowe mon silati lo mon lo🤣🤣🤣🤣🤣🤣🤣what will happen to our farmers thatbrae planting rice? URL",False,raw_native_annotated_toxic
AfriHate,yor,train,dev_yoruba_00696,Yorùbá,Abuse,62,"""@username olori ebi awo iyalaya è ni werey  very anyhow fool""","""@USER olori ebi awo iyalaya è ni werey very anyhow fool""",False,raw_native_annotated_toxic
AfriHate,yor,test,dev_yoruba_00148,Yorùbá,Hate,79,"""osinwin pdp supporter shine which eyes pdp ti lule ni osun state jare... ##url","""osinwin pdp supporter shine which eyes pdp ti lule ni osun state jare... URL",False,raw_native_annotated_toxic
AfriHate,yor,test,dev_yoruba_00499,Yorùbá,Hate,247,ẹran oníwo bá ń yọjú ṣé bíi ti ìgbín wá ni kí ìjẹ̀bú ma ṣe àyà gbàǹgbà sí òwu débi wípé wọ́n ma ṣígun tì wọ̀ọ́n lọ́gán ni wọ́n rán àwọn ọmọ ogun láti lọ pa iná ogun tí ìjẹ̀bú ń dá lóko kí iná náà tó ràn dé ilé pẹ̀lú àdá lọ́wọ́ ni àwọn ọmọ ogun òwu,ẹran oníwo bá ń yọjú ṣé bíi ti ìgbín wá ni kí ìjẹ̀bú ma ṣe àyà gbàǹgbà sí òwu débi wípé wọ́n ma ṣígun tì wọ̀ọ́n lọ́gán ni wọ́n rán àwọn ọmọ ogun láti lọ pa iná ogun tí ìjẹ̀bú ń dá lóko kí iná náà tó ràn dé ilé pẹ̀lú àdá lọ́wọ́ ni àwọn ọmọ ogun òwu,False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_02561,Yorùbá,Abuse,55,"""werey so pe ‘circular’… igba ti o f’oju si gns 😂 ##url","""werey so pe ‘circular’… igba ti o f’oju si gns 😂 URL",False,raw_native_annotated_toxic
AfriHate,yor,train,dev_yoruba_00374,Yorùbá,Abuse,48,"""eranko like proper eranko lo mo elomi ninu yin""","""eranko like proper eranko lo mo elomi ninu yin""",False,raw_native_annotated_toxic
AfriHate,yor,train,test_yoruba_00168,Yorùbá,Abuse,64,"""awon eleribu gbogbo..naso money easy to get laye buhari 😂 ##url","""awon eleribu gbogbo..naso money easy to get laye buhari 😂 URL",False,raw_native_annotated_toxic
AfriHate,yor,train,dev_yoruba_00328,Yorùbá,Abuse,82,obo to ba gbo pa lon pe ni ugbo gbooko to ba suck pa lon pe ni uso so good morning,obo to ba gbo pa lon pe ni ugbo gbooko to ba suck pa lon pe ni uso so good morning,False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_00175,Yorùbá,Abuse,282,"""child: mummy aunty ruka, e wo omo yin ti fi igbe ba gbogbo ehinkule je o  iya ruka: ah abi omo ale ni omo kafaya yii ni?  ma fe naa pa tin ba de enkule. (she calls ruka) ruka, dakun lo re bami ko'gbe aburo re lehinkule  ruka: (murmurs) omo kafaya eleyii tun ti bere radarada l'oni""","""child: mummy aunty ruka, e wo omo yin ti fi igbe ba gbogbo ehinkule je o iya ruka: ah abi omo ale ni omo kafaya yii ni? ma fe naa pa tin ba de enkule. (she calls ruka) ruka, dakun lo re bami ko'gbe aburo re lehinkule ruka: (murmurs) omo kafaya eleyii tun ti bere radarada l'oni""",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_00470,Yorùbá,Abuse,120,"""if you like go from debate to debates, werey, wahala iyalaya baba iyalaya oponrin iyalaya niyen😩😂😂😂😂. sir. werey. ##url","""if you like go from debate to debates, werey, wahala iyalaya baba iyalaya oponrin iyalaya niyen😩😂😂😂😂. sir. werey. URL",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_00671,Yorùbá,Abuse,39,"""@username oloriburuku ni bobo yen sha""","""@USER oloriburuku ni bobo yen sha""",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_00838,Yorùbá,Abuse,32,"""god!oloshi ni awon le yii ##url","""god!oloshi ni awon le yii URL",False,raw_native_annotated_toxic
AfriHate,yor,test,dev_yoruba_00145,Yorùbá,Abuse,90,"""lol! she dragged all of them by the balls. i loooooooove!! awon werey oloju kokoro. ##url","""lol! she dragged all of them by the balls. i loooooooove!! awon werey oloju kokoro. URL",False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_01403,Yorùbá,Abuse,218,"""baba kekere osinbajo ti je fukun fukun ti wu niku kole soro soke ninu aso rock. vp osinbajo is good for isekise for is egbekegbe apc and he can't soro soke, baba continue your condolence and trade money job jare ##url","""baba kekere osinbajo ti je fukun fukun ti wu niku kole soro soke ninu aso rock. vp osinbajo is good for isekise for is egbekegbe apc and he can't soro soke, baba continue your condolence and trade money job jare URL",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_02237,Yorùbá,Hate,131,"""@username ani oloribuku ni yi 🌚, we are moving with our 25%-50% up north, let others de manage 0.0000 south , awon olule 🤡🤡🤡 ##url","""@USER ani oloribuku ni yi 🌚, we are moving with our 25%-50% up north, let others de manage 0.0000 south , awon olule 🤡🤡🤡 URL",False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_02825,Yorùbá,Hate,33,ẹ̀sín alátọ̀sí kò sí lọ́wọ́ òkóbó,ẹ̀sín alátọ̀sí kò sí lọ́wọ́ òkóbó,False,raw_native_annotated_toxic
AfriHate,yor,train,dev_yoruba_00317,Yorùbá,Abuse,226,"""@username asiere!!! and so what if he called them alfa? your stoopidity and ignorance would not let you know they inherently mean the same thing? shameful, hateful hypocrite! olodo! omoale! akindanidani oloshi!!!!  #radarada""","""@USER asiere!!! and so what if he called them alfa? your stoopidity and ignorance would not let you know they inherently mean the same thing? shameful, hateful hypocrite! olodo! omoale! akindanidani oloshi!!!! #radarada""",False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_01815,Yorùbá,Abuse,18,"""oni ro oshi ##url","""oni ro oshi URL",False,raw_native_annotated_toxic
AfriHate,yor,validation,train_yoruba_03197,Yorùbá,Hate,123,"""ko si omo kidi ni apc ni ?....awon omo buruku, oniranu, alatenuje alainironu nah e plenty for southwest wing of apc. ##url","""ko si omo kidi ni apc ni ?....awon omo buruku, oniranu, alatenuje alainironu nah e plenty for southwest wing of apc. URL",False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_02722,Yorùbá,Hate,20,afọ́jú ń gbá bọ́ọ̀lù,afọ́jú ń gbá bọ́ọ̀lù,False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_00024,Yorùbá,Abuse,200,orí burúkú kì í wú tùùlù a kì í dá ẹsẹ̀ aṣiwèrèé mọ̀ lọ́nà a kì í morí olóyè láwùjọ orí tí yóò jọba lọ́la ẹnìkan ò mọ̀ ǹjẹ́ nítorí náà oríì mi ò ní burú òdùmàrè ire ni ti wa lọ́jọ́ òní ire lọ́jọ́ ọ̀la,orí burúkú kì í wú tùùlù a kì í dá ẹsẹ̀ aṣiwèrèé mọ̀ lọ́nà a kì í morí olóyè láwùjọ orí tí yóò jọba lọ́la ẹnìkan ò mọ̀ ǹjẹ́ nítorí náà oríì mi ò ní burú òdùmàrè ire ni ti wa lọ́jọ́ òní ire lọ́jọ́ ọ̀la,False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_03398,Yorùbá,Abuse,80,"""@username senpe olopolo omo ale, wa kekuni🤣🤣🤣 igbe lenu vendor, osinwi omo ofo""","""@USER senpe olopolo omo ale, wa kekuni🤣🤣🤣 igbe lenu vendor, osinwi omo ofo""",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_03193,Yorùbá,Abuse,153,"""@username ole, ole, alapamashishe, orogun ologun ti o mo wipe nishe ni agboju logun nfi ara re fun oshi ta. you're a greedy and desperate fellow brah🙄.""","""@USER ole, ole, alapamashishe, orogun ologun ti o mo wipe nishe ni agboju logun nfi ara re fun oshi ta. you're a greedy and desperate fellow brah🙄.""",False,raw_native_annotated_toxic
AfriHate,yor,train,dev_yoruba_00080,Yorùbá,Abuse,55,"""port harcourt prodigal daughter😭😭 omo ale koshi danu.""","""port harcourt prodigal daughter😭😭 omo ale koshi danu.""",False,raw_native_annotated_toxic
AfriHate,yor,validation,train_yoruba_00037,Yorùbá,Hate,132,ìran gàmbàrí ló kó ẹṣin wá ojúọjọ́ọ ti wa níwọ̀oòrùn gúúsù níbi ò fi bẹ́ẹ̀ dára fún ìsìn ẹṣin mọ́là ní í ṣètọ́jú wọn itandowe yoruba,ìran gàmbàrí ló kó ẹṣin wá ojúọjọ́ọ ti wa níwọ̀oòrùn gúúsù níbi ò fi bẹ́ẹ̀ dára fún ìsìn ẹṣin mọ́là ní í ṣètọ́jú wọn itandowe yoruba,False,raw_native_annotated_toxic
AfriHate,yor,train,dev_yoruba_00179,Yorùbá,Abuse,11,O ti lule..,O ti lule..,False,raw_native_annotated_toxic
AfriHate,yor,validation,train_yoruba_00531,Yorùbá,Abuse,273,"""@username chai! alaimore ẹda ni bọbọ yẹn ooo!  where most of us re looking up to dis kind of opportunity &amp; he @username just messed things up.  ajeh, werey lo pọju láàrin àwọn ẹlòmi shaaaa! werey gidigidi gaaaaani!  he @username is still doubting d delivery process 🥺""","""@USER chai! alaimore ẹda ni bọbọ yẹn ooo! where most of us re looking up to dis kind of opportunity &amp; he @USER just messed things up. ajeh, werey lo pọju láàrin àwọn ẹlòmi shaaaa! werey gidigidi gaaaaani! he @USER is still doubting d delivery process 🥺""",False,raw_native_annotated_toxic
AfriHate,yor,test,test_yoruba_00137,Yorùbá,Abuse,36,"""gbogbo yin ti ya werey papo😂😂 ##url","""gbogbo yin ti ya werey papo😂😂 URL",False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_00827,Yorùbá,Abuse,47,"""@username were fe ku lori oro oloro.. omo ofo""","""@USER were fe ku lori oro oloro.. omo ofo""",False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_01213,Yorùbá,Abuse,87,"""emma nyra, mo fi títóbi ọlọ́run búra, o ri ẹ ti dàrú.  kò fucking dànù joor. ọdẹ ##url","""emma nyra, mo fi títóbi ọlọ́run búra, o ri ẹ ti dàrú. kò fucking dànù joor. ọdẹ URL",False,raw_native_annotated_toxic
AfriHate,yor,validation,train_yoruba_03325,Yorùbá,Abuse,59,"""gbé sénlé ko soro soké werey #endsars #endpolicebrutality""","""gbé sénlé ko soro soké werey #endsars #endpolicebrutality""",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_03011,Yorùbá,Abuse,211,"""@username werey, awon wo ni ""masafani"" bi o je eyin werey amukunmeko.   e wa sorayin di agbodegba ati janduku fun oloselu kale tori atenuje ti eba kiri.   aja loma jenu yin.   ori bamba bi ""eru ole""  eni jere.""","""@USER werey, awon wo ni ""masafani"" bi o je eyin werey amukunmeko. e wa sorayin di agbodegba ati janduku fun oloselu kale tori atenuje ti eba kiri. aja loma jenu yin. ori bamba bi ""eru ole"" eni jere.""",False,raw_native_annotated_toxic
AfriHate,yor,train,test_yoruba_00094,Yorùbá,Abuse,43,"Shut up man…arindin, oponu, akan,a$$ kisser","Shut up man…arindin, oponu, akan,a$$ kisser",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_01744,Yorùbá,Abuse,31,"""@username oriwon ti buru se!!""","""@USER oriwon ti buru se!!""",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_01782,Yorùbá,Hate,102,ó ní kí èṣù gbà kẹ́bọ ó dà fẹ́lẹ́bọ a dífá fún òyìnbó ọmọ a tukọ̀lọ́kọ̀ ọmọ a gbẹ́ rebete lóríi rekete,ó ní kí èṣù gbà kẹ́bọ ó dà fẹ́lẹ́bọ a dífá fún òyìnbó ọmọ a tukọ̀lọ́kọ̀ ọmọ a gbẹ́ rebete lóríi rekete,False,raw_native_annotated_toxic
AfriHate,yor,validation,train_yoruba_02249,Yorùbá,Hate,41,Omo igbo jat jati oleeee get the fuck....,Omo igbo jat jati oleeee get the fuck....,False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_03148,Yorùbá,Hate,119,àṣìgbà àṣìgbọ́ ẹ̀sìn ìgbàlódé sọ elòmíì di sọ̀bọ̀dìyẹsà kò lọ́gbọ́n nínú mọ́ èrò ọkàn rẹ̀ ni pé ọmọèṣù ló ń lo ọṣẹ dúdú,àṣìgbà àṣìgbọ́ ẹ̀sìn ìgbàlódé sọ elòmíì di sọ̀bọ̀dìyẹsà kò lọ́gbọ́n nínú mọ́ èrò ọkàn rẹ̀ ni pé ọmọèṣù ló ń lo ọṣẹ dúdú,False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_01493,Yorùbá,Abuse,100,idí tí mo fi pèé bẹ́ẹ̀ ni pé ní ìbẹ̀rẹ̀pẹ̀pẹ̀ àwọn abirùn nílé ìwòsàn ní wọ́n dá ìdíje yìí sílẹ̀ fún,idí tí mo fi pèé bẹ́ẹ̀ ni pé ní ìbẹ̀rẹ̀pẹ̀pẹ̀ àwọn abirùn nílé ìwòsàn ní wọ́n dá ìdíje yìí sílẹ̀ fún,False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_02528,Yorùbá,Hate,30,"""obirin le payan! obirin buru""","""obirin le payan! obirin buru""",False,raw_native_annotated_toxic
AfriHate,yor,test,dev_yoruba_00153,Yorùbá,Abuse,120,àṣẹ̀hìnwá àṣẹ̀hìnbọ̀ arábìnrin àgbèrè nì kó ẹ̀jọ́ ó rò ó fi yé mi wípé ọkọ ò fowó oúnjẹ sílẹ̀ ni òhun fi gbégbáa ọ̀dọ́kọ,àṣẹ̀hìnwá àṣẹ̀hìnbọ̀ arábìnrin àgbèrè nì kó ẹ̀jọ́ ó rò ó fi yé mi wípé ọkọ ò fowó oúnjẹ sílẹ̀ ni òhun fi gbégbáa ọ̀dọ́kọ,False,raw_native_annotated_toxic
AfriHate,yor,validation,train_yoruba_02920,Yorùbá,Abuse,18,Awon Clown gbogbo.,Awon Clown gbogbo.,False,raw_native_annotated_toxic
AfriHate,yor,test,test_yoruba_00477,Yorùbá,Abuse,22,"""awon eranko poo ##url","""awon eranko poo URL",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_00206,Yorùbá,Abuse,70,"""tanla takus alatarodo ti oun gbe in amuloko.. omo ale jati jati ##url","""tanla takus alatarodo ti oun gbe in amuloko.. omo ale jati jati URL",False,raw_native_annotated_toxic
AfriHate,yor,test,dev_yoruba_00156,Yorùbá,Abuse,38,"""@username oloriburuku nì bóbò shà. 😀""","""@USER oloriburuku nì bóbò shà. 😀""",False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_01020,Yorùbá,Abuse,76,ǹ jẹ́ tí gbọ́ sọ pé ẹṣin inú ìwé lásánlàsàn ni yín ṣé lòótọ́ ni òkóbó ni yín,ǹ jẹ́ tí gbọ́ sọ pé ẹṣin inú ìwé lásánlàsàn ni yín ṣé lòótọ́ ni òkóbó ni yín,False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_02435,Yorùbá,Hate,252,ní ìlú ìjẹ̀ṣà àtijó ní àsìkò ẹrú àlejò tí ó bá wọ ìlú ìjẹ̀ṣà sugbon tí ìrìn rẹ̀ bá mú ìfura dání wọn ma pá tí wọ́n sì ma fi orí rẹ̀ kọ́ sí ara odi ìlú ní adó èkìtì àlejò tí ìrìn rẹ̀ bá mú ìfura dání wọn ma mú lọ sí ojúbọ esuowakurungbon kí ó wá lọ búra,ní ìlú ìjẹ̀ṣà àtijó ní àsìkò ẹrú àlejò tí ó bá wọ ìlú ìjẹ̀ṣà sugbon tí ìrìn rẹ̀ bá mú ìfura dání wọn ma pá tí wọ́n sì ma fi orí rẹ̀ kọ́ sí ara odi ìlú ní adó èkìtì àlejò tí ìrìn rẹ̀ bá mú ìfura dání wọn ma mú lọ sí ojúbọ esuowakurungbon kí ó wá lọ búra,False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_03315,Yorùbá,Abuse,48,O ti lule. You no kuku understand wetin I tweet.,O ti lule. You no kuku understand wetin I tweet.,False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_01824,Yorùbá,Abuse,31,"""ẹranko ẹhànnà ní àwọn ẹlòmíì.""","""ẹranko ẹhànnà ní àwọn ẹlòmíì.""",False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_01200,Yorùbá,Hate,64,"""@username omo ale yoruba ni e. who is the oba of lagos?   ##url","""@USER omo ale yoruba ni e. who is the oba of lagos? URL",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_00191,Yorùbá,Abuse,51,"""oponu êranko is sueing ogbeni o ni sense aje ##url","""oponu êranko is sueing ogbeni o ni sense aje URL",False,raw_native_annotated_toxic
AfriHate,yor,test,dev_yoruba_00555,Yorùbá,Abuse,175,"""@username see your oloriburuku self. see as you be! see your drug lord lips 👄. and you are suffering oooo. see as your werey eyes 👀 be self. oloriburuku ọmọ ìran kiran. ##url","""@USER see your oloriburuku self. see as you be! see your drug lord lips 👄. and you are suffering oooo. see as your werey eyes 👀 be self. oloriburuku ọmọ ìran kiran. URL",False,raw_native_annotated_toxic
AfriHate,yor,train,dev_yoruba_00376,Yorùbá,Abuse,57,"""@username oloriburuku ni won, over sabi they kill them.""","""@USER oloriburuku ni won, over sabi they kill them.""",False,raw_native_annotated_toxic
AfriHate,yor,test,dev_yoruba_00590,Yorùbá,Hate,73,"""otun ti zee ooo....   awa lo kan.  disobedient and atiku ema lule. ##url","""otun ti zee ooo.... awa lo kan. disobedient and atiku ema lule. URL",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_01576,Yorùbá,Abuse,127,Lagos is moving forward...Tell the haters to keep singing their songs of hate. “Awon adeko dere” This is a commendable project.,Lagos is moving forward...Tell the haters to keep singing their songs of hate. “Awon adeko dere” This is a commendable project.,False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_02246,Yorùbá,Hate,172,"""@username am sure his not from osun. kosi oloriburuku larinwa. laakaye wa pe pupo losun. akii soro lasan bansa losun. omoluabi niwa tori e lase man ronu kato soro lawujo.""","""@USER am sure his not from osun. kosi oloriburuku larinwa. laakaye wa pe pupo losun. akii soro lasan bansa losun. omoluabi niwa tori e lase man ronu kato soro lawujo.""",False,raw_native_annotated_toxic
AfriHate,yor,train,train_yoruba_02140,Yorùbá,Abuse,48,"""@username olórí burúkú ọmọ àlè wa so'kun ni oo""","""@USER olórí burúkú ọmọ àlè wa so'kun ni oo""",False,raw_native_annotated_toxic
AfriHate,yor,test,train_yoruba_02347,Yorùbá,Abuse,40,"""oko tidun mo werey lobo...omo ale ##url","""oko tidun mo werey lobo...omo ale URL",False,raw_native_annotated_toxic
