language,language_code,source_id,toxic,detox,source,source_dataset,afrihate_label,judge_decision,human_decision,human_comments,human_reviewed
Yorùbá,yo,dev_yoruba_00275,"""maṣe dibo fun awọn ole. eniyan ti o kan le gba owo lati ijoba lati ṣiṣe owo ebi. jọwọ maṣe dibo fun ole URL",mase dibo fun awon eni ti n se iwa ibaje. eniyan ti o kan le gba owo lati ijoba fun inawo ebi. jowo mase dibo fun awon eni ti n se iwa ibaje URL,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,dev_yoruba_00275,"""maṣe dibo fun awọn ole. eniyan ti o kan le gba owo lati ijoba lati ṣiṣe owo ebi. jọwọ maṣe dibo fun ole URL",maṣe dibo fun awọn ti n lo owo ijoba ni ona aito. eniyan ti o kan le gba owo lati ijoba lati ṣiṣe owo ebi. jọwọ maṣe dibo fun iru eniyan bee,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,dev_yoruba_00306,"""@username man utd je ìkíni olule, o je ìkejì olule, o jẹ iketa olule, o jẹ ekerin olule, emi lo kan, e mi iya yi kan #mcimun""","@username Man Utd ti padanu lẹ́ẹ̀kan, o ti padanu lẹ́ẹ̀mejì, o ti padanu lẹ́ẹ̀mẹ́ta, o ti padanu lẹ́ẹ̀rin, emi lo kan, ìyà yìí kan mi #mcimun",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,dev_yoruba_00320,oníṣẹ́ ìjọ ọba tó bẹ́ orí ọ̀daràn sí mògún yóò ti gba owó iṣẹ́ lọ́wọ́ ọ̀daràn kí ó tó ṣiṣẹ́,oníṣẹ́ ìjọ ọba tó bẹ́ orí ọ̀daràn sí mògún ó lè ti gba owó iṣẹ́ lọ́wọ́ ọ̀daràn kí ó tó ṣiṣẹ́,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,dev_yoruba_00348,"""odaran ni bobo yí sa URL",Bobo yìí ní ọ̀ràn òfin sa,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,dev_yoruba_00369,"""omo ale ni eleyi o URL",Iwa ti eleyi n hu ko daa o,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,dev_yoruba_00369,"""omo ale ni eleyi o URL",Iwa eni yii ko dara o URL,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,dev_yoruba_00374,"""eranko like proper eranko lo mo elomi ninu yin""",Ìwa díẹ̀ nínú yín nílò ìtúnṣe gangan.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,dev_yoruba_00374,"""eranko like proper eranko lo mo elomi ninu yin""",Díẹ̀ ninu yín nílò kí ìwà yín dara síi gan-an.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,dev_yoruba_00376,"""@USER oloriburuku ni won, over sabi they kill them.""","@USER won nilo lati dara sii, over sabi ma n ba won je.",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,dev_yoruba_00384,"""werey la pe keee ko ki n tan lara omo’ba koma ku dansaki😂 URL",aláìlera la pe keee ko ki n tan lara omo’ba koma ku dansaki😂 URL,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,dev_yoruba_00474,wọ́n gba wèrèe àṣàa aláṣà ó burú jáì torí wọn ò gba wèrèe àṣà ti wọn,"Wọ́n gba àṣà aláṣà, ó burú jáì torí wọn ò gba àṣà tiwọn.",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,dev_yoruba_00489,Alaye shut up.. Olofooo,"Alaye, jowo dake.. O n soro pupo.",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,dev_yoruba_00516,"""@USER ori eleyi to buru bayi o""",ero eleyi nilo itunse die bayi o,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,dev_yoruba_00516,"""@USER ori eleyi to buru bayi o""",Èrò eléyìí kò dáa báyìí o,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,dev_yoruba_00516,"""@USER ori eleyi to buru bayi o""",@USER Ipo yii kii ṣe ohun ti a nireti.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,dev_yoruba_00516,"""@username ori eleyi to buru bayi o""",@username ero re ko daa bayi o,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,dev_yoruba_00552,"""oloshi ni parrot yi oooo""",parrot yi ko dara oooo,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,dev_yoruba_00552,"""oloshi ni parrot yi oooo""",parrot yi nilo lati dara sii oooo,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,dev_yoruba_00634,"""@USER olori ibu omo, omo ale jatijati.""",@USER Ìwà rẹ̀ nílò ìtúnṣe.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,dev_yoruba_00638,"""@username eyan @username 😂  awon olodo 😋😋😋😋""",@username eyan @username 😂  awon ti nilo lati ko eko sii 😋😋😋😋,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,dev_yoruba_00644,"""@username awon iran baba e ni omo ale, o de ni kure… iwo oloriburuku omo iran kiran, adojutini omo lawujo… o ni sorire !""",@username Ìwa rẹ̀ kò dáa… ìwọ ń hùwà adojútini ní awujọ… ṣe àtúnṣe.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,dev_yoruba_00707,"""oloriburuku ni gbogbo yin😂😂😂 URL",gbogbo yin nilo lati dara sii😂😂😂 URL,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,dev_yoruba_00714,ọmọdé kékeré ni ọjọ́ orí rẹ̀ ò lè ju ọdún mẹ́wàá sí méjìà lọ wèrè ni mo rí i lẹ́bàáa títì ńgbàa mo rè é ra sèré mo kó àánú rẹ̀,ọmọdé kékeré ni ọjọ́ orí rẹ̀ ò lè ju ọdún mẹ́wàá sí méjìà lọ aláìlera ọkàn ni mo rí i lẹ́bàáa títì ńgbàa mo rè é ra sèré mo kó àánú rẹ̀,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,dev_yoruba_00724,"""@username ani omo ale ni gbogbo yin  awon omo ako ti le ta  children of perdition""","@username ani gbogbo yín nílò ìtúnṣe, ẹ nílò láti kọ́ ẹ̀kọ́ síi.",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00023,"""oniranu omo lo poju ninu yin 😎😎😎😎""",iwa buburu lo poju ninu yin 😎😎😎😎,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00023,"""oniranu omo lo poju ninu yin 😎😎😎😎""",iwa ti ko daa lo poju ninu yin 😎😎😎😎,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00023,"""oniranu omo lo poju ninu yin 😎😎😎😎""",omo ti ko ni iwa rere lo poju ninu yin 😎😎😎😎,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00023,"""oniranu omo lo poju ninu yin 😎😎😎😎""",iwa ti ko dara lo poju ninu yin 😎😎😎😎,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00023,"""oniranu omo lo poju ninu yin 😎😎😎😎""",awon ti iwa won ko dara lo poju ninu yin 😎😎😎😎,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00033,"""@username for social media polling center🙄😴😁   awon wèrèy jatijati""",@username for social media polling center🙄😴😁   awon ti ko dara,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00033,"""@username for social media polling center🙄😴😁   awon wèrèy jatijati""",@username for social media polling center🙄😴😁   awon yen nilo itunse gidigidi,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00071,"""@username oloriburuku ni bàbá rẹ̀""",Bàbá rẹ̀ lè dara síi.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00071,"""@username oloriburuku ni bàbá rẹ̀""",@username Ìṣe bàbá rẹ̀ kò dáa.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00101,Ori e loburu,Ìrònú rẹ nílò ìtúnṣe díẹ̀.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00137,"""gbogbo yin ti ya werey papo😂😂 URL",gbogbo yin ti n ṣe aṣiṣe papo 😂😂,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00137,"""gbogbo yin ti ya werey papo😂😂 URL",gbogbo yin ti se asise papo😂😂,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00147,"""ori gbogbo yín dàrú. URL",Gbogbo yín nílò lati rò pẹ̀lú. URL,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00155,"""@USER okan oni bale.. oloriburuku ashewo.""",@USER jẹ́ kí ọkàn rẹ balẹ.. ìwà rẹ nílò ìtúnṣe.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00155,"""@USER okan oni bale.. oloriburuku ashewo.""",@USER okan re nilo ki o bale.. iwa re nilo itunse.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00155,"""@USER okan oni bale.. oloriburuku ashewo.""",@USER okan oni bale.. iwa re nilo atunse.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00196,"""@username sense ke? ori eleyi ti daru seriously.""","@username Se eyi ni itumo? Ero re ti daru die, seriously.",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00211,"""@username e ma lule last last ni,eyin naa ni o n ba onire yo e ma n binu chelsea oga yin ni europe ni.""","@username e maa padanu last last, eyin naa ni e n ba onire yo. e ma binu, chelsea dara ju yin lo ni europe.",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00244,"""gbabe olofo lon binu ologo! URL",gbabe eni ti ko tii saseyori lon binu ologo! URL,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00265,"""dami oloribuku omo jati jati !!!! #loveisland""","dami, iwa re nilo atunse!!!! #loveisland",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00274,ọgbọ́n inú ọlọ́gbọ́n ni ọlọ́gbọ́n fi ńjẹun aṣièrè èèyàn kò mọ ìmọ̀ràn araa rẹ̀ẹ́ gbà a díá fún ọ̀rúnmìlà,ọgbọ́n inú ọlọ́gbọ́n ni ọlọ́gbọ́n fi ńjẹun ènìyàn tí kò ní ọgbọ́n kò mọ ìmọ̀ràn araa rẹ̀ẹ́ gbà a díá fún ọ̀rúnmìlà,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00274,ọgbọ́n inú ọlọ́gbọ́n ni ọlọ́gbọ́n fi ńjẹun aṣièrè èèyàn kò mọ ìmọ̀ràn araa rẹ̀ẹ́ gbà a díá fún ọ̀rúnmìlà,"ọgbọ́n inú ọlọ́gbọ́n ni ọlọ́gbọ́n fi ńjẹun, ẹni tí kò ní ìmòye kò mọ ìmọ̀ràn araa rẹ̀ẹ́ gbà a díá fún ọ̀rúnmìlà",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00323,toò ẹ máà jẹ́ káwọn èwe yín di olódo ràbàtà nílé ìwé ẹ yá a máa fún wọn láwùsá jẹ kí wọ́n ba lè mọ̀wé bíi kòfẹ́sọ̀,toò ẹ máà jẹ́ káwọn èwe yín di aláìlera nílé ìwé ẹ yá a máa fún wọn láwùsá jẹ kí wọ́n ba lè mọ̀wé bíi kòfẹ́sọ̀,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00323,toò ẹ máà jẹ́ káwọn èwe yín di olódo ràbàtà nílé ìwé ẹ yá a máa fún wọn láwùsá jẹ kí wọ́n ba lè mọ̀wé bíi kòfẹ́sọ̀,toò ẹ máà jẹ́ káwọn èwe yín ní ìṣòro nílé ìwé ẹ yá a máa fún wọn láwùsá jẹ kí wọ́n ba lè mọ̀wé bíi kòfẹ́sọ̀,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00382,Ori gbogboyin ti daru,Ori gbogbo yin nilo itunse die.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00386,"""orí ẹ dàrú dànù URL",O dà bí ẹni pé o ní ìdàrú díẹ̀ URL,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00464,"""olofo ni bobo yi""",Bobo yi nilo lati dara sii.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00472,"""ólófó lò binù òlògò""",Ẹni tí ó pàdánù ló bínú ológo.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00472,"""ólófó lò binù òlògò""",Ẹni tó ní òfó ló bínú ològò,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00472,"""ólófó lò binù òlògò""",Enìyàn aláìsùúrù ló bínú sí ẹni aláìmọ̀kan.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00494,"""@username gbogbo yin ti yawerey 😂😂""",@username gbogbo yin nílò lati ronu dáadáa 😂😂,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00498,"""@username ori e buru, omo ale jati-jati. 😆😄""",@username ironu re nilo atunse; iwa re le dara sii. 😆😄,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00552,"""eleribu ni bobo yí. omo burúkú ni wọn wá. 🤣🤣🤣 URL",Ẹni tí ó nílò ìtúnṣe ni bobo yí. Ìwà wọn ní àǹfààní láti dara síi. 🤣🤣🤣 URL,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00562,"""awon òlé bùrúkú URL",awon òlé kò dára,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00613,"""@username oloriburuku ni eyin mejeji""",@username Iwa eyin mejeji nilo itunse,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00682,"""@USER o n dun e ni wa to gbon ode oshi. ko ni fa fun àwọn to ni e,. o de ni jere iwo gann o no gbadun omo irankiran. afofun gbemu oponu""",@USER O n dun e pe awon to gbon wa. Kii fa fun awon to nifee re. Iwo funra re kii jere. Ma se gbadun iwa irankiran.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,test_yoruba_00737,bótilẹ̀jẹ́pé ọ̀fọ́nọ̀n ajẹlójú onílé ti jẹ ìwée wọ́n rò pé wèrè ni mo fẹ́rànan ìtàn inúu rẹ̀ mọ̀nàkàì adebayofaletiodigba yoruba,"Bó tilẹ̀ jẹ́ pé onílé ajẹlójú rò pé mi ò pé, mo fẹ́ràn ìtàn inú ìwé Adebayo Faleti ní Yorùbá.",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,train_yoruba_00040,"""@username awon baba nla baba e ni oloriburuku""",@username awon baba nla baba e ni eni ti ko ni iwa rere,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,train_yoruba_00045,ẹnìkan ní irú ìyẹn ò lè ṣiṣẹ́ lékòó wèrè pọ̀ lékòó àwa tá a gbádùn ibẹ̀ ò ju díẹ̀,ẹnìkan ní irú ìyẹn ò lè ṣiṣẹ́ lékòó ìṣòro pọ̀ lékòó àwa tá a gbádùn ibẹ̀ ò ju díẹ̀,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,train_yoruba_00045,ẹnìkan ní irú ìyẹn ò lè ṣiṣẹ́ lékòó wèrè pọ̀ lékòó àwa tá a gbádùn ibẹ̀ ò ju díẹ̀,ẹnìkan ní irú ìyẹn ò lè ṣiṣẹ́ lékòó; ìwà búburú pọ̀ lékòó; àwa tá a gbádùn ibẹ̀ ò ju díẹ̀,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,train_yoruba_00070,ìròrìakéwì ọ̀pọ̀ sùúrù níí mú ọlọ́gbọ́n dà bíi òmùgọ̀ ọjọ́ ẹni tí a rẹ́ jẹ títí bíi ẹran súnsun ba fẹ jàjà kọ ìwọ̀sí nii di alágídíagbèraga ẹ̀dá ènìyàn  jcmcayodeji sodiq olalekan  yorùbá ewi poet,ìròrìakéwì ọ̀pọ̀ sùúrù níí mú ọlọ́gbọ́n dà bí ẹni pé kò ní ìmọ̀ ọjọ́ ẹni tí a rẹ́ jẹ títí bíi ẹran súnsun bá fẹ́ jàjà kọ ìwọ̀sí níí di ìwà alágídí àti ìgbéraga nínú ẹ̀dá ènìyàn  jcmcayodeji sodiq olalekan  yorùbá ewi poet,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,train_yoruba_00131,"""@username awon weyrey fé fí edekede bà ti wá jé... obirin eleyii yawerey gaan""",@username awon kan fé fí edekede bà ti wá jé... obirin eleyii kò ronu dáadáa,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,train_yoruba_00189,"""ko de ni wa ragba fún e to fi handle werey tweet radarada yii URL",Ko de ni wa agba fun e to fi handle yii tweet oro ti ko peye yii,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,train_yoruba_00189,"""ko de ni wa ragba fún e to fi handle werey tweet radarada yii URL",ko de ni wa ragba fun e to fi handle aibamu tweet ko peye yii URL,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,train_yoruba_00193,"""omo ale lo ma gbe iya é wa sori twitter fun drags!""",ko bo ye ki o gbe iya e wa sori twitter fun drags!,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,train_yoruba_00193,"""omo ale lo ma gbe iya é wa sori twitter fun drags!""",Ko daa ki o gbe iya re wa sori twitter fun drags!,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,train_yoruba_00206,"""tanla takus alatarodo ti oun gbe in amuloko.. omo ale jati jati URL",Alátàròdò tí ó ń gbé ní Amuloko... ìwà rẹ nílò ìtúnṣe.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,train_yoruba_00207,"""@username ori e loburu eleribu jati jati""",@username ìṣesi rẹ̀ nílò ìtúnṣe púpọ̀.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,train_yoruba_00262,"""@username oloriburuku gidi ni bobo daniel yi.""",@username bobo Daniel yi ní ìwà tí kò dáa.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,train_yoruba_00278,nánínánínání ohun a ní là ń nání mọ́ ya ọmọ àlè tí ń fọwọ́ òsì júwe ilée bàbáa rẹ̀,nánínánínání ohun a ní là ń nání mọ́ ya ẹni tí ń fọwọ́ òsì júwe ilée bàbáa rẹ̀,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,train_yoruba_00278,nánínánínání ohun a ní là ń nání mọ́ ya ọmọ àlè tí ń fọwọ́ òsì júwe ilée bàbáa rẹ̀,nánínánínání ohun a ní là ń nání mọ́ ya ọmọ tí ń fọwọ́ òsì júwe ilée bàbáa rẹ̀,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,train_yoruba_00302,"""@username oloriburuku ni awon ppl yi seh 💔""",@username iwa awon ppl yi ko dara seh 💔,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,train_yoruba_00383,"""@username level oribu òfo wo nìyẹn?""","""@username level àṣìṣe wo nìyẹn?""",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,train_yoruba_00383,"""@username level oribu òfo wo nìyẹn?""",@username level aṣiṣe wo nìyẹn?,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
Yorùbá,yo,train_yoruba_00383,"""@username level oribu òfo wo nìyẹn?""",@username level tí kò dáa wo nìyẹn?,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
