language,language_code,source_id,toxic,detox,source,source_dataset,afrihate_label,judge_decision,human_decision,human_comments,human_reviewed
isiXhosa,xh,dev_isixhosa_00128,ngumnqundu lo ref. wenza incanca kanyoko wakhe ngok. ngumsunu qha ke! 👹,Lo ref ubukeka enecala; wenza izinto ezikhetha umntu wakhe. Akulunganga oko.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00137,kanti khange nithi nilele ezifubeni? thina bantu balele begoniwe nisibiza injubaqa xa kungoku😅😎 URL,Kanti khange nithi nilele ezifubeni? Thina bantu balele begoniwe nisibiza ngamagama angalunganga ngoku 😅😎 URL,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00144,ulahle imenemene lakho for imenemene elilahlwe limenemene lalo ngenxa yobumenemene kwawena ube ulimenemene 🙆🏾‍♂️🙆🏾‍♂️,"Ulahle into yakho ngenxa yokuziphatha kwakho, nceda ucinge ngakumbi 🙆🏾‍♂️🙆🏾‍♂️",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00172,akujwayeleki ukubona isidudla somjitha whos not balling! gci.,akujwayeleki ukubona umntu othanda ukuzibonakalisa ongaphumeleli.,afrihate_human_reviewed,AfriHate,Hate,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00179,unayo kodwa indawo engathi uleli lidlala ngezulu igqwirha lowa...hence ingandothusi la-tweet.,Unayo kodwa indawo engathi lowo muntu udlala ngezulu... ngoko ke le-tweet ingandothusi.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00179,unayo kodwa indawo engathi uleli lidlala ngezulu igqwirha lowa...hence ingandothusi la-tweet.,"Unayo, kodwa indawo engathi leli lidlala ngezulu, lo mntu... hence le tweet ayindothusi.",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00179,unayo kodwa indawo engathi uleli lidlala ngezulu igqwirha lowa...hence ingandothusi la-tweet.,"Unayo, kodwa kukho indawo engathi eli lizwe lidlala ngezulu, lo mntu... ngoko ke, ungandothusi ngale tweet.",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00180,"ungavumi bakwenze ipuss. ubozenza isibhanxa sometimes, enzele ababakwenza intlekisa bazoziveza.",Ungavumi ukuba bakuphathise kakubi. Ngezinye iimeko ubonakala unobuthathaka; abo bakwenza intlekisa baya kuziveza.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00220,"@username ngova, kwedini boke uthule xa kuthetha u nongxowa. ubalekisa elidlagusha ngezi  politics zenu ze bmf zingazi na niks after all. yekani ukuba zii populists maan","@username ngova, kwedini bonke nceda uthobe xa kuthetha u nongxowa. Ipolitiki zenu zeBMF ibonakala i-populist; yeka ukuba ni-populists",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00229,@username #ukhozifmtop20 #ripmphomadonsela aw solikhumbula ixoki bakithi kwazekwabuhlungu engukuzwayo imsebenzi yakhe soze yashabalala @username luhamba phambili,"#ukhozifmtop20 #ripmphomadonsela Siyakukhumbula; kuyabuhlungu, kodwa imisebenzi yakhe ayisoze yashabalala. Luhamba phambili",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00245,"khona @username ndileli ndihleka phezolo, coz i came across tweets zakho uthuka esinye isidenge esikuqhela kakubi.","khona @username, ndihlekile izolo kuba ndawabona tweets zakho apho uthuka omnye umntu.",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00253,rabishi lento...izinqa ezintshwame kanje URL,Le nto ayilunganga... abantu abenza oku bayenza ngendlela engalunganga kanje URL,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00257,@username ngathi u lunga utsotsi,@username Kubonakala ngathi ungabandakanyeka kwizinto ezingaqhelekanga,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00257,@username ngathi u lunga utsotsi,@username Ngathi ubonakala uthatha izinto ezingenguye zakho.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00265,"sbwl u""futsek buyela endlini"" wakho 😍😍❤️ #21dayslockdown URL","sbwl u""nceda buyela endlini"" wakho 😍😍❤️ #21dayslockdown URL",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00275,"itya ngomlomo bhuti, sukhupha ikaka ngawo. URL","Yitya ngomlomo, bhuti, musa ukuthetha izinto ezingalunganga.",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00275,"itya ngomlomo bhuti, sukhupha ikaka ngawo. URL","Itya ngomlomo, bhuti, susa ukungcola kuwo.",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00275,"itya ngomlomo bhuti, sukhupha ikaka ngawo. URL","Yitya ngomlomo, bhuti; musa ukuthetha izinto ezingalunganga.",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00276,"futsek dlala nabangani bakho obuya msuthu notshakhuma uyeke ukusijwayela kabi , URL","Hamba udlale nabahlobo bakho obuya msuthu notshakhuma, uyeke ukusiphatha kakubi, URL",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00286,isifebe ngumntu onyolukileyo ongoneliyo liqabane elinye💅,umntu onomkhwa wokulala nabantu abaninzi akanelisekanga ngoqabane olunye💅,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00286,isifebe ngumntu onyolukileyo ongoneliyo liqabane elinye💅,Ubonakala engoneliyo ngokuba neqabane elinye💅,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00288,@username futsek sathana suhleka sathana asingawo la maxhegwazana uwatyayo xa ulapha ekapa moerskont,@username Ndicela ungathethi kabi malunga nala maxhegwazana xa ulapha eKapa,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00301,kwasho esinye isidenge sathi bayazala abanye omama,kwasho omnye umntu sathi bayazala abanye omama,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00302,“uthetha umsunu” 😭😭😭😭😭😭😭😭😂😂😂😂😂😂😂😂😂,“uthetha into engacacanga” 😭😭😭😭😭😭😭😭😂😂😂😂😂😂😂😂😂,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00308,ungavumi bakwenze umnqundu....,Ungavumi ukuba bakuhlekise.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00319,"@username banganya kum. i don’t know how, but andinokwenziwa inkwenkwe olu hlobo mna.","@username bayandiphazamisa. Andazi ukuba njani, kodwa andinakunyanzeliswa ukuba ndibe yinkwenkwe enjalo.",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00344,uyanuka kodwa ukwazi ukukhuluma kakhulu.,Kunuka kancinci kodwa uyakwazi ukukhuluma kakhulu.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00350,umjita mfethu uyi cleaner🥺 bathi ubencamela ukubeka icent phezu kwe linye kunoku yidla nezifebe.. wamane walobola isifebe ke URL,umjita mfethu uyi cleaner🥺 bathi ubencamela ukubeka icent phezu kwelinye kunokuba adibane nabasetyhini abathengisa ucansi.. wamane walobola lowo mfazi ke URL,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00438,kunuka ibhentse apha 😳😳😳😳😷,Kunuka apha kwibhentshi 😳😳😳😳😷,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00438,kunuka ibhentse apha 😳😳😳😳😷,Ibhentshi linuka apha 😳😳😳😳😷,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00442,ndinxila ikaka kodwa. 😂,ndiyacasukile kodwa. 😂,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00456,@username yiyo lento niqhuba ikaka😂,@username yiyo lento niqhuba kabi😂,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00456,@username yiyo lento niqhuba ikaka😂,@username yiyo lento niqhuba 😂,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00489,@USER last night i showed @USER my whatsapp calls and azikho ezakho. wafounela umntu orongo masende akho.,Izolo ebusuku ndamkhombise u-@USER i-WhatsApp yam yeefowuni kwaye azikho ezakho. Wafowunela omnye umntu.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00495,uzimpundu ezimdaka wena. URL,Wena ubukeka ungcolile.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00495,uzimpundu ezimdaka wena. URL,Ubonakala ungacacanga kakuhle.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00495,uzimpundu ezimdaka wena. URL,Andiyithandi indlela oziphatha ngayo.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00519,"umntu athete ikaka, aqibe ahleke","umntu wathetha amagama angalunganga, aze ahleke",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00519,"umntu athete ikaka, aqibe ahleke","umntu wathi into engamkelekanga, aze ahleke",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00521,kulapho ke mna ndithi umnqundu wabo. simple! URL,"Kulapho ndithi khona, ""lumka ngazo."" Kulula! I-URL",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00521,kulapho ke mna ndithi umnqundu wabo. simple! URL,kulapho ke mna ndithi ingxaki yabo. simple!,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00532,yes ngawafaka amacici nami but ngokuhamba kwesikhath ngawayeka! angisayizwisisi nje kwelova namacici! ivele injubaqa izalifaka ekhaleni,"Ndazifaka nam amacici, kodwa ngokuhamba kwexesha ndawayeka. Andisaziqondi kakuhle indlela abantu abathanda ngayo amacici; bazifaka nje ezindlebeni.",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00551,kodwa ke asikawulibali la mgodoyi ungu #mduduzimanana sise busy nje kancinci okwangoku nge #zumavote,kodwa ke asikawulibali lo mntu ongathembekanga ngu #mduduzimanana sise busy nje kancinci okwangoku nge #zumavote,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00557,@username msunu kanyoko wena.. ungathola isikhathi sihloniphe,Ungathola ixesha lokuhlonipha?,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00561,@USER labuya ihule lam 🥺,@USER intombi yam ibuyile,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,dev_isixhosa_00561,@USER labuya ihule lam 🥺,@USER labuya sithandwa sam 🥺,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00027,@USER zogulisa iinduna zethu wena mgodoyi kutheni ungayohlala kwakho or uyobabusy kule mortuary yakho etonoreraaaaa kamnandi didi..,@USER uyenza iinduna zethu zigule; kutheni ungaqhubeki uhlale kwakho okanye uye usebenzela kwimortuary yakho?,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00028,niyathanda  undenza  ihule mxm,niyathanda undenza ndibe nomfanekiso ongafanelekanga,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00028,niyathanda  undenza  ihule mxm,Niyathanda undenza ndizive ndingahlonitshwa,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00047,bayayinxila ikaka aba mama 😂😂,Bayayinxila kakhulu aba mama 😂😂,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00074,"utyiwe zingcongconi kabuhlungu kufike isibhanxa sikubuze "" lovebite yona udibanaphi nayo ?"" URL","Ndityiwe ziingcongconi, kubuhlungu, kufike umntu wandibuza ""lovebite yona, udibanaphi nayo?""",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00075,inoba igqwirha elathakatha umasibusane zongo lasweleka kudala.,Mhlawumbi umntu owayelawula uMasibusane Zongo sele efile.,afrihate_human_reviewed,AfriHate,Abuse,needs_edit,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00123,"ek'seni kanje seni thetha ikaka, chill lutho lay'khaya.","ek'seni kanje seni thetha into engalunganga, phumla, akukho nto ekhaya.",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00123,"ek'seni kanje seni thetha ikaka, chill lutho lay'khaya.","ek'seni kanje seni thetha izinto, chill lutho lay'khaya.",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00123,"ek'seni kanje seni thetha ikaka, chill lutho lay'khaya.","Ekuseni kanje uthetha izinto ezingacacanga, phumla, akukho nto ekhaya.",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00129,"lo miss mnisi is not confused, she's both iqili and ixoki.  udinga ibhande nje khona ezoqonda.",Lo Miss Mnisi akadideki; uxela izinto ezingachanekanga kwaye udinga ingxoxo ukuze achaze.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00129,"lo miss mnisi is not confused, she's both iqili and ixoki.  udinga ibhande nje khona ezoqonda.",Lo Miss Mnisi akadidekile; ubonakala enobuqili kwaye engathembekanga. Udinga ingxoxo nje ukuze aze aqonde.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00172,"@username umnqundu wakhe wethu, uthi nditshilo.","@username umntu wethu, uthi nditshilo.",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00176,@username 😂 😂 😂 😂 but guys uzinhle was just posting iqheya lakhe. and you guys decided to say ncooah engacelanga... so ke please yimani ngo chuku.,@username 😂 😂 😂 😂 but guys uzinhle was just posting iqheya lakhe. and you guys decided to say unnecessary things... so ke please yimani.,afrihate_human_reviewed,AfriHate,Hate,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00183,bengishilo ngathi unkabinde umthakathi! #isibaya,Bengishilo ngathi uNkabinde unezinto ezingaqondakali! #isibaya,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00185,@username zinja mgodoyi lemi khangcala!!,@username ndiyakhathazeka ngokuziphatha kwakho!!,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00209,@username isidlwengu esi qha 🤣,@username ngumntu onezenzo ezingamkelekanga 🤣,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00210,that time mhlambe nomlomo wakhe uyanuka URL,Ngelo xesha mhlambe umlomo wakhe wayenuka.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00217,"kufuneka ndiqeshe isibhanxa for that, ngumsebenzi. URL","kufuneka ndiqeshe umntu for that, ngumsebenzi. URL",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00318,"@username hlala apho, siyiyeke injubaqa iye es'tratweni :)","Hlala apho, siza kuthatha inja siye estratweni :)",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00318,"@username hlala apho, siyiyeke injubaqa iye es'tratweni :)","@username hlala apho, siza kuvumela umntu aye esitalatweni :)",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00337,@username ukujwayela kabi? lowo mgodoyi.,@username ukujwayela kabi? lowo mntu.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00372,nina apha ningayiphika kaka apha for irt's kodwa ikaka iyabonakala ba gca yikaka😂😂😂,"nina apha ningayiphika apha kodwa into iyabonakala, abantu bayayibona 😂😂😂",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00372,nina apha ningayiphika kaka apha for irt's kodwa ikaka iyabonakala ba gca yikaka😂😂😂,nina apha ningayiphika apha for irt's kodwa into iyabonakala 😂😂😂,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00376,"@username inja yinja.....kalikho elinye ibizo,kumbe ubufuna kuthiwe 'mgodoyi'!!!!!......","@username ndiyazibuza... kalikho elinye ibizo, kumbe ubufuna kuthiwe 'igama elingafanelekanga'?",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00392,"@USER yiyo lento enqwakuza ukanye,ihagu itya itriffle","@USER yiyo lento enqwakuza ukanye, umntu uyitya itriffle",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00392,"@USER yiyo lento enqwakuza ukanye,ihagu itya itriffle",Yiyo lento endixhalabisayo kancinci; uziphatha kakubi xa etya itriffle.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00403,@username ulibona njani ? nditsho ihule elo,ulibona njani? nditsho olo mntu uziphatha kakubi,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00439,oomarhosha kulena iweather bayaxoka bazonxiba iblukwe ezinde. ayizobakhona ingeniso tu.,"oomarhosha kule iweather batsho izinto, bazonxiba ibhulukwe ezinde. ayizobakhona ingeniso tu.",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00443,@username uthetha ikaka umbi phi apha kule picture,@username uthetha into embi phi apha kule picture,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00446,ukhaba umnqundu u le roux 😭😭😭😭,u Le Roux undikhathaza 😭😭😭😭,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00458,ndinxila ikaka kodwa.  wow!,ndinxila kakhulu kodwa. wow!,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00458,ndinxila ikaka kodwa.  wow!,ndinxile kakhulu kodwa. wow!,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00476,"@username umthakathi nje lo, ibhodlela lakho limnyama ngath umuthi, izinto ezenziwa abantu mabevala impumelelo yakho","@username kubonakala ngathi kukho umthakathi; ibhodlela lakho limnyama ngathi ngumuthi, izinto abantu abazenzayo zinokuvimba impumelelo yakho",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00476,"@username umthakathi nje lo, ibhodlela lakho limnyama ngath umuthi, izinto ezenziwa abantu mabevala impumelelo yakho","@username kukho into engaqhelekanga, ibhodlela lakho limnyama ngathi umuthi, izinto ezenziwa ngabantu zingavimba impumelelo yakho",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00529,"@username siyaphapha &amp; sifuna ukulungisa umhlaba without starting with our own selves. i have nothing against anyone who teaches from a place of love, that person uyakha but lezi ezinye iy'mfene that don't even have izithakazelo kodwa zibe zazi kakhulu😩masingayeka nje ukuphapha.","@username siyaphapha & sifuna ukulungisa umhlaba without starting with our own selves. i have nothing against anyone who teaches from a place of love, that person uyakha, but abanye baziphatha ngendlela engeyiyo, abanazo izithakazelo kodwa bazibona belungile kakhulu 😩 masingayeka nje ukuphapha.",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00547,isidenge sibotshwa kowaso,Umntu ongazinzanga mabotshelwe ngabantu bakhe.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,test_isixhosa_00552,😂 😂 niyeke usixelela sinxila ikaka nafuthi URL,"😂 😂 Niyeke ukusixelela izinto ezingafanelekanga, nceda URL",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,train_isixhosa_00001,yilonto abanye bethetha ikaka 🤔 URL,yilonto abanye bethetha izinto ezingachanekanga 🤔 URL,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,train_isixhosa_00015,nifundisa abantwana benu ikaka then nibuthethelele obubhanxa nibenzayo ugqiba kwenu. but each to their own i guess.,"Nifundisa abantwana benu izinto ezimbi, emva koko nizithethelela ukuziphatha okungafanelekanga enikwenzayo. Kodwa ugqiba kwenu, ndicinga.",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,train_isixhosa_00031,@username igqwirha lsenza izinto zobugqwirha balo,@username kubonakala ngathi usenza izinto zobugqwirha,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,train_isixhosa_00053,"ina @username , hambo sifunela ngubani lo kuthetwa ngaye apha uyeke ibhentse zethu. URL URL","ina @username, nceda uhambe — sifuna ukwazi ngubani okuthethwa ngaye apha, uyeke ukusiphazamisa. URL URL",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,train_isixhosa_00067,oh madoda umthakathi wezindaba @username,"oh madoda, ungumntu owenza iindaba @username",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,train_isixhosa_00067,oh madoda umthakathi wezindaba @username,oh madoda umdlali wezindaba @username,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,train_isixhosa_00069,unontsikelelo igqwirha elamgqibayo listrongo... URL,Umlingo owayesebenzisana naye ngoku usejele.,afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,train_isixhosa_00071,@USER ndonqena nothukisa ngezinye ilwimi ngoba nditsho kubekanye uba futsek then umntu amise ubucopo bakhe.,"@USER ndonqena nothukisa ngezinye ilwimi ngoba nditsho kubekanye ""suka apha"" emva koko umntu amise izenzo zakhe.",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
isiXhosa,xh,train_isixhosa_00079,"hayi mna ndoyisiwe ngababantu that we always thought ngabantu bamanyhani. tyhini bethuna utsotsi, indodomzi wayo, uyise wabantwana bakamadam, xelelwa uba makathini yenyindoda nekrexekazi layo. who's paying the price now? it's him and his dignity. fok maarn i'm moving to #zimbabwe","hayi mna ndidukiswe ngabantu esasicinga ukuba ngabahlobo. abanye babonakala benze izinto ezimbi — indoda, uyise wabantwana bakamadam. ngubani ohlawula ngoku? nguye kunye nesidima sakhe. ndiza kufudukela eZimbabwe #zimbabwe",afrihate_human_reviewed,AfriHate,Abuse,accepted,ACCEPT,,True
