language,language_name,toxic_input,detox_output,source,source_dataset,source_id,human_reviewed
am,Amharic,መሀይም። በአማርኛ እየተበጠረቁ አማርኛ አታውሩ።??,በአማርኛ እያወሩ አማርኛ አታውሩ ??,MultiParaDetox,MultiParaDetox,,True
am,Amharic,መሐል ያልገባቺው እንደ ካሚሩናዊው ዳኛ በግለቱ ኮላፕስ አረገላሁ ብላ ነው።,መሐል ያልገባቺው እንደ ካሚሩናዊው ዳኛ በሙቀቱ ልወድቅ እችላለሁ ብላ ነው።,MultiParaDetox,MultiParaDetox,,True
am,Amharic,መረጃው ካለህ ለምን አትለቀውም አንተ ቀዳዳ ወዲ ሸርሙጣ,መረጃው ካለህ ለምን አትለቀውም,MultiParaDetox,MultiParaDetox,,True
am,Amharic,መተማ የአማራ ገበሬ ነው ድንበር ሲያስከብር የኖረው በወያኔ ዘመን ሱዳኖቹን ጥርሳቸውን እያለ እስካሁን አለ። የወያኔ ባንዳዎች ለሱዳን አግዘው ገበሬውን ሲገሉ፣ ክልሉን ሊሸጡ መረባረ,መተማ የአማራ ገበሬ ነው ድንበር መስከበር ስራ ለይ ሲሰተፍ  ኖረዋል።   በወያኔ ዘመን ከሱዳኖቹን ጋር እየተከከበበ ረ እስካሁን አለ።,MultiParaDetox,MultiParaDetox,,True
am,Amharic,መቼም የካድሬ ልማድ ጨርሶ አይልቀም - ስንት ተለቆበት ይሆን እንዲህ ጭራውን የሚቆላው? I wonder?,መቼም የፖለቲካ ሹም ልማድ ጨርሶ አይልቀም - ምን ተደርጎለት ይሆን እንዲህ የሚሽቆጠቆጠው?,MultiParaDetox,MultiParaDetox,,True
am,Amharic,መንግስት ጉያው ውስጥ የተወሸቁትን እነ ስዩም ተሸመና መሰሎቹ የሚረጩትን መርዝ ካላስቆመና አደብ ካላስገዛ መንግስት እሳት በማጥፋት መጠመዱና ዜጋም ውድ ህይወቱን ከፋይ መሆኑ የማይቀር ነው፡፡,መንግስት ውስጡ ያሉትን እነ ስዩም ተሸመና መሰሎቹ የሚናገሩትን ልዩነትን የሚያሰፉ መረጃዎችን  ካላስቆመና ስርአት ካላስያዘ መንግስት እሳት በማጥፋት መጠመዱና ዜጋም ህይወቱን ማጣቱ ይቀጥላል፡፡,MultiParaDetox,MultiParaDetox,,True
am,Amharic,መከላከያ ተከቦ ማን ነበር የደረሰላት አሁንስ ከፊት ሆኖ እየሞተና እየተፍለመ ያለው ማነው ከሀዲው አለቀቃህ እብይ አህመድ ስሙን በአደባባይ ጥርቶ አምስግኖት ነበር,መከላከያ ተከቦ ማን ነበር የደረሰላት አሁንስ ከፊት ሆኖ እየሞተና እየተፍለመ ያለው ማነው በወቅቱ የበላይ አመራሮችም ይህን አመሰግነዋል,MultiParaDetox,MultiParaDetox,,True
am,Amharic,መጋዣ ነገር ነህ አንተ ምን አለብህ ፊትህ ከደለበ ሆድህም ካልጎደለ ሰው ቢታረድ ቢራብ ቢሰደድ ወገንህ አደለ ምን ትሆናለህ አንተ,የሰዎችን ችግርና መከራ  እንደራስህ  ማየትን መልመድ አለብህ,MultiParaDetox,MultiParaDetox,,True
am,Amharic,ሙኒራ ቤቲን አትመጥንም ለማለት ፈልገሽ ነው:: ቤቲ ጀግና በዚች interview መደረግ አልነበረባትም:: ሙኒራ ደግሞ ዘረኛ ናት,ሙኒራ ቤቲ ጋር መቅረብ የሚገባት አልነበረባትም ለማለት ፈልገሽ ነው:: ቤቲ ጀግና በርሷ interview መደረግ አልነበረባትም:: ሙኒራ ደግሞ ወገንተኛ ናት,MultiParaDetox,MultiParaDetox,,True
am,Amharic,ማሞ ሌላ መታወቂያው ሌላ ሰውየው ቅኔ ሲዘርፍ ያንተአይነቱ የዝንብ ገልቱ ሰሙ ላይ ሙጥኝ ይላል ያው የዝንብ ባህሪ ነው,ማሞ ሌላ መታወቂያው ሌላ ሰውየው ቅኔ ሲዘርፍ አንተ ደግሞ ስላልገባህ ሰሙ ላይ ሙጥኝ ትላለህ,MultiParaDetox,MultiParaDetox,,True
am,Amharic,ማኅበረ ቅዱሳን እንቅልፍ ነሳህ አይደል? ወያኔም በጊዜው አልቻለውም። መሰረቱ አለት ነው አሸዋ አይደለም።,ማኅበረ ቅዱሳን አሳሰበህ አይደል? ህወሀትም በጊዜው አልቻለውም። መሰረቱ አለት ነው አሸዋ አይደለም።,MultiParaDetox,MultiParaDetox,,True
am,Amharic,ማነህ አንተ ስዩም፣ አንድ ሰው ከሞተ አብይ ስልጣን እለቃለሁ ብሏል ስትል አልነበረም?? የጅማውን እልቂት አልሰማህም?? የሆንክ ቱልቱላ ነህ,የሰው ነፍስ የሚጠፋ ከሆነ ጠ/ሚሩ ስልጣን እለቃለሁ ብሏል ብለህ ነበር ፤ የጅማውስ የሰው ሕይወት መጥፋት ምን ሊባል ነው ?,MultiParaDetox,MultiParaDetox,,True
am,Amharic,ምን ላርግ ብለሽ ነው። ይሄን ሰውዬ ስሙን እንኳን መስማት ያንገሸግሸኛል.????,ምን ላርግ ብለሽ ነው,MultiParaDetox,MultiParaDetox,,True
am,Amharic,ምድነው ችግርህ? ?? ህይወታቸውን እየግበሩ በየቦታው እየረገፉ ያሉ አንድ አለን የምንለው መከታችን መከላከያ ነው። ስንት ምታወራው የውሻ ወሬ እያለ ስለመከላ,ከመከላከያ ጎን ለመቆም ምንም ችግር ሊኖርብን አይችልም፡፡ ህይወታቸውን እየግበሩ በየቦታው እየረገፉ ያሉ አንድ አለን የምንለው መከታችን መከላከያ ነው።,MultiParaDetox,MultiParaDetox,,True
am,Amharic,ራስህን ቻል የትግራይ ህዝብ የአንተ ድጋፍ አይሻም::የትግራይ ህዝብ የዛሬ ፀረ ወራሪ ትግሉ ለነገ ነፃነቱ በደሙ እየፃፈ መሆኑን አትዘንጋ::,የትግራይ ህዝብ የአንተ  ሆነ ያማንንም ድጋፍ አይሻም::የትግራይ ህዝብ ትግሉ ለነገ ነፃነቱ በደሙ እየፃፈ መሆኑን አትዘንጋ::,MultiParaDetox,MultiParaDetox,,True
am,Amharic,ሰው ጥራ ቢሉት ራሱ መጣ አሉ በፈጠረህ  ወይም  አንድ ቀን እውነት አውርተው ያውቃሉ? እኔ ነፍስ ካወኩ ጊዜ አንስቶ ፋ,ሰው ጥራ ቢሉት ..አሉ እኔ እስከማውቀው እውነቱን ሲናገሩ ሰምቼ አላውቅም,MultiParaDetox,MultiParaDetox,,True
am,Amharic,ሴትኮ ሁሉም ነገር ናት ሰለዚህ የተሳደብክ ከመሰለህ ተሳስተሀል ውሻ ደግም ታማኝ ነው ያሳደገውን ያውቃል ይልቅ የአንተ ባዶ ጭንቅላት ገረመኝ እርሲ ሀምሐም በለት ለታይ,ሴትኮ ሁሉም ነገር ናት፡ ውሻ ደግም ታማኝ ነው ያሳደገውን ያውቃል ይልቅ የአንተ ነገር ገረመኝ,MultiParaDetox,MultiParaDetox,,True
am,Amharic,ሴፉ ያው ፕሮግራም ይኮርጅል እንጂ በአሸርጋጅነት አይታማም ??,ሴፉ አንዳንድ ፕሮግራሞቹ ከሌሎች ጋር ሊመሳሰሉ ይችሉ ይሆናል እንጂ በማስመሰል ማንም ስሙን አያነሳውም,MultiParaDetox,MultiParaDetox,,True
am,Amharic,ስለማይገባው ለማይረዳ አይምሮው ድፍን ለሆነ ሰው ይሄ ሁላ አያስፈልግም ሰሉዬ ሀፍተይ መተው ብቻ ??,ለማይገባው ለማይረዳ ሰው ይሄ ሁላ አያስፈልግም ሰሉዬ ሀፍተይ መተው ብቻ ??,MultiParaDetox,MultiParaDetox,,True
am,Amharic,ስዩም ተሾመ እና ናትናኤል መኮንን በልጅነታቸው ያመለጣቸው ክትባት መኖሩ ተረጋግጧል,ስዩም ተሾመ እና ናትናኤል መኮንን በልጅነታቸው ያመለጣቸው ክትባት ይኖር ይሆን እንዴ,MultiParaDetox,MultiParaDetox,,True
am,Amharic,ስዩም ተሾመ ዝም ብሎ የሚለፈልፍ ነበር የመሰለኝ:: ደመቀ የሚሉት ፈዛዛ ግን ባለጌውን ጎትቶ ቤኒሻንጉል ይዞት ሲሄድ ሳይ ነው አሀ ያልኩት:: ተራ ጀግና,ስዩም ተሾመ ያለ ማስረጃ የሚናገር ነበር የመሰለኝ:: አቶ ደመቀ ግን ሰውዬውን ቤኒሻንጉል ይዞት ሲሄድ ሳይ ነው አሀ ያልኩት::,MultiParaDetox,MultiParaDetox,,True
am,Amharic,ስዩም አለቆቹ የሚወዱትን ይወዳል፣ የሚጠሉትን ይጠላል። እሱ የሚናገረው በሙሉ አለቆቹ ሹክ ያሉትን ነው። ከመስመር ወጣ ካለ ደግሞ አምቡላንስ ልከው እንደሚሆን ያደርጋሉ።,ስዩም አለቆቹ የሚወዱትን ይወዳል፣ የሚጠሉትን ይጠላል። እሱ የሚናገረው በሙሉ አለቆቹ የነገሩትን ነው።,MultiParaDetox,MultiParaDetox,,True
am,Amharic,ቆሻሻ ውሻ ሸርሙጣ በእጅ ያለ ወርቅ እንደመዳብ ይቆጠራል,አልተረዳሀውም እንጂ በእጅ ያለ ወርቅ እንደመዳብ ይቆጠራል,MultiParaDetox,MultiParaDetox,,True
am,Amharic,በመጀመሪያ ወንደኛ አዳሬ የሚባል ቃል የለም ሲቀጥል ደግሞ በጣም የቅናት አስመሰለብህ ያጣ ለማኝ ተሳድቦ ይሄዳል አለ ያገሬ ሰው ።,በመጀመሪያ እንደዚህ የሚባል ቃል የለም ሲቀጥል ደግሞ ጥሩ ካልሆነ የቅናት መንፈስ ውስጥ የሆንክ ነው ያስመሰለብህ,MultiParaDetox,MultiParaDetox,,True
am,Amharic,በምን ኢሳብ ነው ይንን ወራዳ ባንዳ (ካድሬ) አባት ብለህ የምትጠራው,በምን ሂሳብ ነው ይንን የፖለቲካ ሹም አባት ብለህ የምትጠራው,MultiParaDetox,MultiParaDetox,,True
am,Amharic,በርግጥም ናችሁ እኮ አልታወቅህ ብሎ ነው። በነፃ ቢሮ እና ጥቅማጥቅም እምታገኝ የእንጀራልጁ ሁነህ አደለም ተለጣፊ ገመድ አንገትህ ላይ አድርጉ እንደ ውሻ ሰለሚጉትትህ ነው,አልታወቀህም እንጂ እንደዚያ የሆናችሁ ነው የሚመስለው ፡፡ በነፃ ድጋፎችን እምታገኘው የቅርብ ሰው ስለሆንክ ይመስላል,MultiParaDetox,MultiParaDetox,,True
am,Amharic,በስልጣኑ ስለመጡ እንጂ ለህዝብ አዝኖ አይደለም????ታሪክም የሚያስታውሰው በዛ ነው።,ለህዝብ በመሰብ ሳይሆን ሀላፊነቱን ላለማጣት አስቦ ይሆናል,MultiParaDetox,MultiParaDetox,,True
am,Amharic,በአንዴ ካድሽኝ? ለነገሩ የመጀመሪያሽ አይደለም ??,በአንዴ ድጋፍሽን አነሳሽ? ለነገሩ የመጀመሪያሽ አይደለም ??,MultiParaDetox,MultiParaDetox,,True
am,Amharic,በግድ ነው እንዴ? እንዲህ ያለ ደንቆሮ ነው ለካ ይሄ ሰውዬ? እንዲህ ከተናገረ ነፍሰበላ ለመሆኑ ምንም ርጥር የለኝም አምባቸውን፣ እዘዝን፣ ጄኔራል አሳ,በግድ የሚሆን ነገር የለም ፤ ከንግግሩ ጥሩ ያልሆኑ መልእክቶች በመነሳት እሱ ለጓዶቹም ጥሩ ላይሆን እንደሚችል መናገር ይቻላል፡፡,MultiParaDetox,MultiParaDetox,,True
am,Amharic,በፆታዊ ትንኮሳ enjoy ከሚያደርጉት አንዱ ነህ እንዴ? ምንም የሚያበሳጭ ነገር አልሰሩም,በፆታዊ ትንኮሳ enjoy እንደሚያደርግ ሰው በዚህ ጉዳይ መበሳጨት አይገባህም ነበር,MultiParaDetox,MultiParaDetox,,True
am,Amharic,በፍጹም። አንድ ነገር ልጠይቅህ አብይ አህድ ቡዙነገር ሲተነትን አፍ ያስከፍታል። እንዴት ነው ግን የዚህ ሁሉ ህዝብ እልቂት እንደሰው እማያስቆጣው? ማስቆም እንኳ ባይ,አንድ ነገር ልጠይቅህ አብይ አህድ ቡዙነገር ሲተነትን ቀላል የማይባል አድማጭ አለው። እንዴት ነው ግን የዚህ ሁሉ ህዝብ እልቂት እንደሰው እማያስቆጣው? ማስቆም እንኳ ባይ,MultiParaDetox,MultiParaDetox,,True
am,Amharic,ባለጌ ለመሆንሺ ምሰክር አያሻኝም ሰው ሰላልሆንሺ አሉ ብለሺ አወራሺ ማንም በሴትነቱ በሰውነቱ ይከበራል,ለስርአት ተገዢ እንዳልሆንሽ ተረድቼአለሁ፡፡ ማንም በሴትነቱ በሰውነቱ ይከበራል,MultiParaDetox,MultiParaDetox,,True
am,Amharic,ባለጌ ነሽ ወይም ነህ መሰዳደብ ጉብዝና አይደለም  የቋንቋ ችግር ከሌለብሽ ወይ ከሌለብህ ትክክል ነው ያለው።ዘርንም መርጦ ማዘን ዘረኝነ,ስርአት ካለህ/ካለሽ ፀያፍ ቃልን መለዋወጥ ጉብዝና አይደለም የቋንቋ ችግር ከሌለብሽ ወይ ከሌለብህ ትክክል ነው ያለው።,MultiParaDetox,MultiParaDetox,,True
am,Amharic,ባለጌው  አንተ ክፉ ልክስክስ። ተመልሰህ ወጥተህ ይቅርታ ጠይቅ። ስሜታዊ ሆኜ ነው በል። እንደ አንተ ርካሽ ደግሞ አላየሁም። ሰላም  በጔደ,አንተ ስርአት የሌለህ ተመልሰህ ወጥተህ ይቅርታ ጠይቅ። ስሜታዊ ሆኜ ነው በል።,MultiParaDetox,MultiParaDetox,,True
am,Amharic,ባንዳ የባንዳ ልጅ ቤተ መንግስት አስቀምጠህ ሴራህን እየጎነጎንህ በጎን የተለመደ ኢትዩጲያዊ ስብከትህን ትነዛለህ,ኢትዮያን የማይደግፉ ሰዎች ጋር እስከ ቤተ መንግስት ድረስ አብረህ እየሰራህ በሌላ በኩል ኢትዮጵያዊ ወግ ስታነሳ ሰው ብዙም ላያምንህ ይችላል,MultiParaDetox,MultiParaDetox,,True
am,Amharic,ባንዳ? አሉላ ከኤርትራ ሰራዊት ጋር ሆኖ ኢትዮጵያውያንን እየገደለ ነው እንዴ? አላወኩም ነበር።,አሉላ ከኤርትራ ሰራዊት ጋር ሆኖ ኢትዮጵያውያንን እያጎደ ነው እንዴ? አላወኩም ነበር።,MultiParaDetox,MultiParaDetox,,True
am,Amharic,ቤተሰብዎ እየደማ ነው ፡፡ በሁሉም ድርጊቶችዎ ይቆጫሉ እናም ለዘላለም ይሰቃያሉ።,ቤተሰብዎ ችግር ውስጥ ወድቁዋል ፡፡ በድርጊቶችዎም ሊፀፀቱና ለረጅም ጊዜም ሊጎዱ ይችላሉ።,MultiParaDetox,MultiParaDetox,,True
am,Amharic,ቤቲ LTV ፈጣሪ ጎረቤትህን እንደራስህ ውደድ ይላል። የፖለቲካ ልዩነትም መብት ነው። ልዩነታችን በመከባበር ቢሆን ሀገራችን ዘላቂ ሰላም ታገኛለች። የጥላቻ ዘመቻ ግን ለራስሽም ለሀገርም አይጠቅምም።,ቤቲ LTV ፈጣሪ ጎረቤትህን እንደራስህ ውደድ ይላል። የፖለቲካ ልዩነትም መብት ነው። ልዩነታችን በመከባበር ቢሆን ሀገራችን ዘላቂ ሰላም ታገኛለች። ከዚህ ባለፈ ልዩነትን የሚያሰፉ ነገሮች ላይ ማተኮር ግን ለራስሽም ለሀገርም አይጠቅምም።,MultiParaDetox,MultiParaDetox,,True
am,Amharic,ቦምብ በሻንጣ የጫነችው የፖሊስ መኪና (ፖሊስ ኢት 0384 ET) ሆን ተብሎ እንድትቃጠል ተደርጋለች።,መሰሪያ በሻንጣ የጫነችው የፖሊስ መኪና (ፖሊስ ኢት 0384 ET)  እንድትቃጠል ተደርጋለች።,MultiParaDetox,MultiParaDetox,,True
am,Amharic,ተስፋ አደርጋለሁ ብዬ ተስፋ አደርጋለሁ ሰይጣን ወደ አንተ ይደርሳል ብዬ ተስፋ አደርጋለሁ በሲኦል ውስጥ እንደበሰብስኩ እና በህይወትዎ ውስጥ ያሉ መልካም ነገሮች ሁሉ ከእርስዎ እንደተ,ተስፋ አደርጋለሁ ብዬ በሰረሁት መጥፎ ስራ እየተቀጠሁ እንደ ሆነ እና በህይወትዎ ውስጥ ያሉ መልካም ነገሮች,MultiParaDetox,MultiParaDetox,,True
am,Amharic,ቱልቱላ ከባንዲራው ስር የተደበቅህ ዘረኛ ነህ ኢትዮጵያ እያልክ አታላዝን,በባንዲራውንና ኢትዮጵያን ደጋግመህ ብታነሳም ከወገንተኝነት ወጥተህ ከልብህ የምታደርገው አይመስልም,MultiParaDetox,MultiParaDetox,,True
am,Amharic,ትንታኔ ዘጋኝ???? ፓለቲካዉንም እኮ እንደዚህ እየተነተናችሁ ነዉ አገሪቱን ዱቄት ያደረጋችሗት።,ትንታኔ ትጠላለህ???? ፓለቲካዉንም እኮ እንደዚህ እየተነተናችሁ ነዉ አገሪቱን እንዳይሆን ያደረጋችሗት።,MultiParaDetox,MultiParaDetox,,True
am,Amharic,ችግር ውስጥ ነን ብዬ ከማንም ኢንጌጅ አላደርግም ሰሞኑን ታውቃለህ መቼስ። ቀን ይቅርታ ሲጠይቅ ውሎ ማታ ልገንጠል ይላል? ነውር አይደለም?,ችግር ውስጥ እንዳለን ባላስብ ይሻላል፡፡ ሰሞኑን ደግሞ ቀን ላይ በጥሩ የይቅርታ መንፈስ ውሉ ማታ ላይ ስለመለያየት ያወራሉ፡፡,MultiParaDetox,MultiParaDetox,,True
am,Amharic,ነቀዝ ካንተ ሆድ ምን ተርፎ ነው መንገድ የሚሰራው በእርዳታ? አጋሰስ,ከእለታዊ ፍጆታህ ምን ተርፎ ነው መንገድ የሚሰራው በእርዳታ?,MultiParaDetox,MultiParaDetox,,True
am,Amharic,አሁን ጥያቄው ሰውየው ተይዞ ቂሊንጦ ሲገባ የሻማ ነው ወይስ የሮኬት ነው ሚጠየቀው የሚለው ነው,ሰውየው በህግ ጥላ ስር ውሎ ወደ አስር ቤት ቢገባ እንደሌሎች እስረኞች የደንቡ ነው የሚጠየቀው ወይስ ከዚያ በላይ መሆን አለበት,MultiParaDetox,MultiParaDetox,,True
am,Amharic,አሉላ እንደ አንተ ዐይነቱ ህሊና ቢስ ለምስኪኑ ትግረዋይ ግድ የሌለው ትዳር አፍርሱ ኢትዮጵያዊ አይደለንም የሚል ኢሚንት ስለ ኢትዮጵያዊው ትግረዋይ ለመናገር,አሉላ እንደ አንተ ዐይነቱ  ብዙም  ለትግረዋይ ግድ የሌለው በለትደር የሚያጠላ ኢትዮጵያዊ አይደለንም የሚል ሰው  ስለ ኢትዮጵያዊው  ና ትግረዋይ ለመናገር አይችልም,MultiParaDetox,MultiParaDetox,,True
am,Amharic,አስመሳይ ህዝብ ሲታረድ በእሳት ሲቃጠል ሲፈናቀል መግለጫ ያልሰጠህ እንኳን አደረሳችሁ አይዋጥልንም,ህዝብ ያ ሁሉ መከራና መፈናቀል ሲደርስበት መግለጫ ያልሰጠህ እንኩዋን አደረሳችሁ መቼም ከልብህ እንደማይሆን እንረዳለን,MultiParaDetox,MultiParaDetox,,True
am,Amharic,አሿፊ ዘረኛ ዘፋኝ ስንት ሞትና ሀዘን በከበበን ወቅት አንተ ስለ ኳስ . ይሄን ያህል በጎጥ መጥበብህን አላቅም ነበር :: ልቦና ይስጥህ,በዚህ በብዙ ችግርና መከራ በከበበን ወቅት ፤በኳስ ምክንያት በሰፈር መከፋፈልን ማሳየት ካንተ አይጠበቅም፡፡,MultiParaDetox,MultiParaDetox,,True
am,Amharic,አቤትትት??? የሰፈር ሰዎች ሁሉ ተማረሩ ቤታቸውን ዘግተው ምሳ ሰሩ:: . For that ሆዳም friend.,አቤትትት??? የሰፈር ሰዎች ሁሉ ተማረሩ ቤታቸውን ዘግተው ምሳ ሰሩ::,MultiParaDetox,MultiParaDetox,,True
am,Amharic,አንተ ምን አፍ አለህ ከዚህ በዋላ። ጠባብ ዘረኛ።,አንተ ምን ማለት ትችላህ ከዚህ በዋላ። ወገንተኛ ነህ,MultiParaDetox,MultiParaDetox,,True
am,Amharic,አንተ ሰውዬ አይንህም ልብህም ተሰውሮ እንዴት ትችለዋለህ? ያንተ ይለያል ደሞ ልቦና ይስጥህ ውይ ይቅርታ አይንህን ያብራልህ,አንተ ሰውዬ አይንህም አስተውል እንጅ? ያንተ ይለያል ደሞ ልቦና ይስጥህ ፡ አይንህንም ያብራልህ,MultiParaDetox,MultiParaDetox,,True
am,Amharic,አንተ በጄት ቦንብ እየላክላቸው እነሱ ፍቅር ይላኩልህ እንዴ? ጅል ቢጤ ነህ ልበል?,አንተ  እየሰራህ ያለኸው ስራ የእነሱን ህልውና አደጋ ውስጥ የሚጥል ሆኖ ሳለ ከእነሱ ፍቅር መጠበቅ አትችልም፡፡,MultiParaDetox,MultiParaDetox,,True
am,Amharic,አንተ ውሸታም እንደውም ከገዳዮቹ አንዱ ሳትሆን አትቀርም አውሬ ነገር,የተናገርከው እውነት አይደለም  እንደውም በዚህ ነገር ውሥጥ ስላለመኖርህ ማረጋገጥ አይቻልም,MultiParaDetox,MultiParaDetox,,True
am,Amharic,አንተ ውሻ በቅርብ ሞትህ ያሳየኝ ጌይታየ አንተ ውሸታም ሳጥናኤል መቸም ሙተህም እንዱሰው አትከብርም ሲኦል ትገባታለህ እንጂ የንፁሀኑ ደም እሳት ሁኖ ካላነደደህ,ያንተን መጨረሻ ያሳየኝ ፤ ፈጣሪ ፍርዱን ይስጥ,MultiParaDetox,MultiParaDetox,,True
am,Amharic,አንተ ውሻ እግዚአብሔር ግፍህን በቤትህ ያሳጭድህ።,እግዚአብሄር ፍርዱን ይስጥህ,MultiParaDetox,MultiParaDetox,,True
am,Amharic,አንተ ደንቆሮ የጠንቋይ ልጅ ጠላታችን እንደሆንክ ኣስተምረን እንነቃቸዋለን።,ወደጅ እንደልሆንን ኣስተምረን እንነቃቸዋለን።,MultiParaDetox,MultiParaDetox,,True
am,Amharic,አንተ ደደብ ለስት ነው እንዴ ትግራይን የገጠሙት ?አህያ ነህ አምስት አገር ለአንድ ክልል ቅማል ቅርፅ ነህ።,ትግራይ ለብቻ ነበር ? አምስት አገር ለአንድ ክልል ።,MultiParaDetox,MultiParaDetox,,True
am,Amharic,አንተ ጓሮ መሆን አለበት። አኛ የሰው አንፈልግም የራሳችንንም አንሰጥም,ከአንተ በኩል ሊሆን ይችላል። አኛ የሰው አንፈልግም የራሳችንንም አንሰጥም,MultiParaDetox,MultiParaDetox,,True
am,Amharic,አንተም ክፉ ነበርክ ክፉ አዘዘብህ አንደ ገና ዳቦ እሳት ነደደብህ። የምንልበት ቀን ሩቅ ሰይደለም????,በክፋቱ የሚታወቅ የስራውን ሊያገኝ ነው የምንልበት ቀን ሩቅ አይደለም ??,MultiParaDetox,MultiParaDetox,,True
am,Amharic,አንተን ነው ተንኮሉ። ቢኒያም ምንም አላረገም ??,አንተን ነው ማነህ። ቢኒያም ምንም አላረገም ??,MultiParaDetox,MultiParaDetox,,True
am,Amharic,አንተን አይነቱን ስግብግብ ጨካኝ ጥልቁ ላይ መጣል ጨምሮ ቋጥኝ,አንተ ራስ ወዳድ ነህ የስራህን ማግኘትህ አይቀርም,MultiParaDetox,MultiParaDetox,,True
am,Amharic,አንቺ ገረድ : ሸታታ አንችን ብሎ ፀሓፊ  መጀመሪያ ንፅህናሽን ጠብቂ : ውዳቂ ።,አንችን ብሎ ፀሓፊ መጀመሪያ እራስሽን ጠብቂ :,MultiParaDetox,MultiParaDetox,,True
