pair_id,group_id,language,toxic_input,detox_output,source,orig_split,split,source_row_index
es-0055,es-g0298,es,"Un cargador escaso de argumentario, parece.",Parece que tienes un cargador escaso de argumentos.,MultiParaDetox,es,reserve,55
es-0056,es-g0011,es,A Emery se la devuelven por subnormal. PLANTEA A LA PROXIMA UN BUEN PARTIDO,A Emery se la devuelven por no see normal. PLANTEA A LA PROXIMA UN BUEN PARTIDO,MultiParaDetox,es,reserve,56
es-0058,es-g0015,es,"A su vez que no es lo mismo ser cristiano que catolico , pero tu eres CATETA.",A su vez que no es lo mismo ser cristiano que catolico.,MultiParaDetox,es,reserve,58
es-0060,es-g0202,es,"Olé sus huevos morenos (los del periodista). Si hablas de expulsar del pais a alguien, porque omites la nacionalidad.","si hablas de expulsar a alguien de el pais, porque omites la nacionalidad",MultiParaDetox,es,reserve,60
es-0061,es-g0000,es,"#CeseDefinitivoCPCCS estos miserables su salida del CPCCS va hacer mas rápido q su puta nombramiento,","#CeseDefinitivoCPCCS  su salida del CPCCS va hacer mas rápido que su nombramiento,",MultiParaDetox,es,reserve,61
es-0066,es-g0228,es,"Pues a mi me recuerda tus diversas lesiones graves y me descojono, subnormal. Acabado.","Bueno, me recuerda tus diversas lesiones graves y me enfado.",MultiParaDetox,es,reserve,66
es-0067,es-g0180,es,"Mientras tanto, la gente matandose a currar como cabrones para vivir en una puta colmena","Mientras tanto, la gente trabaja arduamente para vivir en espacios muy reducidos.",MultiParaDetox,es,reserve,67
es-0068,es-g0368,es,porque no tenéis a un subnormal por entrenador.,porque no tenéis a un loco por entrenador.,MultiParaDetox,es,reserve,68
es-0069,es-g0254,es,"Quién te querría besar a ti, mongolo.",Quien te querria besar a ti,MultiParaDetox,es,reserve,69
es-0071,es-g0163,es,"Los políticos lo toleran todo lo que no va contra ellos, baste fijarse en Iglesias, con su casoplón.","Los políticos toleran todo lo que no les afecta directamente, basta con observar a Iglesias y su gran casa.",MultiParaDetox,es,reserve,71
es-0072,es-g0028,es,Aquí va una canción para todos y cada uno de los putos fascistas del PP… Fuck You de Lily Allen,Aquí tenéis una canción para todos y cada uno de los PP... You de Lily Allen,MultiParaDetox,es,reserve,72
es-0073,es-g0100,es,"Está viniendo lo mejor de cada casa para mejorar el país, sin duda alguna.","Están viniendo personas con talento de diversos orígenes para contribuir al progreso del país, sin duda alguna.",MultiParaDetox,es,reserve,73
es-0081,es-g0394,es,¿Van a seguir con el mismo tema de los comediantes mediocres?,¿Van a seguir con el mismo tema de los comediantes?,MultiParaDetox,es,reserve,81
es-0086,es-g0376,es,son sus costumbres y hay que respetarlas..,Son tradiciones que merecen ser respetados,MultiParaDetox,es,reserve,86
es-0087,es-g0167,es,"Mamona, tengan la mierda que tengan ellos, lo nuestro sigue siendo igual de lamentable",Tengan los que tengan ellos igual lo nuestro sigue lamentable,MultiParaDetox,es,reserve,87
es-0088,es-g0112,es,"Han quedado los últimos   ""Gran mayoría""  Además de facha, tonto.","Han quedado los últimos   ""Gran mayoría""",MultiParaDetox,es,reserve,88
es-0089,es-g0068,es,El dia que morais todos los fachas podre palmarla tranquilo ...,"El día en que desaparezcan todos los extremistas, podré vivir en paz...",MultiParaDetox,es,reserve,89
es-0090,es-g0190,es,No he leído a una sola mujer quejarse de twitt solo a los de siempre....los machirulos fachas ...que asquito,No he leído a una sola mujer quejarse de twitt,MultiParaDetox,es,reserve,90
es-0091,es-g0026,es,"Aquí Piatti que no metía un puto gol y en el Español, lleva ya unos cuantos, mamón. ☹️","Aquí Piatti que no metía un gol y en el Español, lleva ya unos cuantos",MultiParaDetox,es,reserve,91
es-0092,es-g0019,es,"Ahora pides asilo político HDP, ahora las escorias oficialistas pidiendo asilo que tal.","Ahora pides asilo político HDP, ahora las oficialistas pidiendo asilo que tal.",MultiParaDetox,es,reserve,92
es-0093,es-g0079,es,"Encima cacho parguela te pones de gilipollas con ella, subnormal",Encima te pones de maleducado con ella,MultiParaDetox,es,reserve,93
es-0096,es-g0035,es,"Cada vez, la situación del país está en la mierda la de mierdísima #FreddyGuevaraTeCAGASTE","Cada vez, la situación del país está en mala",MultiParaDetox,es,reserve,96
es-0099,es-g0150,es,"Lo trataré con el trato maricon, penca, discriminatorio como trató a varios de mis compañeros 😒 VIEJO CULIAO.",Lo trataré  como trató a varios de mis compañeros,MultiParaDetox,es,reserve,99
es-0102,es-g0113,es,Hay gente dándose cuenta de que Hamilton es imbécil en pleno 2020.,Hay personas que entienden que Hamilton no es el mejor a mediados de 2020.,MultiParaDetox,es,reserve,102
es-0104,es-g0191,es,No los vio el open arms,El Open Arms no los avistó.,MultiParaDetox,es,reserve,104
es-0105,es-g0174,es,"Me gustaría saber lo que tú harías, si te llegará a pasar a ti. Eres el típico charlatán de feria.",Me gustaría saber qué harías si te sucediera a ti. A veces pareces muy persuasivo en tus argumentos.,MultiParaDetox,es,reserve,105
es-0108,es-g0124,es,"Jajajajaja turco, subnormal, cuñado e español madremía.... PLENOOOO","Jajajajaja turco, cuñado e español madremía.... PLENOOOO",MultiParaDetox,es,reserve,108
es-0109,es-g0145,es,"Lo mejor, es que ya lo tenemos aquí y tenemos que mantenerlo en la cárcel, gracias","Lo positivo es que ya lo tenemos aquí y debemos asegurarnos de mantenerlo en la cárcel, muchas gracias",MultiParaDetox,es,reserve,109
es-0111,es-g0057,es,Daniel has muerto o algo no te veo twittear como un subnormal,Daniel has muerto o algo no te veo twittear,MultiParaDetox,es,reserve,111
es-0112,es-g0219,es,"Pinche gobierno de mierda, no ayudan pero como estorban HDSPM.","gobierno, no ayudan pero como estorban HDSPM.",MultiParaDetox,es,reserve,112
es-0113,es-g0156,es,"Los gallegos viejos, en gran parte, son basura franquista.  Entre los jóvenes ya hay mucha más dignidad.",Los gallegos viejos en gran parte son franquistas entre jóvenes ya hay mucha más dignidad,MultiParaDetox,es,reserve,113
es-0117,es-g0273,es,"Son los mismos miserables de siempre, porque sera que siempre votan negativo a este tipo de noticias.......",Siempre son los mismos individuos desagradables; ¿por qué será que siempre votan negativo en este tipo de noticias?,MultiParaDetox,es,reserve,117
es-0118,es-g0299,es,"Una paguita para ese hombre, que se ve con ganas de integrarse y aceptar nuestras reglas/costumbres.","Sería apropiado proporcionar alguna ayuda económica a ese hombre, parece estar dispuesto a integrarse y aceptar nuestras reglas y costumbres.",MultiParaDetox,es,reserve,118
es-0120,es-g0003,es,#YoSoyAnonymousUE basta de absurda represión victimista por parte del Estado Fascista,#YoSoyAnonymousUE basta de absurda represión victimista por parte del Estado,MultiParaDetox,es,reserve,120
es-0122,es-g0316,es,Y los otros haciéndose los traumados cuando no dudarían en hacer eso mismo,"Y los demás actuando como si estuvieran afectados, cuando en realidad no dudarían en hacer lo mismo",MultiParaDetox,es,reserve,122
es-0124,es-g0277,es,Supongo que Perro le dará asilo en la Moncloa,Supongo que el presidente le dara asilo en la Moncloa,MultiParaDetox,es,reserve,124
es-0129,es-g0356,es,"lástima que sea un fascista, un machista, un subnormal y odie Catalunya","Es lamentable que esta persona sea partidaria del fascismo, el machismo y muestre un desprecio hacia Cataluña.",MultiParaDetox,es,reserve,129
es-0130,es-g0281,es,Tanto que hablan de Pinochet y los gringos y estos hijueputas son iguales o peores.,Tanto que hablan de Pinochet y los gringos y estos son iguales o peores.,MultiParaDetox,es,reserve,130
es-0132,es-g0236,es,Puto perroflautas que man rayao el mercedes,que man rayao el mercedes,MultiParaDetox,es,reserve,132
es-0133,es-g0235,es,Puta prensa deportiva saliendo en defensa de un puto ultraderechista,Prensa deportiva saliendo en defensa de un ultraderechista,MultiParaDetox,es,reserve,133
es-0135,es-g0007,es,... — putos rojos de mierda macho,estoy harto de los comunistas,MultiParaDetox,es,reserve,135
es-0136,es-g0255,es,"Qué bien. Hay que ver con los ingenieros, doctores y demás cracks que nos llegan...","Es impresionante ver a los ingenieros, doctores y otros expertos que llegan a nuestro país.",MultiParaDetox,es,reserve,136
es-0137,es-g0127,es,"La democracia española y la interpretación libre de sus leyes en manos de fascistas. 6D, nada que celebrar.","La democracia española y la libre interpretación de sus leyes en manos de dictadores. 6D, nada que celebrar.",MultiParaDetox,es,reserve,137
es-0138,es-g0292,es,"Tu eres subnormal, no refinado, no confundas términos.",Tú no eres refinado no confundas términos,MultiParaDetox,es,reserve,138
es-0140,es-g0138,es,"Lagarder ya era un puto subnormal, solo que hoy quiere que quede patente.","Lagarder ya era una mala persona, solo que hoy quiere que quede patente.",MultiParaDetox,es,reserve,140
es-0141,es-g0134,es,La patada JAJAJAJAJA MUERE SUBNORMAL  😂😂😂😂,La patada JAJAJAJAJA 😂😂😂😂,MultiParaDetox,es,reserve,141
es-0142,es-g0304,es,Venga silenciame ya verás tú cuánto me preocupo SUBNORMAL,Vengan a silenciarme ya verán cuánto me preocupo,MultiParaDetox,es,reserve,142
es-0143,es-g0183,es,"Muy despreciados,siiii,pero todos vestidos de alta costura española o extranjera como la derechona burguesa verdad,…","todos vestidos de alta costura española o extranjera como la burguesa verdad,…",MultiParaDetox,es,reserve,143
es-0144,es-g0275,es,Son sus costumbres y hay que respetarlas,Cada grupo tiene sus propias tradiciones y es importante respetarlas,MultiParaDetox,es,reserve,144
es-0151,es-g0171,es,Me acojona ver a la derecha rancia pidiendo #BoicotALosGoya Más incultura seguirá formando fascistas como ellos... ➕Cine ➖Toros #Españistán,Me asusta ver a la derecha pidiendo #BoicotALosGoya Más incultura seguirá formando gente de derechas como ellos... ➕Cine ➖Toros #Españistán,MultiParaDetox,es,reserve,151
es-0154,es-g0211,es,Pero el calentamiento global son COSAS DE HIPPIES Y PERROFLAUTAS,Pero el calentamiento global son COSAS DE HIPPIES,MultiParaDetox,es,reserve,154
es-0159,es-g0387,es,ya esta el subnormal de luis enrique jodiendome apuestas sin poner a suarez,ya esta luis enrique arruinandome apuestas sin poner a suarez,MultiParaDetox,es,reserve,159
es-0162,es-g0350,es,imagina y todo fue por entrar con una maleta en un museo. Putos nazis,imagina y todo fue por entrar con una maleta en un museo.,MultiParaDetox,es,reserve,162
es-0163,es-g0103,es,Expulsado #Guillermo Un mamarracho Herrera 💩,Expulsado #Guillermo,MultiParaDetox,es,reserve,163
es-0167,es-g0078,es,En la puta casa del chaquetero de Aliaga los tendrían que poner,En la casa de Aliaga los tendrían que poner,MultiParaDetox,es,reserve,167
es-0170,es-g0260,es,Seguro que era de pera-piña. Es el único por el que yo mataría.,Es posible que fuera de pera-piña. Es el único por el que haría algo así.,MultiParaDetox,es,reserve,170
es-0171,es-g0383,es,vete a un cajero mamon,vete a un cajero,MultiParaDetox,es,reserve,171
es-0172,es-g0140,es,"Le pega 16 tiros y le grita ""No te muevas"", menudo subnormal.","Le dispara 16 veces y le grita ""No te muevas"", que individuo",MultiParaDetox,es,reserve,172
es-0177,es-g0253,es,Quién es este subnormal y por qué ha soltado semejante subnormalez?,Quién es él y por qué ha soltado semejante palabra,MultiParaDetox,es,reserve,177
es-0178,es-g0257,es,Qué peste a culé esta pillando la afición madridista...,Qué peste esta pillando la afición madridista...,MultiParaDetox,es,reserve,178
es-0180,es-g0051,es,Cuando alguien intenta manipular de manera tan burda lo que provoca es asco. Miratelo.,Cuando alguien intenta manipular de manera tan vil lo que provoca es pena.,MultiParaDetox,es,reserve,180
es-0182,es-g0042,es,"Con Mokus y Fajardo, hay estos políticos de mierda",Con Mockus y Fajardo hay estos políticos,MultiParaDetox,es,reserve,182
es-0183,es-g0169,es,"Mano, puto subnormal, dos veces te lo he tenio que repetir","Mano, dos veces te lo he tenio que repetir",MultiParaDetox,es,reserve,183
es-0184,es-g0397,es,"Árbitro de mierda, Conmebol de mierda.","Ni buen árbitro, ni buena Conmebol.",MultiParaDetox,es,reserve,184
es-0187,es-g0158,es,Los mas valientes. Haz que pase!,"Los más valientes. Por favor, asegúrate de que avance",MultiParaDetox,es,reserve,187
es-0191,es-g0052,es,"Culpa de las mafias y lo progres follarefugees que hacen efecto llamada, nos quedamos sin 57 pensiones","Culpa de las mafias y lo progres que hacen efecto llamada, nos quedamos sin 57 pensiones",MultiParaDetox,es,reserve,191
es-0193,es-g0339,es,"en una cárcel española cuestan dinero, en su puta casa en Marruecos no cuestan ni un duro.","En una cárcel española, tienen un costo, pero en su casa en Marruecos, no suponen ningún gasto.",MultiParaDetox,es,reserve,193
es-0198,es-g0222,es,"Por cierto, donde anda metido el gusano comunista ese?",¿Adónde fue ese Comunista?,MultiParaDetox,es,reserve,198
es-0199,es-g0010,es,@ promosquevienen no se vayan de viaje de egresados con upgrade xq son la peor verga que hay:)),@ promosquevienen no se vayan de viaje de egresados con upgrade xq son la peor que hay:)),MultiParaDetox,es,reserve,199
es-0201,es-g0123,es,Jajaja..  Que simpatico el charnego.. Te vamos a votar a ti membrillo.,Jajaja..  Que simpatico.. Te vamos a votar a ti,MultiParaDetox,es,reserve,201
es-0202,es-g0099,es,Está claro que el lobby proxeneta está bien organizado 👿👿,Está claro que su lobby está bien organizado 👿  👿,MultiParaDetox,es,reserve,202
es-0204,es-g0352,es,jaja ok andate con la zorra esa chau olvidate de mi :),Jaja ok andate con ella chau olvidate de mi :),MultiParaDetox,es,reserve,204
es-0205,es-g0206,es,PAMBISITOS dejen de responder a subnormales de mierda como éste.,PAMBISITOS dejen de responder a personas  como éste.,MultiParaDetox,es,reserve,205
es-0207,es-g0329,es,a ti no catalán cabron jajaja! Esta champions es vuestra y del bayer xd,a ti no catalán jajaja! Esta champions es vuestra y del bayer xd,MultiParaDetox,es,reserve,207
es-0209,es-g0139,es,Le han dado por lo que habrá robado antes y por lo que robará cuando salga del hospital.,Recibió una lección por lo que robó y robará en un futuro,MultiParaDetox,es,reserve,209
es-0211,es-g0324,es,"Yo me quiero escapar también, dan paguita al llegar?",¿Ofrecen algún tipo de apoyo al llegar?,MultiParaDetox,es,reserve,211
es-0214,es-g0309,es,Y ahora me veo y parezco un Trump supporter. Putos nazis.,Y ahora me veo y sueno como un partidario de Trump.,MultiParaDetox,es,reserve,214
es-0216,es-g0276,es,"Soy bioquímico y estoy trabajando para el Gobierno de Navarra... ánimo, puto subnormal.",Soy bioquímico y estoy trabajando para el Gobierno de Navarra...,MultiParaDetox,es,reserve,216
es-0217,es-g0179,es,"Menudos gilipollas. Como no, tenían que ser los guardaespaldas de la nazi de Le Pen...","Por supuesto, tenían que ser los guardaespaldas de Le Pen...",MultiParaDetox,es,reserve,217
es-0218,es-g0002,es,#VivaElCineEspañol porque me gusta y por patriotismo. A ver si os enteráis pedazo de fachas.,#VivaElCineEspañol porque me gusta y por patriotismo. A ver si os enteráis,MultiParaDetox,es,reserve,218
es-0220,es-g0097,es,"Estos críos.... Qué pillastres..... Son unos terremotos los angelitos... Qué energía la de estos chicos... El futuro, son el futuro.....","Estos niños son bastante traviesos, llenos de energía y travesuras. Representan el futuro con toda su vitalidad.",MultiParaDetox,es,reserve,220
es-0224,es-g0016,es,"Acojonante lo de la progresía, pagamos una barbaridad por alojar escoria mejor con unos servicios que ya quisieran nuestros mayores","Pagamos una barbaridad por alojar gente, mejor con unos servicios que ya quisieran nuestros mayores",MultiParaDetox,es,reserve,224
es-0226,es-g0173,es,Me cuesta creer que haya alguien igual de subnormal que Dalas.,Me cuesta creer que haya alguien igual que Dalas.,MultiParaDetox,es,reserve,226
es-0228,es-g0231,es,"Pues si, es una puta mierda, DEP por ellos.","Pues si, es horrible",MultiParaDetox,es,reserve,228
es-0229,es-g0365,es,"pero este tio es un puto subnormal, o que le pasa?","Pero conoces a este tipo, ¿qué le pasa?",MultiParaDetox,es,reserve,229
es-0230,es-g0119,es,Hoy prefieren el arbitraje manual. La mano negra del puto alemán ladrón.,Hoy prefieren el arbitraje manual,MultiParaDetox,es,reserve,230
es-0231,es-g0344,es,"este chico es subnormal, confirmed","este chico es un personaje, confirmed.",MultiParaDetox,es,reserve,231
es-0232,es-g0082,es,Es lo más seguro que pase eso didac puto catalán,Es seguro que pase eso,MultiParaDetox,es,reserve,232
es-0235,es-g0175,es,Me rio de ti jajajajajajjaja fascista a la cueva,Me rio de ti jajajajajajjaja,MultiParaDetox,es,reserve,235
es-0236,es-g0142,es,"Llegó la racista maleducada, odias mi castellano al igual que a España y los españoles, supremacista arruinada y avergonzada","Llego la persona sin respeto hacia los demas, no le gusta mi forma de hablar igual que España y los españoles, que vergüenza",MultiParaDetox,es,reserve,236
es-0238,es-g0244,es,"Que bronca cuando estás jugando al FIFA y ponen pausa para responder los msj, que trolo man",Qué frustración cuando estás jugando al FIFA y ponen pausa para responder los msj,MultiParaDetox,es,reserve,238
es-0241,es-g0247,es,Que manera de perder la cabeza por un zumo.,Resultado: Perder la calma por un zumo es exagerado.,MultiParaDetox,es,reserve,241
es-0242,es-g0340,es,es a cuartos de final subnormal,es a cuartos de final,MultiParaDetox,es,reserve,242
es-0243,es-g0117,es,"Hombre... a mi me tocan mi zumito y también arranco cabezas, hay cosas que hay que respetar.","Hombre... a mi me tocan mi zumito y también me enojo, hay cosas que hay que respetar.",MultiParaDetox,es,reserve,243
es-0244,es-g0385,es,y encima esqe eres mu puta,Y encima es que eres mía,MultiParaDetox,es,reserve,244
es-0247,es-g0311,es,Y deportar a la escoria es parte de las leyes. Si para ti eso es justicia medieval haztelo mirar.,Y deportar a los ilegales es parte de las leyes. Si para ti eso es justicia medieval revisalo.,MultiParaDetox,es,reserve,247
es-0248,es-g0148,es,Lo que está claro es que tú sigues siendo un operador político totalmente parcializado. Asco,Lo que está claro es que tú sigues siendo un operador político totalmente parcializado.,MultiParaDetox,es,reserve,248
es-0251,es-g0336,es,deja de tirarte abajo hija d re mil puta,deja de tirarte abajo,MultiParaDetox,es,reserve,251
es-0252,es-g0278,es,Supongo que el subnormal de  estará llorando porque Benzemierda no ha sido titular y Cristiano ha marcado.,Supongo que él estará llorando porque be Benzema no ha sido titular y Cristiano ha marcado,MultiParaDetox,es,reserve,252
es-0253,es-g0284,es,"Te gustan los niños,fascista de mierda?",Te gustan los niños?,MultiParaDetox,es,reserve,253
es-0255,es-g0188,es,No han dicho ya que vienen los mejores y los mas preparados?,"Sí, se ha mencionado que vienen los mejores y los más preparados.",MultiParaDetox,es,reserve,255
es-0256,es-g0267,es,"Si, esa es la que os gusta a los fachas. Menos mal que sois cuatro gatos.","Si, esa es la que os gusta a ellos Menos mal que sois cuatro gatos.",MultiParaDetox,es,reserve,256
es-0257,es-g0155,es,"Los de ahora son un infierno político y social, ocasionados por políticos fanáticos","Los de ahora son un infierno político y social, ocasionados por políticos",MultiParaDetox,es,reserve,257
es-0260,es-g0067,es,"El chepas acaba de solucionar el problema de la inmigración, ahora vendrán los de Vox a tocar los huevos...","El chepas acaba de solucionar el problema de la inmigración, ahora vendrán los de Vox a tocar molestar...",MultiParaDetox,es,reserve,260
es-0261,es-g0039,es,Como les gusta el afeitado en seco a esta gente.,A algunas personas les gusta el afeitado en seco.,MultiParaDetox,es,reserve,261
es-0262,es-g0192,es,"No pasa nada, al bajar dice que tiene 14 años y a vivir la vida midugis juejuejejejeuejjejj","No hay problema, al bajar dice que tiene 14 años y a disfrutar la vida.",MultiParaDetox,es,reserve,262
es-0263,es-g0389,es,"ya sabes q la Mal_llamada ""PERRA"" (=FIEL)  de la TOP FURCIA de Eugenia SILVA estuvo jugando al APOCALIPSIS..con l ex_marido..",ya sabes que la TOP FURCIA de Eugenia SILVA estuvo jugando al APOCALIPSIS..con l ex_marido..,MultiParaDetox,es,reserve,263
es-0265,es-g0377,es,"subnormal que no sabes de fútbol ni de nada, eres un periodista de pacotilla.... 😋","normal que no sepas de futbol, ​​eres periodista.... 😋",MultiParaDetox,es,reserve,265
es-0266,es-g0132,es,La justificación pedorra JAJAJAJ mejor no te defiendas 🤣🤣,"Que mala justificación ,mejor no te defiendas",MultiParaDetox,es,reserve,266
es-0267,es-g0217,es,Pero siguen estando ahí y recibiendo subvenciones de la ilesia y del estado FASCISTA,Siguen estando ahí y recibiendo subvenciónes,MultiParaDetox,es,reserve,267
es-0268,es-g0250,es,"Queremos más dominicanos y más moros, Sánchez trae más.!!!!","Queremos más inmigrantes, Sánchez trae más!",MultiParaDetox,es,reserve,268
es-0270,es-g0367,es,por favor dejad en paz a mi amiga la subnormal de mierda,Dejen de molestar a mi amiga,MultiParaDetox,es,reserve,270
es-0271,es-g0317,es,"Y una mierda. Vox dice fuera a la inmigración ilegal que comete delitos, y de ahí no pasa.","Vox aboga por poner fin a la inmigración ilegal asociada con delitos, pero eso es todo.",MultiParaDetox,es,reserve,271
es-0273,es-g0291,es,Trump provocando como un macarra de pacotilla   vía,Trump provocando,MultiParaDetox,es,reserve,273
es-0274,es-g0357,es,"me parto eh jaja es que vaya subnormal enserio, esta sobrevaloradisimo este actor.","enserio, esta sobrevaloradisimo este actor.",MultiParaDetox,es,reserve,274
es-0277,es-g0237,es,Putos rojos de mierda subvencionando con 40 millones algo tan innecesario como la cultura #BoicotAlosGoya,Rojos están subvencionando con 40 millones algo tan innecesario como la cultura #BoicotAlosGoya,MultiParaDetox,es,reserve,277
es-0279,es-g0290,es,"Tranquilízate tú, ya que se supone que eres analista deportivo, no comediante o payaso, aunque a veces parezca lo contrario.","Tómelo con calma, ya que debe ser un analista deportivo, no un comediante, aunque a veces puede parecer lo contrario.",MultiParaDetox,es,reserve,279
es-0281,es-g0141,es,"Lee mongolo, lee. Deja de dar pena","Lee hombre, lee. Deja de dar pena.",MultiParaDetox,es,reserve,281
es-0284,es-g0104,es,Fuentes del gobierno me comentan que hay que aumentar el altavoz para llamar a que vengan mas a intentarlo,Fuentes del gobierno indican que se debe aumentar el volumen para animar a más personas a intentarlo.,MultiParaDetox,es,reserve,284
es-0286,es-g0152,es,Los Reyes Magos JAJAJAJAJAJAJAJAJAJAJAJAJA  Puto retrasado #TierradeNadie10,Los Reyes Magos JAJAJAJAJAJAJAJAJAJAJAJAJA  #TierradeNadie10,MultiParaDetox,es,reserve,286
es-0288,es-g0147,es,Lo que está claro es que ha llegado un ladrón menos.,Lo que esta claro es que hay menos ladrones,MultiParaDetox,es,reserve,288
es-0289,es-g0126,es,Jueves con J de mierda,Jueves con j,MultiParaDetox,es,reserve,289
