pair_id,group_id,language,toxic_input,detox_output,source,orig_split,split,source_row_index
hi-0101,hi-g0314,hi,ये देखकर मुझे तेरी मेहरबानिया फिल्म के सुंदर गांड की याद आ गई |,ये देखकर मुझे तेरी मेहरबानिया फिल्म के सुंदर हीरोइन की याद आ गई ।,MultiParaDetox,hi,reserve,101
hi-0102,hi-g0103,hi,किया होता तो तू ही रंडी जोर जोर से हंगामा मचाती,किया होता तो तू ही जोर जोर से चिल्लाती,MultiParaDetox,hi,reserve,102
hi-0106,hi-g0352,hi,वो भी तेरी तरह कमीने ही है तुझसे हाथ नहि मिलाएँगे,वो भी तेरी तरह ही है तुझसे हाथ नहि मिलाएँगे,MultiParaDetox,hi,reserve,106
hi-0107,hi-g0169,hi,तुम जैसे दलाल तो चिल्ला रहे है अब दुसरो को बोलने की क्या जरुरत ?,तुम जैसे चापलूस तो चिल्ला रहे है अब दुसरो को बोलने की क्या जरुरत ?,MultiParaDetox,hi,reserve,107
hi-0108,hi-g0325,hi,ये स्टाम्प में पीछे ज़रा सा पिल्ला अपनी खूब माँ चुदवा रहा है आज,ये स्टाम्प में पीछे अच्छा नहीं खेल रहा है आज,MultiParaDetox,hi,reserve,108
hi-0109,hi-g0083,hi,ऐसे भड़वा लोगो से मु से बात नहीं होनी चाहिए इनसे हाथ और पैरो से बात होनी चाहिए,ऐसे लोगो से मु से बात नहीं होनी चाहिए इनसे हाथ और पैरो से बात होनी चाहिए,MultiParaDetox,hi,reserve,109
hi-0110,hi-g0033,hi,"अरे भेनचोद, भोसडीका है तुझे क्या समझ कर वोट दिया और तु क्या निकला।",तुझे क्या समझ कर वोट दिया और तु क्या निकला।,MultiParaDetox,hi,reserve,110
hi-0112,hi-g0346,hi,वाह दोगले हरामी पत्रकार सही न्यूज़ नहीं चलाई ?,वाह पक्षपाती बुरे पत्रकार सही न्यूज़ नहीं चलाई ?,MultiParaDetox,hi,reserve,112
hi-0114,hi-g0137,hi,"चमक तेरी आंखों में कबूतर से कम नहीं, बाप तेरा भरवा और तू किसी रंडी की भड़वे से कम नहीं..","चमक तेरी आंखों में कबूतर से कम नहीं, तुम्हारा बाप और तुम इंसान अच्छे नहीं..",MultiParaDetox,hi,reserve,114
hi-0116,hi-g0257,hi,भेनचोद...  समझ नही आ रहा केस किस खुशी में चल रहा है.,समझ नही आ रहा केस किस खुशी में चल रहा है.,MultiParaDetox,hi,reserve,116
hi-0118,hi-g0373,hi,सालो को जेल में डाल तो क्या रे बिकाऊ दलाल पत्रकार,ऐसे बिकाऊ चापलूस  पत्रकार को जेल में डाल दो,MultiParaDetox,hi,reserve,118
hi-0119,hi-g0200,hi,दम हैं गाँड मैं यह काम करने की?,दम हैं यह काम करने की?,MultiParaDetox,hi,reserve,119
hi-0120,hi-g0006,hi,"अच्छा,,और कौन कौन है मादरचोद नीच??? अब जरा शब्दों को सुधारने की जरूरत है शायद,,","अच्छा,,और कौन कौन है बुरा??? अब जरा शब्दों को सुधारने की जरूरत है शायद,,",MultiParaDetox,hi,reserve,120
hi-0122,hi-g0365,hi,साला बल्ला तो बिल्कुल चलता ही नहीं है इसका मादरचोद,बल्ला तो बिल्कुल चलता ही नहीं है इसका,MultiParaDetox,hi,reserve,122
hi-0123,hi-g0043,hi,"आज कल तो रेप आम बात हो गई ऐसा लगता है, साले हरामी पर कड़ी लगाम लगाना जरूरी है ।","आज कल तो रेप आम बात हो गई ऐसा लगता है, बुरे लोगों पर कड़ी लगाम लगाना जरूरी है ।",MultiParaDetox,hi,reserve,123
hi-0124,hi-g0324,hi,ये सूअरिआ यहां हिन्दुओं को बदनाम कर रही है पत्रकारिता के नाम पर कलंक है ये,ये यहां हिन्दुओं को बदनाम कर रही है पत्रकारिता के नाम पर,MultiParaDetox,hi,reserve,124
hi-0125,hi-g0277,hi,मादर चोदो समाचार दिखाना जैसे हुआ वैसे,समाचार दिखाना जैसे हुआ वैसे,MultiParaDetox,hi,reserve,125
hi-0126,hi-g0269,hi,भोसडिके इंटरनेशनल रिपोर्ट की खबर तुरन्त आ जाती है,इंटरनेशनल रिपोर्ट की खबर तुरन्त आ जाती है,MultiParaDetox,hi,reserve,126
hi-0129,hi-g0316,hi,ये बचपन नहीं जवानी है सड़े लूँड,ये बचपन नहीं जवानी है,MultiParaDetox,hi,reserve,129
hi-0134,hi-g0230,hi,बस हिन्दु मुसलमान कराओ और अपनी रोटी सेको। तेरे जैसा नीच आदमी इस संसार मे कही नही मिलेगा।,बस हिन्दु मुसलमान कराओ और अपनी रोटी सेको। तेरे जैसा आदमी इस संसार मे कही नही मिलेगा।,MultiParaDetox,hi,reserve,134
hi-0136,hi-g0219,hi,पत्रकारों को ज़बरदस्ती मूत पिलाने की ज़रूरत ही नहीं |,पत्रकारों से जबरदस्ती कोई काम करवाने की जरूरत नहीं |,MultiParaDetox,hi,reserve,136
hi-0139,hi-g0044,hi,आज हमारे देश ने इतना अच्छा काम किया है तुम उस पर सवाल उठा रहे हो? चूतिया कम दिमाग वाले |,आज हमारे देश ने इतना अच्छा काम किया है तुम उस पर सवाल उठा रहे हो? कम दिमाग वाले |,MultiParaDetox,hi,reserve,139
hi-0140,hi-g0348,hi,वाह सूअर के नाजायज़ पिल्ले इतना जल्दी पलट गए| वाह क्या भाई चारे अमन शांति का पाठ पढ़ा रहा है |,वाह इतना जल्दी पलट गए | वाह क्या भाई चारे अमन शांति का पाठ पढ़ा रहा है |,MultiParaDetox,hi,reserve,140
hi-0141,hi-g0336,hi,रंडी सॉरी फिर तुम कहोगे गलत भाषा बोली,सॉरी फिर तुम कहोगे गलत भाषा बोली,MultiParaDetox,hi,reserve,141
hi-0143,hi-g0295,hi,मैं समस्त जौनपुर वालो से आग्रह करता हु की ऐसे नाली के कीड़ों को समाज से बाहर करो जो हमारे जौनपुर का नाम खराब करते है।,मैं समस्त जौनपुर वालो से आग्रह करता हु की ऐसे लोगों को बाहर करो जो हमारे जौनपुर का नाम खराब करते है।,MultiParaDetox,hi,reserve,143
hi-0144,hi-g0278,hi,"मादरचोद इसने कांग्रेस को कहा से कहा पहुँचा दिया,","इसने कांग्रेस को कहा से कहा पहुँचा दिया,",MultiParaDetox,hi,reserve,144
hi-0145,hi-g0126,hi,क्योंकि मादरचोद ऐसे ही लोग सोचते है ये मेरा क्या बिगड़ लेगा ?,क्योंकि ऐसे ही लोग सोचते है ये मेरा क्या बिगड़ लेगा ?,MultiParaDetox,hi,reserve,145
hi-0146,hi-g0306,hi,यहां भडवा की गांड जल रही है।,यहां उसकी जल रही है।,MultiParaDetox,hi,reserve,146
hi-0147,hi-g0117,hi,कोई बॉल छोड़ रहा है कोई डक कर रहा है वो भी <number> ओवर में... वाह मादरचोद,कोई बॉल छोड़ रहा है कोई डक कर रहा है वो भी <number> ओवर में... वाह,MultiParaDetox,hi,reserve,147
hi-0148,hi-g0258,hi,भैनचोद 4g के नाम पे अच्छा चुतिया काटते है,4g के नाम पे अच्छा बेवकूफ बनाते है,MultiParaDetox,hi,reserve,148
hi-0149,hi-g0010,hi,अब तो ये भी हरामी बनते जा रहे हैं,अब तो ये भी बुरे आदमी बनते जा रहे हैं,MultiParaDetox,hi,reserve,149
hi-0152,hi-g0267,hi,भोसड़ीके यहां आकर बात कर तुझे जवाब देंगे।,यहां आकर बात कर तुझे जवाब देंगे।,MultiParaDetox,hi,reserve,152
hi-0154,hi-g0342,hi,"लण्ड, सच्चे पत्रकार  बनने की कोशिश कर वर्ना अपने आपसे घीन आने लगेगी",सच्चे पत्रकार  बनने की कोशिश कर वर्ना अपने आपसे शर्म आने लगेगी,MultiParaDetox,hi,reserve,154
hi-0156,hi-g0020,hi,"अबे फर्जी इंसान, तेरे गान्ड के नीचे भड़वे उत्पात मचा रहे , उसपर जबान खोल..","अबे फर्जी इंसान, तेरे पीछे बुरे लोग उत्पाद मचा रहे, उसपर जबान खोलो ..",MultiParaDetox,hi,reserve,156
hi-0157,hi-g0196,hi,तेरे जैसों हरामी दलालों की पैदाईश पे ताली नहीं गाली देकर जाते हैं।,तुम्हारे जैसे बुरे लोगों पे ताली नहीं गाली देकर जाते हैं,MultiParaDetox,hi,reserve,157
hi-0158,hi-g0213,hi,धिक्कार है ऐसे व्यक्ति पर,लानत है ऐसे व्यक्ति पर,MultiParaDetox,hi,reserve,158
hi-0159,hi-g0304,hi,यहाँ भोसडीके हम चार लौंडे बैठ के मैच देख रहे,यहाँ हम चार लौंडे बैठ के मैच देख रहे,MultiParaDetox,hi,reserve,159
hi-0161,hi-g0045,hi,आजकल फेसबुक पे बहुत बकचोदी देखरा हूँ |,आजकल फेसबुक पर बहुत बकवास देखरा हूँ |,MultiParaDetox,hi,reserve,161
hi-0162,hi-g0070,hi,इसकी जाँच होनी चाहिए | इसके पीछे देश के टुकड़े-टूकडे करने वाली हरामी की शक्तियों तो नहीं  हैं |,इसकी जाँच होनी चाहिए | इसके पीछे देश को बर्बाद करने वाले बुरे लोगों की शक्तियों तो नहीं हैं |,MultiParaDetox,hi,reserve,162
hi-0163,hi-g0394,hi,हरामी की औलाद है तू तो हराम का ही कमायेगा।,बुरा इंसान है तू तो हराम का ही कमायेगा।,MultiParaDetox,hi,reserve,163
hi-0164,hi-g0339,hi,रोज़ कौन भेनचोद लाउडस्पीकर पर रैप करता है ?,रोज़ कौन लाउडस्पीकर पर रैप करता है ?,MultiParaDetox,hi,reserve,164
hi-0165,hi-g0263,hi,भोसड़ी के तू अच्छा नहीं नाच रहा है ।,तू अच्छा नहीं नाच रहा है ।,MultiParaDetox,hi,reserve,165
hi-0168,hi-g0037,hi,असंख्य बार ये रंडी रोना देखने की चाहत नहीं,बार बार ये बेकार का तमाशा  देखने की चाहत नहीं,MultiParaDetox,hi,reserve,168
hi-0171,hi-g0064,hi,इस मादरचोद की करतूत को इतना सेंड करो जो की  पकडा जाये ।,इसकी खराब करतूत को इतना सेंड करो जो की  पकडा जाये ।,MultiParaDetox,hi,reserve,171
hi-0172,hi-g0129,hi,खैर दीदी आपसे नही हो पाएगा अपने मालिक की गलतियां तलचट्टो का कहाँ दिखाई देती है?,खैर दीदी आपसे नहीं हो पाएगा अपने मालिक में गलती आप कैसे निकाल पाएंगे बिना निष्पक्ष हुए ?,MultiParaDetox,hi,reserve,172
hi-0173,hi-g0165,hi,तु बीजेपी के गलती का इंतजार ऐसा करता है  जैसे कि रंडी को ग्राहक का हो |,तू बीजेपी के गलती का इंतजार बहुत बेसब्री से करता है ।,MultiParaDetox,hi,reserve,173
hi-0174,hi-g0288,hi,मीडिया में NDA के राज्यसभा में बहुमत के करीब पहुंचने का दावा हवा-हवाई है।,मीडिया में NDA के राज्यसभा में बहुमत के करीब पहुंचने का दावा मैं कोई दम नहीं है |,MultiParaDetox,hi,reserve,174
hi-0175,hi-g0041,hi,आंटी जी किसी की मज़ाक नहीं करते हैं अपने गिरेबान में झांक कर देखो आप क्या है |,आंटी जी किसी की मज़ाक नहीं करते हैं अपने अंदर झांक कर देखो आप क्या है |,MultiParaDetox,hi,reserve,175
hi-0176,hi-g0231,hi,बहनचोद कमीने काले मूह के तेरी गांड में खुजली क्यू नहि हो रही,तुम इसके विरोध में क्यू नहि हो रही,MultiParaDetox,hi,reserve,176
hi-0177,hi-g0118,hi,"कोई हरामि कुछ भी करे कोई मतलब नही, बस कोई हमारी बहन बेटियो की इज्जत से न खेले","कोई कुछ भी करे कोई मतलब नही, बस कोई हमारी बहन बेटियो की इज्जत से न खेले",MultiParaDetox,hi,reserve,177
hi-0179,hi-g0007,hi,अनुभव सिन्हा तेरा बाप लगता हे इसलिए तुझे उसकी फिल्म अच्छी लगती है ?,अनुभव सिन्हा तेरा क्या लगता है ? तुझे उसकी फिल्म अच्छी लगती है ?,MultiParaDetox,hi,reserve,179
hi-0180,hi-g0166,hi,तुझे तो तेरी औकात जनता ने दिखा दी |,तुझे तो तेरा स्तर जनता ने दिखा दिया |,MultiParaDetox,hi,reserve,180
hi-0183,hi-g0080,hi,एक हरामी का पीला वैसे आशीष खेतान अभी क्या कर रहा है तेरे साथ।,वैसे आशीष खेतान अभी क्या कर रहा है तेरे साथ।,MultiParaDetox,hi,reserve,183
hi-0186,hi-g0136,hi,घुटनों के बल आ जाएंगे साले सुअर की औलाद।,घुटनों के बल आ जाएंगे सारे बुरे लोग।,MultiParaDetox,hi,reserve,186
hi-0187,hi-g0330,hi,ये हरामी अभी भी जनमतसंग्रह करवाना चाहता है,ये बुरे आदमी अभी भी जनमतसंग्रह करवाना चाहता है,MultiParaDetox,hi,reserve,187
hi-0189,hi-g0048,hi,आबे तू तो बात मत कर भोसडीके.,आबे तू तो बात मत कर,MultiParaDetox,hi,reserve,189
hi-0190,hi-g0368,hi,साली रंडी इतना ज्ञान छोड़ रही है  |,यह बेकार औरत इतना ज्ञान दे रही है |,MultiParaDetox,hi,reserve,190
hi-0191,hi-g0375,hi,सिर्फ़ भ़ड़व़ा B ग्रेड़  वालों को मिर्ची लग रही है ??,सिर्फ़ B ग्रेड़ वालों को मिर्ची लग रही है ??,MultiParaDetox,hi,reserve,191
hi-0192,hi-g0309,hi,यही हाल ईस कमीने का है।,यही हाल है इस बुरे आदमी का |,MultiParaDetox,hi,reserve,192
hi-0195,hi-g0343,hi,लन्ड के झाँट बलात्कारीयो और हत्यारा के समर्थन मे तुम सब रैली निकालते हो,बलात्कारीयो और हत्यारा के समर्थन मे तुम सब रैली निकालते हो,MultiParaDetox,hi,reserve,195
hi-0198,hi-g0014,hi,अब रण्डी रोना कर दिए होते भड़वों तुम लोग,अब बेकार का तमाशा कर दिए होते तुम लोग,MultiParaDetox,hi,reserve,198
hi-0199,hi-g0053,hi,इन जैसे मादरचोद पर आखिर मुकदमा क्यों नहीं हो रहा है?,इन जैसे बुरे लोग पर आखिर मुकदमा क्यों नहीं हो रहा है?,MultiParaDetox,hi,reserve,199
hi-0201,hi-g0298,hi,मोदी को बोल पकड़े रंडी की औलादों को जेल में डाले,मोदी को बोल पकड़े दुष्ट लोगों को जेल में डाले,MultiParaDetox,hi,reserve,201
hi-0202,hi-g0233,hi,बात नेहरू की तो उसने इतने गड्ढे किये इस देश में की भेनचोद आज तक नहीं भरे जा रहे समझ गया चरसी,बात नेहरू की तो उसने इतने गड्ढे किये इस देश में की आज तक नहीं भरे जा रहे समझ गया,MultiParaDetox,hi,reserve,202
hi-0203,hi-g0265,hi,भोसड़ी वाले तुम लोग जो है शांति बचाने वाले बन जाते हो,तुम लोग जो है शांति बचाने वाले बन जाते हो,MultiParaDetox,hi,reserve,203
hi-0205,hi-g0249,hi,भेनचोद इसकी तरह इसकी कस्मे भी झूठी,इसकी तरह इसकी कस्मे भी झूठी है,MultiParaDetox,hi,reserve,205
hi-0206,hi-g0310,hi,"ये आप हम जानते हैं, भेनचोद मूर्ख लोग जानते हैं क्या?","ये आप हम जानते हैं, मूर्ख लोग जानते हैं क्या?",MultiParaDetox,hi,reserve,206
hi-0209,hi-g0087,hi,और उसी खरीदे हुए फ्लैट के बालकनी से नीचे प्लास्टिक की बोतल फेकेंगे भोसडीके...,और उसी खरीदे हुए फ्लैट के बालकनी से नीचे प्लास्टिक की बोतल फेकेंगे...,MultiParaDetox,hi,reserve,209
hi-0214,hi-g0104,hi,किसी ने सही कहा कि जब गीदड़ की मौत आती है तो गाँव की तरफ दोड़ कर जाता है।,किसी ने सही कहा कि जब किसी डरपोक की मौत आती है तो गाँव की तरफ दोड़ कर जाता है।,MultiParaDetox,hi,reserve,214
hi-0216,hi-g0225,hi,पैदाइस सुअर औलाद यह क्या काम कर रहा है ?,पैदाइशी बुरे आदमी यह क्या काम कर रहा है ?,MultiParaDetox,hi,reserve,216
hi-0218,hi-g0148,hi,जिधर देखो इशक़ के बिमार बैठे है  हज़ारो मर गयें लाखो तैयार है कमीने,जिधर देखो इशक़ के बिमार बैठे है हज़ारो मर गयें लाखो तैयार है,MultiParaDetox,hi,reserve,218
