pair_id,group_id,language,toxic_input,detox_output,source,orig_split,split,source_row_index
uk-0065,uk-g0232,uk,Схуялі ти пишеш твіти з моєю картинкою?,навіщо ти пишеш твіти з моєю картинкою?,MultiParaDetox,uk,reserve,65
uk-0067,uk-g0010,uk,"'Перед тим, як щось затвітити, запитай у себе: ''А може всім похую на то?'', і пам''ятай, що відповідь завжди ''Так''.'","'Перед тим, як щось затвітити, запитай у себе: ''А може всім байдуже на то?'', і пам''ятай, що відповідь завжди ''Так''.'",MultiParaDetox,uk,reserve,67
uk-0068,uk-g0344,uk,"гавно вапрос, від кого передати?)","не питання, від кого передати?)",MultiParaDetox,uk,reserve,68
uk-0069,uk-g0132,uk,Кидає фотку в платті і каже - диви яка в мене тут жопа!,'Кидає фотку в платті і каже - диви яка в мене тут п''ята точка!',MultiParaDetox,uk,reserve,69
uk-0070,uk-g0349,uk,завжди роблю хуйовий а їй нра,завжди роблю поганий а їй нра,MultiParaDetox,uk,reserve,70
uk-0072,uk-g0134,uk,Коли пацан - пиздець як відразливо.,Коли пацан - геть як відразливо.,MultiParaDetox,uk,reserve,72
uk-0074,uk-g0399,uk,– Я что лох налогі платіть?,– Я что хворий налогі платіть?,MultiParaDetox,uk,reserve,74
uk-0075,uk-g0179,uk,Ну вас нахєр з вашою політикою.,Ну вас з вашою політикою.,MultiParaDetox,uk,reserve,75
uk-0079,uk-g0074,uk,"Блін, я sooooo excited, прям жопою в кріслі пританцьовую","Я sooooo excited, прям заднім місцем в кріслі пританцьовую",MultiParaDetox,uk,reserve,79
uk-0081,uk-g0195,uk,"Ого, а нахуя вони це постять...","Ого, а навіщо вони це постять",MultiParaDetox,uk,reserve,81
uk-0082,uk-g0060,uk,"Ахахах бляя, уявив собі це",Ахахах уявив собі це,MultiParaDetox,uk,reserve,82
uk-0083,uk-g0331,uk,блять а шо це справді лякає?) я завжди так роблю,а шо це справді лякає?) я завжди так роблю,MultiParaDetox,uk,reserve,83
uk-0088,uk-g0229,uk,"Сука, йобаний твіттер - капуста підгоріла ._.",Через твіттер  капуста підгоріла ._.,MultiParaDetox,uk,reserve,88
uk-0093,uk-g0219,uk,"Підйоб, над яким не гріх поплакати.","Жарт, над яким не гріх поплакати.",MultiParaDetox,uk,reserve,93
uk-0094,uk-g0178,uk,"Ну бляяя, чого вони такі каєфні?",Ну  чого вони такі каєфні?,MultiParaDetox,uk,reserve,94
uk-0095,uk-g0394,uk,"чума на дома цих мудаків, які розвивали рейшинал чойс теорію, ВОІСТІНУ.","несчатье тим людям, які розвивали рейшинал чойс теорію, ВОІСТІНУ.",MultiParaDetox,uk,reserve,95
uk-0096,uk-g0224,uk,"Ранок почався з мамчиних нарікань на Укргазбанк:— бляцький Укргаз, уроди...— и тебе хорошего дня","Ранок почався з мамчиних нарікань на укргазбанк-поганий укргаз, негарні- и тебе хорошего дня",MultiParaDetox,uk,reserve,96
uk-0098,uk-g0262,uk,"Тільки раптом що, це їсти треба, а не на пизду намазувати","Тільки раптом що це їсти треба, а не намазувати кудись",MultiParaDetox,uk,reserve,98
uk-0100,uk-g0157,uk,"Мій ентузіазм підриває погане самопочуття, чорт.",Мій ентузіазм підриває погане самопочуття,MultiParaDetox,uk,reserve,100
uk-0101,uk-g0085,uk,Вангую прапори новоросій чи іншого роду провокативні хуйні на трибунах,Вангую прапори новоросій чи іншого роду провокативні речі на трибунах,MultiParaDetox,uk,reserve,101
uk-0103,uk-g0130,uk,"КекНу типу пиздиті ніачом то і в житті не важкоНо я колись теж напастой мовчав, тому шарю тебе","КекНу типу бреше ніачом то і в житті не важкоНо я колись теж напастой мовчав, тому шарю тебе",MultiParaDetox,uk,reserve,103
uk-0104,uk-g0389,uk,"ті самі, котрі ""полная імпотєнція в укаінском інфополє"" і через два твіти – ""боти Порошенко на з/п"" гг бляді.","ті самі, котрі ""полная імпотєнція в укаінском інфополє"" і через два твіти – ""боти Порошенко на з/п"" гг",MultiParaDetox,uk,reserve,104
uk-0107,uk-g0306,uk,Я охуєла і привела кураторку.,Я буда в шоцi і привела кураторку.,MultiParaDetox,uk,reserve,107
uk-0109,uk-g0263,uk,"У руснявих гівноїдів знов ""лєнере"" загострення.","росіян У росіян знов ""лєнере"" загострення.",MultiParaDetox,uk,reserve,109
uk-0111,uk-g0396,uk,"я за сьогодні вже 2 рази блять, руки реально з жопи ростуть","я за сьогодні вже 2 рази , руки реально нiзвiдки треба ростуть",MultiParaDetox,uk,reserve,111
uk-0112,uk-g0368,uk,"ой блять, плюнув подорожник приклав і заєбісь","ой блін, плюнув подорожник приклав і кайф",MultiParaDetox,uk,reserve,112
uk-0115,uk-g0126,uk,"Здається, мене люблять 2 дівчини.ото нєхуй було писати шопопало","Здається, мене люблять 2 дівчини.ото не варто було писати шопопало",MultiParaDetox,uk,reserve,115
uk-0116,uk-g0193,uk,"Ніщо так не бадьорить зранку як ""блять, проспав"".","Ніщо так не бадьорить зранку як ""жах, проспав"".",MultiParaDetox,uk,reserve,116
uk-0118,uk-g0169,uk,Нахуя я це вчу блять?,навiщо я це вчу?,MultiParaDetox,uk,reserve,118
uk-0122,uk-g0145,uk,"Лєра, вітаю, ти похерила найбільш невибагливу рослину.","Лєра, вітаю, ти испортила найбільш невибагливу рослину.",MultiParaDetox,uk,reserve,122
uk-0123,uk-g0207,uk,"Охуєнні мапи Польщі, мої улюблені про туризм, найбільш небезпечних тварин і ландшафт.","Крутi мапи Польщі, мої улюблені про туризм, найбільш небезпечних тварин і ландшафт.",MultiParaDetox,uk,reserve,123
uk-0125,uk-g0307,uk,"Я просто маленька дівчинка, котра хоче тортик, обіймів і хуярити ворогів наточеною сокирою.","Я просто маленька дівчинка, котра хоче тортик, обіймів і  покарати ворогів.",MultiParaDetox,uk,reserve,125
uk-0127,uk-g0269,uk,"Хотіла б бути твоєю сестрою, щоб завжди мати можливість тебе трахати.","Хотіла б бути твоєю сестрою, щоб завжди мати можливість тебе кохати.",MultiParaDetox,uk,reserve,127
uk-0129,uk-g0117,uk,"Діма: цвіте і пахне, вже чудово себе почуває та готовий валили на сесіюХтось: ніхуя, в тебе карантин","Діма: цвіте і пахне, вже чудово себе почуває та готовий валили на сесіюХтось: нічого собі, в тебе карантин",MultiParaDetox,uk,reserve,129
uk-0131,uk-g0014,uk,"'годуємо, блять, котів о п''ятій ранку'",'годуємо котів о п''ятій ранку',MultiParaDetox,uk,reserve,131
uk-0133,uk-g0280,uk,"Це ж наче така хуєта, але від неї паскудно до смерті.","Це ж наче таке, але від неї паскудно до смерті.",MultiParaDetox,uk,reserve,133
uk-0134,uk-g0180,uk,Ну вот сучка прямо як у мене),Ну вот прямо як у мене),MultiParaDetox,uk,reserve,134
uk-0140,uk-g0149,uk,"Мене зараз закидають гнилими хуями, але Скарлет Йохансон","Мене зараз закидають тухлими помідорами, але Скарлет Йохансон",MultiParaDetox,uk,reserve,140
uk-0141,uk-g0182,uk,Ну окЯ хуйова людина по факту і всьо,Ну окЯ погана людина по факту і всьо,MultiParaDetox,uk,reserve,141
uk-0143,uk-g0148,uk,"Має дві роботи, але вкрай ниє, яка у нас хренова держава, який він бідний, яке хуйове життя.","Має дві роботи, але вкрай ниє, яка у нас хренова держава, який він бідний, яке прикре у ньго життя.",MultiParaDetox,uk,reserve,143
uk-0144,uk-g0005,uk,"'Але не можу, бо то блять сім''я.'","'Але не можу, бо то сім''я.'",MultiParaDetox,uk,reserve,144
uk-0147,uk-g0304,uk,"Я не зла, але скоро буду бити вікна так припаркованим мудакам","Я не зла, але скоро буду бити вікна так припаркованим",MultiParaDetox,uk,reserve,147
uk-0149,uk-g0023,uk,"- давай закрутимось у вирі пристрастей?- блять, Якубович, крути сам свій барабан, старий ти дід","давай закрутимось у вирі пристрастей?-, Якубович, крути сам свій барабан, старий ти дід",MultiParaDetox,uk,reserve,149
uk-0150,uk-g0378,uk,"сука, як же хочу сирників.",як же хочу сирників.,MultiParaDetox,uk,reserve,150
uk-0151,uk-g0380,uk,сід каже що я хуйня :(,сід каже що я ніяка :(,MultiParaDetox,uk,reserve,151
uk-0153,uk-g0200,uk,Останнім часом не бачив НЕ мудаків.,Останнім часом не бачив НЕ поганих людей.,MultiParaDetox,uk,reserve,153
uk-0155,uk-g0114,uk,"Дякую всім, хто тримав кулаки, але співбесіда нє удалась і мене послали нахєр.","Дякую всім, хто підтримував мене, але співбесіда пройшла погано",MultiParaDetox,uk,reserve,155
uk-0156,uk-g0183,uk,"Ну та, і трахнутись було б непогано.","Ну та, i по зноситися було б непогано.",MultiParaDetox,uk,reserve,156
uk-0158,uk-g0079,uk,"Буває, читаєш шось і думаєш про себе ""Ну що за хуйня?","Буває, читаєш шось і думаєш про себе ""Ну що за нісенітниця?",MultiParaDetox,uk,reserve,158
uk-0162,uk-g0234,uk,"ТА ЦЕ БУВ МОКРИЙ, МАТЬ ЙОГО, СНІГ!!!","Та це був мокрий, снiг!",MultiParaDetox,uk,reserve,162
uk-0166,uk-g0231,uk,"Сука, який же ж ахуєнний деньТреба мені частіше вихідні брати","Боже, який же чудовий день Треба мені частіше вихідні брати",MultiParaDetox,uk,reserve,166
uk-0169,uk-g0120,uk,"Залякані люди, збайдужілі своїм страхом...","Залякані люди, збайдужілі своїм страхом...",MultiParaDetox,uk,reserve,169
uk-0171,uk-g0191,uk,Ніхуя блять з неї нікуди не їде.,Нічого з неї нікуди не їде,MultiParaDetox,uk,reserve,171
uk-0172,uk-g0042,uk,"Їй випав Овен і бля, мій папа овен.",Їй випав Овен і мій папа овен.,MultiParaDetox,uk,reserve,172
uk-0175,uk-g0143,uk,"Люди, котрі юзають мільйон смайлів, без зайвих слів ідуть нахуй.","Люди, котрі юзають мільйон смайлів, без зайвих слів ідуть далеко",MultiParaDetox,uk,reserve,175
uk-0179,uk-g0260,uk,"Треба було відос знімати, блять.",Треба було відео знімати,MultiParaDetox,uk,reserve,179
uk-0180,uk-g0259,uk,Точно не мої їбануті сусіди.,Точно не моi сусiди.,MultiParaDetox,uk,reserve,180
uk-0181,uk-g0068,uk,"Блядь, сука, вибішує нахуй ця хуйня.",чорт вибішує ця річ.,MultiParaDetox,uk,reserve,181
uk-0183,uk-g0055,uk,"Ааааа, ну нахуя ставити це на порозі??????","Ааааа, ну для чого ставити це на порозі??????",MultiParaDetox,uk,reserve,183
uk-0184,uk-g0066,uk,"Бля, мене той сімл бісить.",Мене той сімл бісить.,MultiParaDetox,uk,reserve,184
uk-0185,uk-g0050,uk,"А ф-зми є різні - я за той, який цю парадигму відправить нахуй","А ф-зми є різні - я за той, який цю парадигму відправить далеко",MultiParaDetox,uk,reserve,185
uk-0187,uk-g0001,uk,"#6йсирник RT : - Та я, блядь, не из-за бабла.","#6йсирник RT : - Та я, не из-за бабла.",MultiParaDetox,uk,reserve,187
uk-0190,uk-g0173,uk,Нема онлайн - трахає шлюх.,Нема онлайн,MultiParaDetox,uk,reserve,190
uk-0192,uk-g0391,uk,"хуй там, Тернопіль Сіті, БАМ йобана","не тут то було, Тернопіль Сіті, БАМ",MultiParaDetox,uk,reserve,192
uk-0194,uk-g0147,uk,Мау хай йдуть в жопу,Мау хай йдутьу куди подалі,MultiParaDetox,uk,reserve,194
uk-0195,uk-g0348,uk,"за тим самим платоном поетів та взагалі митців - нахуй з пляжа, вигнати за межі Держави Платона)","за тим самим платоном поетів та взагалі митців - нафiг з пляжа, вигнати за межі Держави Платона)",MultiParaDetox,uk,reserve,195
uk-0196,uk-g0356,uk,наш універ—бєспрєдєл.читай хуйовую шеву і буде тобі щастя із розумінням,наш універ—бєспрєдєл.читай погану шеву і буде тобі щастя із розумінням,MultiParaDetox,uk,reserve,196
uk-0197,uk-g0309,uk,Я і щас нахуй здався?,Я і щас навіщо здався?,MultiParaDetox,uk,reserve,197
uk-0198,uk-g0140,uk,"Краще так, ніж всякі мразенькі","Краще так, ніж всякі",MultiParaDetox,uk,reserve,198
uk-0202,uk-g0398,uk,"імхо - жахлива хуйня. красіво, більш-менш непогана бойовка, загалом - хуйня.","імхо - жахливо. красіво, більш-менш непогана бойовка, загалом - жах",MultiParaDetox,uk,reserve,202
uk-0203,uk-g0372,uk,про ситуацію з плагіатом у журналі Vogue можу сказати: 2 тупі пизди,про ситуацію з плагіатом у журналі Vogue можу сказати: 2 глупі жінки,MultiParaDetox,uk,reserve,203
uk-0205,uk-g0373,uk,про шлюх і наркоту ще.,про гулящих дівок і траву ще.,MultiParaDetox,uk,reserve,205
uk-0206,uk-g0265,uk,"Фак, там мало бути ""мудак"", але доля вирішила інакше","там мало бути ""поганець"", але доля вирішила інакше",MultiParaDetox,uk,reserve,206
uk-0208,uk-g0053,uk,"А я блять що, а я собі така ахуєнна, ніколи не падаю духом.","А я що, а я собі така шикарна, ніколи не падаю духом.",MultiParaDetox,uk,reserve,208
uk-0209,uk-g0026,uk,"[городити хуйню про грамотність жахливо неграмотними і українською, і російською мовами: вишенька на тортику цієї феєрії]","[городити дурницю про грамотність жахливо неграмотними і українською, і російською мовами: вишенька на тортику цієї феєрії]",MultiParaDetox,uk,reserve,209
uk-0210,uk-g0040,uk,"Інші просто долбайоби, бо я теж не шарю, за що ціна така.","я теж не шарю, за що ціна така.",MultiParaDetox,uk,reserve,210
uk-0212,uk-g0272,uk,"Хочеш все встигнути? канєха даааа, проспи всьо нахуй:З","Хочеш все встигнути? канєха даааа, проспи всьо нафіг:З",MultiParaDetox,uk,reserve,212
uk-0214,uk-g0364,uk,"ні, це дає тобі право посилати їх нахуй!","ні, це дає тобі право посилати їх",MultiParaDetox,uk,reserve,214
uk-0215,uk-g0072,uk,"Блять, я що весь час телік носив з собою і робив хуйню?",я що весь час телік носив з собою і робив казна-що?,MultiParaDetox,uk,reserve,215
uk-0216,uk-g0286,uk,Через цей їбаний олх в мене вже починає блять підгорати,Через цей олх в мене вже починає підгорати,MultiParaDetox,uk,reserve,216
uk-0217,uk-g0222,uk,Піздєц я вчасно знайшов лігво тараканів у себе над ліжкомЯкого блять хуя?,"Жах, я вчасно знайшов лігво тараканів у себе над ліжком?",MultiParaDetox,uk,reserve,217
uk-0220,uk-g0065,uk,Бля ця херея ще й двигається,ця штука й двигається,MultiParaDetox,uk,reserve,220
uk-0221,uk-g0054,uk,А їбля мозку - то піздєц.,Тріпати мозок -  дуже погано.,MultiParaDetox,uk,reserve,221
uk-0223,uk-g0215,uk,Почуваю себе тупим дебілом :(,Почуваю себе тупим :(,MultiParaDetox,uk,reserve,223
uk-0224,uk-g0020,uk,"+1 RT не можна доторкатисядо людей в маршрутці!не можна, блять!",+1RT не можна доторкнутися людей в маршрутці не можна,MultiParaDetox,uk,reserve,224
uk-0225,uk-g0129,uk,Йобана тупа мразота зіпсувала мені рейтинг на роботі.,Одна не добра людина зіпсувала мені рейтинг на роботі.,MultiParaDetox,uk,reserve,225
uk-0227,uk-g0383,uk,так ми ж багато англ і рос читаєм. от і получається хуйня.,так ми ж багато англ і рос читаєм. от і получається плутанина.,MultiParaDetox,uk,reserve,227
uk-0230,uk-g0223,uk,Пісня про сесію:зззНа відміну від–Ну його на хуй :з,Пісня про сесію:зззНа відміну від–так ну його :з,MultiParaDetox,uk,reserve,230
uk-0231,uk-g0345,uk,"гегель такий мілаш,коли пише про абстрактне мислення, і таке мудло, коли товкмачить про право і державу.","гегель такий мілаш,коли пише про абстрактне мислення, і такий чудний, коли товкмачить про право і державу.",MultiParaDetox,uk,reserve,231
uk-0234,uk-g0250,uk,"Ти шо, коронне ""не трахай мізки"" до всього застосовують","Ти шо, коронне ""не насилуй мізки"" до всього застосовують",MultiParaDetox,uk,reserve,234
uk-0235,uk-g0282,uk,"Це не просто просирання,а нудне просирання","Це не просто розтрачення,а нудне розтрачення",MultiParaDetox,uk,reserve,235
uk-0238,uk-g0252,uk,"То блять роби щось, жінко.","То роби щось, жінко",MultiParaDetox,uk,reserve,238
uk-0240,uk-g0172,uk,Не розумію чим я заслужила цю хуйову карму останнім часом,Не розумiю чим я заслужила цю карму останнiм часом,MultiParaDetox,uk,reserve,240
uk-0242,uk-g0346,uk,"дякую, а ти киця, блять)","дякую, а ти киця",MultiParaDetox,uk,reserve,242
uk-0244,uk-g0007,uk,"'Навіть не знаю, то дар чи прокляття моє вміння НІХУЯ НЕ ЗАБУВАТИ От якого, мозок, ти так підручники не запам''ятовував'","'Навіть не знаю, то дар чи прокляття моє вміння НІЧОГО НЕ ЗАБУВАТИ От якого, мозок, ти так підручники не запам''ятовував'",MultiParaDetox,uk,reserve,244
uk-0246,uk-g0125,uk,Здається когось вже пора впиздити.,Здається комусь вже пора надавати.,MultiParaDetox,uk,reserve,246
uk-0247,uk-g0036,uk,"Ідеальну хуйню, щоб тебе ніхто не торкався в метро, знайдено.","Ідеальна рiч, щоб тебе ніхто не торкався в метро, знайдена.",MultiParaDetox,uk,reserve,247
uk-0248,uk-g0027,uk,"«Подивіться, яка я бідося, жалійте мене блять!».","«Подивіться, яка я бідося, жалійте мене!».",MultiParaDetox,uk,reserve,248
uk-0249,uk-g0277,uk,Хєрак нада шось придумати годне хєрак похуй і так зайде,Бамс нада шось придумати годне бамс добре і так зайде,MultiParaDetox,uk,reserve,249
uk-0251,uk-g0088,uk,"Ви хоч раз слухали хуйню, яку він несе?",Ви хоч раз слухали що він каже?,MultiParaDetox,uk,reserve,251
uk-0252,uk-g0161,uk,На кожен пездець є свій похуй.,На кожен капець є своє все одно.,MultiParaDetox,uk,reserve,252
uk-0253,uk-g0270,uk,"Хоча насправді похуй, просто не було чим, а його щітка й справді чистить в важкодоступних місцях.","Хоча насправді байдуже, просто не було чим, а його щітка й справді чистить в важкодоступних місцях.",MultiParaDetox,uk,reserve,253
uk-0254,uk-g0385,uk,"ти підписав собі вирок, сука",ти підписав собі вирок,MultiParaDetox,uk,reserve,254
uk-0256,uk-g0225,uk,"Розхуячила палець, намагаючись розбити варене яйце кістяшками.","поранивши палець, намагаючись розбити варене яйце кістяшками.",MultiParaDetox,uk,reserve,256
uk-0257,uk-g0035,uk,І щоб не було ще ліпше: нахуй порвані джінси,І щоб не було ще ліпше: порвані джінси,MultiParaDetox,uk,reserve,257
uk-0260,uk-g0166,uk,Найкращі ультрас - дівчата з РГМ.,Найкращі ультрас - дівчата з РГМ.,MultiParaDetox,uk,reserve,260
uk-0261,uk-g0013,uk,"'Хочу вирубити одну кончену сучку на роботі, але я не б''ю старших.'","'Злить одна людина на роботі, але я не б''ю старших'",MultiParaDetox,uk,reserve,261
uk-0262,uk-g0018,uk,"(Якшо якась сука, знову, не зіллє інфу)","(Якшо якась людина, знову, не зіллє інфу)",MultiParaDetox,uk,reserve,262
uk-0263,uk-g0103,uk,Гоголь хоче всіх волонтерів фул-тайм і щоб всі фоткали афіші (шо за хуйня з афішами?) і набрали 300 людей (!).,Гоголь хоче всіх волонтерів фул-тайм і щоб всі фоткали афіші (шо за маячня афішами?) і набрали 300 людей (!).,MultiParaDetox,uk,reserve,263
uk-0264,uk-g0098,uk,"Всі бляха такі таємничі, шо піздєц.",Всі такі таємничі,MultiParaDetox,uk,reserve,264
uk-0265,uk-g0198,uk,"Одного разу зробивши хуйню, ти раз-у-раз думаєш над черговою.","Одного разу зробивши фiгню, ти раз-у-раз думаєш над черговою.",MultiParaDetox,uk,reserve,265
uk-0268,uk-g0153,uk,Мозок: *думає про цю хуйню*,Мозок думає про цю несамітницю,MultiParaDetox,uk,reserve,268
uk-0269,uk-g0254,uk,То це ясно і їбанутим.,То це ясно і божевільним.,MultiParaDetox,uk,reserve,269
uk-0270,uk-g0034,uk,І позбавляти нахуй субсидій/фіндопомоги від держави.,I позбавляти субсидій/фіндопомоги від держави.,MultiParaDetox,uk,reserve,270
uk-0272,uk-g0376,uk,спизди там рюмку для мене :D,вкради там рюмку для мене :D,MultiParaDetox,uk,reserve,272
uk-0273,uk-g0082,uk,В коридорі готелю вже годину голосно пиздять люди.,В коридорі готелю вже годину голосно тараторять люди.,MultiParaDetox,uk,reserve,273
uk-0274,uk-g0171,uk,Не дадуть людям спокійно пизди еее бороти корупцію!11,Не дадуть людям спокійно розгону её бороти корупцію,MultiParaDetox,uk,reserve,274
uk-0275,uk-g0300,uk,Я ж не залупа якась,Я ж не поганаа якась,MultiParaDetox,uk,reserve,275
uk-0276,uk-g0295,uk,Щоб то ще такого спизданути в стрічку?,Щоб то ще такого сказанути в стрічку?,MultiParaDetox,uk,reserve,276
uk-0277,uk-g0291,uk,"Щас роздінусь і піду голою, і похуй.","Щас роздінусь і піду голою, і всеодно.",MultiParaDetox,uk,reserve,277
