pair_id,group_id,language,toxic_input,detox_output,source,orig_split,split,source_row_index
ar-0025,ar-g0123,ar,بعض الروائح النتنة لا يمكن التخلص منها .,بعض الروائح لا يمكن التخلص منها .,MultiParaDetox,ar,reserve,25
ar-0026,ar-g0171,ar,ديانج.....سوليه......قفشه ومهزومين 1/0 سويسري متخلف امه كانت بتبيع زبدة في لوزان,ديانج.....سوليه......قفشه ومهزومين 1/0 سويسري امه كانت بتبيع زبدة في لوزان,MultiParaDetox,ar,reserve,26
ar-0027,ar-g0363,ar,وقفي صياح لا ادعس على رقبتك,وقفي صياح لا أزعل منك,MultiParaDetox,ar,reserve,27
ar-0028,ar-g0065,ar,الإعلام اللبناني بدّو يروقها شوي كمان... مش إذا واحد سب وعبّر عن غضبو يعملولو درس بالأخلاق.. ايري فيكون وبالكبير يا شراميط,الإعلام اللبناني بدّو يروقها شوي كمان... مش إذا واحد سب وعبّر عن غضبو يعملولو درس بالأخلاق..,MultiParaDetox,ar,reserve,28
ar-0029,ar-g0268,ar,ليس لديك الصدق ولا النضج للاعتراف بأنك قلت شيئا غبيا.,ليس لديك الصدق ولا النضج لتعترف بأنك قلت شيئا خاطئا,MultiParaDetox,ar,reserve,29
ar-0032,ar-g0232,ar,كلي خرا شراميط ما بيستردوا شي حتى شرفهم,اسكتي ما بيستردوا شي حتى شرفهم,MultiParaDetox,ar,reserve,32
ar-0035,ar-g0240,ar,لا أريد عناقا من قزم صغير مخيف مثلك,لا، أنا لست بحاجة إلى عناق منك,MultiParaDetox,ar,reserve,35
ar-0037,ar-g0305,ar,من السهل رؤية هؤلاء الأغبياء العنصريين.,من السهل التعرف على تلك الأفراد.,MultiParaDetox,ar,reserve,37
ar-0043,ar-g0312,ar,نحن قوم خاسرون ومفسدون .,نحن بلد من الناس غير الموهوبين.,MultiParaDetox,ar,reserve,43
ar-0044,ar-g0317,ar,نعم، إذا كان لديك أشخاص آخرين للقيام بذلك يا أحمق.,نعم إذا كان لديك أشخاص آخرين للقيام بذلك.,MultiParaDetox,ar,reserve,44
ar-0046,ar-g0244,ar,لا تثق ابدا في اخونجي دخل سياسة,لا تثق ابدا في شيخ دخل سياسة,MultiParaDetox,ar,reserve,46
ar-0051,ar-g0078,ar,العار والله عليكم انتم يااتباع المجوس المكان يمنى والموجودين يمنيين والمفتولين يمنيين والقت…,العار والله عليكم انتم يااتباع الإيرانيين المكان يمنى والموجودين يمنيين والمفتولين يمنيين والقت…,MultiParaDetox,ar,reserve,51
ar-0052,ar-g0242,ar,لا انا جد جايه ادعسك,لا انا جد جايه عشان أعلمك,MultiParaDetox,ar,reserve,52
ar-0053,ar-g0316,ar,نصرة الله مع نصرة الحق يا جحش وليس لبيوت الدعاره والشذوذ الجنسي,نصرة الله مع نصرة الحق وليس لبيوت الدعاره والشذوذ الجنسي,MultiParaDetox,ar,reserve,53
ar-0054,ar-g0353,ar,والله عندهم فريق قووووي مب بس ميسي لكن تفكير اللاعبين غبي,والله عندهم فريق قووووي مب بس ميسي لكن تفكير اللاعبين غير,MultiParaDetox,ar,reserve,54
ar-0055,ar-g0166,ar,دعونا نستورد اللاجئين السوريين إلى ألمانيا أولاً.,دعونا نجلب اللاجئين السوريين إلى ألمانيا أولاً.,MultiParaDetox,ar,reserve,55
ar-0058,ar-g0235,ar,كيف هذي فاول الله يلعن امك حكم,كيف هذي فاول يا حكم,MultiParaDetox,ar,reserve,58
ar-0060,ar-g0307,ar,من اليوم ورايح معد في نصايح الحساب كله هبد طلعت حتى لو قلت نصيحه تضحكون لعنة الله عليكم,من اليوم ورايح معد في نصايح الحساب كله هبد طلعت حتى لو قلت نصيحه تضحكون لكم الله,MultiParaDetox,ar,reserve,60
ar-0061,ar-g0302,ar,معناتي يقولون مانتي دبه ليه تروحين 😐.,معناتي يقولون مانتي مليانة ليه تروحين 😐.,MultiParaDetox,ar,reserve,61
ar-0064,ar-g0259,ar,للاسف لدينا في الخليج بعض من الكتاب والدكاتره والمحللين كالبغال والجحاش ينهق ويهرف بما لايعرف,للاسف لدينا في الخليج بعض من الكتاب والدكاتره والمحللين جهلة لا يفقهون ماذا يقولون,MultiParaDetox,ar,reserve,64
ar-0067,ar-g0297,ar,مضحك جداً أمر بعض الوافدين ومن ضمنهم مصاروة ! يعايرون بلادنا بعلاقات صداقتها المتينة مع أميركا وهم يحلمون بالسفر,مضحك جداً أمر بعض الوافدين ومن ضمنهم مصريين! يعايرون بلادنا بعلاقات صداقتها المتينة مع أميركا وهم يحلمون بالسفر,MultiParaDetox,ar,reserve,67
ar-0068,ar-g0177,ar,ساعتين وربع ولا نص ساعه رجعنا الدولة ودعسنا عليه وتم إعدامه نفس…,ساعتين وربع ولا نص ساعه رجعنا الدولة ومسكناه وتم إعدامه نفس…,MultiParaDetox,ar,reserve,68
ar-0070,ar-g0350,ar,وأمور أخرى غبية .,وأمور أخرى سيئة .,MultiParaDetox,ar,reserve,70
ar-0076,ar-g0023,ar,أوه، انها موافقة zuker، نحن غبيون جدا لنصدقك على أية حال.,أوه، انها موافقة zuker، نحن غبيون جدا للن نصدقك على أية حال.,MultiParaDetox,ar,reserve,76
ar-0078,ar-g0229,ar,كل من صوت لها في يوم من الأيام يجب أن يحرم من حقوقه وأن يخصى .,كل من صوت لها في يوم من الأيام يجب أن يعاقب .,MultiParaDetox,ar,reserve,78
ar-0079,ar-g0285,ar,متسولون اصحاب فتن هؤلاء يبيعون ارضهم وشرفهم وضمائرهم بأي ثمن لعنة الله عليكم,متسولون اصحاب فتن هؤلاء يبيعون ارضهم وشرفهم وضمائرهم بأي ثمن,MultiParaDetox,ar,reserve,79
ar-0080,ar-g0379,ar,يا متخلف الهدايه بيد الله يمكن ربي يهديهم باخر لحظه…,الهدايه بيد الله يمكن ربي يهديهم باخر لحظه…,MultiParaDetox,ar,reserve,80
ar-0085,ar-g0202,ar,عليكم لعنة الله وغضبه وسخطه يا اعداء الله ورسوله اللهم ارينا فيهم عجائب قدرتك عاجلا غير آجل اللهم طهر,حسبي الله عليكم يا اعداء الله ورسوله اللهم ارينا فيهم عجائب قدرتك عاجلا غير آجل اللهم طهر,MultiParaDetox,ar,reserve,85
ar-0086,ar-g0067,ar,البايرن يقسو على المتهالك برشلونه بخماسية مع الرأفة،، مدرب جحش وادارة مفلسة تقود اعظم نادي بالعالم،، ثلثا لاعبي برشلونه وجب عليهم الرحيل،،!,البايرن يقسو على المتهالك برشلونه بخماسية مع الرأفة،، مدرب سيء وادارة مفلسة تقود اعظم نادي بالعالم،، ثلثا لاعبي برشلونه وجب عليهم الرحيل،،!,MultiParaDetox,ar,reserve,86
ar-0087,ar-g0088,ar,الله يلعن ابوك قعدت اقرا قلت الولد بيسدح لهم الحين تغريدتين يجاوب,قعدت اقرا قلت الولد بيسدح لهم الحين تغريدتين يجاوب,MultiParaDetox,ar,reserve,87
ar-0088,ar-g0279,ar,ما سمعنا جعاركم مبارح على القصف الإسرائيلي يلي اغتصب سماء سوريا ، نباح و عويل جيش ابو شحاطة وصل لقبرص,ما سمعنا صوتكم مبارح على القصف الإسرائيلي يلي اغتصب سماء سوريا ، عويل الجيش وصل لقبرص,MultiParaDetox,ar,reserve,88
ar-0089,ar-g0318,ar,نهني الأطفال والابرياء على مقتل هالمجرم الخسيس كفو يا ترامب 💪,نهني الأطفال والابرياء على مقتل هالمجرم كفو يا ترامب 💪,MultiParaDetox,ar,reserve,89
ar-0092,ar-g0135,ar,ترا العرش حقي بأوفرواتش انهدم وطاح وأنتي السبب عطيتك الشعلة وطفيتيها المفروض ترجعين لي عرشي يلعن أبوك,ترا العرش حقي بأوفرواتش انهدم وطاح وأنتي السبب عطيتك الشعلة وطفيتيها المفروض ترجعين لي عرشي يرحم أبوك,MultiParaDetox,ar,reserve,92
ar-0095,ar-g0106,ar,انت لحقت درست الاتفاقيه وقست حق مصر اد ايه ولا قردوغان عيطلك . خليك فى حالك.,انت لحقت درست الاتفاقيه وقست حق مصر اد ايه ولا أردوغان عيطلك . خليك فى حالك.,MultiParaDetox,ar,reserve,95
ar-0097,ar-g0392,ar,يختار الثاني عشان ما محد يقول عنه قزم,يختار الثاني عشان ما محد يقول عنه قصير,MultiParaDetox,ar,reserve,97
ar-0099,ar-g0089,ar,الله يلعن امك حكم !!!!!!,احكم !!!!!!,MultiParaDetox,ar,reserve,99
ar-0100,ar-g0034,ar,إنه أسوأ عمدة حظينا به على الإطلاق!,إنه العمدة غير المناسب على الإطلاق!,MultiParaDetox,ar,reserve,100
ar-0101,ar-g0289,ar,مرة أخرى، المزيد من الألعاب الليبرالية الغبية.,مرة أخرى، المزيد من الألعاب الليبرالية السخيفة.,MultiParaDetox,ar,reserve,101
ar-0102,ar-g0002,ar,أتمنى ان كل متخلف يمسك جوال حقه يعرف ايش قاعد يشوف او ايش قاعد يكتب…,أتمنى ان كل واحد يمسك جوال حقه يعرف ايش قاعد يشوف او ايش قاعد يكتب…,MultiParaDetox,ar,reserve,102
ar-0103,ar-g0037,ar,إنهم يكرهون للمثليين مثلي,إنهم معادون للمثليين مثلي,MultiParaDetox,ar,reserve,103
ar-0106,ar-g0384,ar,ياصاحب الحساب تراك مصختها واضح انك تبي تسوي اثارة جدل بين الشعب الفلسطيني و الشعب السعودي اركد لا احطهه فيك,ياصاحب الحساب تراك زودتها واضح انك تبي تسوي اثارة جدل بين الشعب الفلسطيني و الشعب السعودي اركد,MultiParaDetox,ar,reserve,106
ar-0107,ar-g0048,ar,اذا انت سمين ونحفت بشر امك لان محد بيفرح لك غيرها اما انّا ترى والله محد مهتم,اذا انت نحفت بشر امك لان محد بيفرح لك غيرها اما انّا ترى والله محد مهتم,MultiParaDetox,ar,reserve,107
ar-0108,ar-g0380,ar,ياحسوفه تربية امك وابوك — الله يلعن امك وابوك 😂 😂,ياحسوفه تربية امك وابوك -😂 😂,MultiParaDetox,ar,reserve,108
ar-0110,ar-g0056,ar,اشوف بوكاكو بعده كين ثم ليفا لانه بدوري هبايل,اشوف بوكاكو بعده كين ثم ليفا لانه بدوري مبتدئين,MultiParaDetox,ar,reserve,110
ar-0111,ar-g0134,ar,تدورون الاتنشن من طيز الحمار الله يلعنكم,تدورون الاتنشن من أي مكان,MultiParaDetox,ar,reserve,111
ar-0116,ar-g0397,ar,يمكنك دائماً الاعتماد على الجهلاء لعرض جهلهم.,يمكنك دائماً الاعتماد علىdil لعرض جهلهم.,MultiParaDetox,ar,reserve,116
ar-0118,ar-g0080,ar,الف مرة قلتلك .. لا قلت مقدر! قصدي مقدر احيا يا جاهل بلاك 💙,الف مرة قلتلك .. لا قلت مقدر! قصدي مقدر احيا يا فهيم بلاك 💙,MultiParaDetox,ar,reserve,118
ar-0119,ar-g0026,ar,أيا كان ما لدي من روث تركه وحده.,لدي عملي الخاص لأقوم به,MultiParaDetox,ar,reserve,119
ar-0121,ar-g0187,ar,صباح الخير أي سلام يا جحش ؟,صباح الخير أي سلام؟,MultiParaDetox,ar,reserve,121
ar-0122,ar-g0299,ar,مع اني متحمسة اشوفه اقرع ولابس عسكري ومدعوس تحت الشمس,مع اني متحمسة اشوفه حالق ولابس عسكري و تحت الشمس,MultiParaDetox,ar,reserve,122
ar-0123,ar-g0321,ar,هبلة و مش فاهمة شو عم بتحكي,مش فاهمة شو عم بتحكي,MultiParaDetox,ar,reserve,123
ar-0124,ar-g0025,ar,أي شخص غبي سيكون قادراً على فهم ذلك.,أي شخص سيكون قادراً على فهم ذلك.,MultiParaDetox,ar,reserve,124
ar-0128,ar-g0082,ar,اللعنة اعتقدت أن هذا التعليق كان ضجيجا عاديا,ظننت أن هذا التعليق هو الضجيج المعتاد,MultiParaDetox,ar,reserve,128
ar-0129,ar-g0125,ar,بكل القهر الظاهر في عينيها بكل الانكسار البادي عل محياها ألا لعنة الله عليكم فاظلم كما شئت لا نرجوك مرحمةً إنّا…,بكل القهر الظاهر في عينيها بكل الانكسار البادي عل محياها ألا حسابكم عند الله فاظلم كما شئت لا نرجوك مرحمةً إنّا…,MultiParaDetox,ar,reserve,129
ar-0130,ar-g0128,ar,بيكيه ماعليه ياعمري صح انك شوي غبي بس عادي اهم شيء اشوفك ياعمري,بيكيه ماعليه ياعمري صح انك مو ذكي بس عادي اهم شيء اشوفك ياعمري,MultiParaDetox,ar,reserve,130
ar-0132,ar-g0001,ar,آمل أن يجدوهم ويشنقوهم عاليا,آمل أن يجدوهم ويضعوهم في العدالة,MultiParaDetox,ar,reserve,132
ar-0133,ar-g0309,ar,من يهتم للغباء كيف يتم الصيد واللعبة بين الحين والآخر؟,من يهتم كيف يتم الصيد واللعبة بين الحين والآخر؟,MultiParaDetox,ar,reserve,133
ar-0134,ar-g0189,ar,صحيح، لأن المجرم الحقيقي هو الأحمق الذي يغادر العمل مبكرًا، وليس السارق المسلح أو المغتصب المتسلسل.,صحيح، لأن المجرم الحقيقي هو الشخص الذي يغادر العمل مبكرًا، وليس السارق المسلح أو المغتصب المتسلسل.,MultiParaDetox,ar,reserve,134
ar-0135,ar-g0256,ar,لعنة الله عليكم من مدافع وحارس,رحمة الله عليكم من مدافع وحارس,MultiParaDetox,ar,reserve,135
ar-0136,ar-g0200,ar,عزيزي آلاكسيس ، هذا الفتى أحمق، لا يفهم شيئا، فاشل .,عزيزي آلاكسيس ، هذا الفتى لا يفهم.,MultiParaDetox,ar,reserve,136
ar-0138,ar-g0288,ar,مدري مين جاب سيرة اليهود. يمكن لأنك غبي تعتقد إني تكلمت عن اليهود. ويمك…,مدري مين جاب سيرة اليهود. يمكن تعتقد إني تكلمت عن اليهود. ويمك…,MultiParaDetox,ar,reserve,138
ar-0139,ar-g0364,ar,وكان انتخاب فان دير بيلين بمثابة انتصار للغباء والانتحار الثقافي .,وكان انتخاب فان دير بيلين بمثابة انتصار للانتحار الثقافي .,MultiParaDetox,ar,reserve,139
ar-0140,ar-g0342,ar,هههههه وانا بقول حل يانجس انت مو قد النقاش ولا السجال تتكلم وتتهم قيادتي وانت ما انت إلا…,هههههه وانا بقول حل يا رجل انت مو قد النقاش ولا السجال تتكلم وتتهم قيادتي وانت ما انت إلا…,MultiParaDetox,ar,reserve,140
ar-0141,ar-g0084,ar,الله ابدع بالدوري تأخذ افضل لاعب علطول وعندنا اي لاعب يبدع قالو دوري هبايل ههههههههههههههههههههه…,الله ابدع بالدوري تأخذ افضل لاعب علطول وعندنا اي لاعب يبدع قالو دوري مبتدئين ههههههههههههههههههههه…,MultiParaDetox,ar,reserve,141
ar-0142,ar-g0282,ar,مائة ألف شخص دفعوا المال لمشاهدة هذه القمامة.,مائة ألف شخص دفعوا المال لمشاهدة هذا المحتوى,MultiParaDetox,ar,reserve,142
ar-0144,ar-g0142,ar,ثلاثة أرباع الناخبين الذين لم يصوتوا لهؤلاء الأغبياء؟,ثلاثة أرباع الناخبين الذين لم يصوتوا لهؤلاء الأشخاص؟,MultiParaDetox,ar,reserve,144
ar-0145,ar-g0311,ar,ميسي ظُلم بادارة كارثية ومدرب غبي ، لن يبقى ميسي في البرسا بهذا الطموح والعشوائيه !! #برشلونه_بايرن_ميونخ,ميسي ظُلم بادارة كارثية ومدرب ساذج، لن يبقى ميسي في البرسا بهذا الطموح والعشوائيه !! #برشلونه_بايرن_ميونخ,MultiParaDetox,ar,reserve,145
ar-0146,ar-g0320,ar,هئ يؤبر عضامي قولة الشاميات.. يسكتلياه هو وانا أكمل نومي هههههه بس المشكلة إنو موو هون يا دبة 🐼😭💔,هئ يؤبر عضامي قولة الشاميات.. يسكتلياه هو وانا أكمل نومي هههههه بس المشكلة إنو موو هون,MultiParaDetox,ar,reserve,146
ar-0147,ar-g0136,ar,ترامب كاذب ومجنون.,ترامب ليس صادق.,MultiParaDetox,ar,reserve,147
ar-0148,ar-g0347,ar,هي قزمة وأنا قزم شنو بنجيب غير الأقزام شوف لي وحدة طولها يكون ٣ متر وعشرين سنتيمتر،، 🥺,هي قصيرة وأنا أقصر شنو بنجيب غير أولاد قصار شوف لي وحدة طولها يكون ٣ متر وعشرين سنتيمتر،، 🥺,MultiParaDetox,ar,reserve,148
ar-0149,ar-g0126,ar,بوجود الڤار الغى الهدف اقسم بالله كذا كفاااايه يلعن امك من حكم,بوجود الڤار الغى الهدف اقسم بالله كذا كفاااايه با حكم,MultiParaDetox,ar,reserve,149
ar-0151,ar-g0159,ar,خرج سارق آخر لا فائدة له من المجتمع.,خرج شخص آخر لا فائدة له من المجتمع.,MultiParaDetox,ar,reserve,151
ar-0155,ar-g0377,ar,يا فتى، ذلك الفتى وغد محظوظ.,ذلك الفتى في محظوظ,MultiParaDetox,ar,reserve,155
ar-0157,ar-g0127,ar,بوجود الڤار الغى الهدف اقسم بالله كذا كفاايه يلعن امك من حكم,بوجود الڤار الغى الهدف اقسم بالله كذا كفاايه حرام عليك يا حكم,MultiParaDetox,ar,reserve,157
ar-0159,ar-g0382,ar,ياخوي المدرب متخلف المفروض ملعب نوح الموسى مع فيجسا وفي الأمام مارين مارتيتا فتوحي ورأس الحربة السوم…,ياخوي المدرب ساذج المفروض ملعب نوح الموسى مع فيجسا وفي الأمام مارين مارتيتا فتوحي ورأس الحربة السوم…,MultiParaDetox,ar,reserve,159
ar-0160,ar-g0360,ar,وظفوا لكويتيين والبدون ما نبي مصاروة,وظفوا لكويتيين والبدون ما نبي مصريين,MultiParaDetox,ar,reserve,160
ar-0163,ar-g0234,ar,كن كاذبًا ومحتالًا واحصل على مكافأة (أدرج صورة مولروني).,كن غير صادق واحصل على مكافأة (أدرج صورة مولروني).,MultiParaDetox,ar,reserve,163
ar-0164,ar-g0162,ar,خلف كل مصيبه للرجل او شي مولم مرأة.. معوض خير .. الا لعنة الله عليها بنت الكلب,خلف كل مصيبه للرجل او شي مولم مرأة.. معوض خير ..,MultiParaDetox,ar,reserve,164
ar-0166,ar-g0233,ar,كم فلسطيزي بياكل من خيرات السعودية اللي مش عاجبك علاقاتها الدولية؟,كم فلسطيني بياكل من خيرات السعودية اللي مش عاجبك علاقاتها الدولية؟,MultiParaDetox,ar,reserve,166
ar-0171,ar-g0148,ar,جيد، لا تدع الباب يضربك في مؤخرتك بينما تترك هذه المحادثة يا سيد,جيد، لا تدع الباب يضربك بينما تترك هذه المحادثة يا سيد,MultiParaDetox,ar,reserve,171
ar-0172,ar-g0241,ar,لا اثبات هذا شخص غبي وما يمثلنا,لا اثبات هذا شخص ما يمثلنا,MultiParaDetox,ar,reserve,172
ar-0174,ar-g0295,ar,مشاهير الفلس ينصحون مجتمع كاامل هزلت ورب الكعبة يلعن ابو السوشل ميديا اللي خلت هذي العينات لها صو,مشاهير الفلس ينصحون مجتمع كاامل هزلت ورب الكعبة حسبي الله على السوشل ميديا اللي خلت هذي العينات لها صو,MultiParaDetox,ar,reserve,174
ar-0175,ar-g0074,ar,الرجال افعال لا اقوال .حددنا الخط الاحمر وتركنا الكلام لقردوغان.من يتفق مع روسيا هو ا…,الرجال افعال لا اقوال .حددنا الخط الاحمر وتركنا الكلام لأردوغان.من يتفق مع روسيا هو ا…,MultiParaDetox,ar,reserve,175
ar-0176,ar-g0173,ar,ربما يجب عليك العودة إلى السجن، يا جبان.,ربما يجب عليك العودة إلى السجن.,MultiParaDetox,ar,reserve,176
ar-0177,ar-g0005,ar,أخوي ناصر الاخوان والراعي الرسمي لهم (قردوغان) أصبحوا مكشوفين وتناقضهم أصبح كالشمس في كبد ا…,أخوي ناصر الاخوان والراعي الرسمي لهم (أردوغان) أصبحوا مكشوفين وتناقضهم أصبح كالشمس في كبد ا…,MultiParaDetox,ar,reserve,177
ar-0178,ar-g0390,ar,يجب أن تكون جمهورياً تعتقد أن الناس غبيون جداً لإدارة حياتهم بأنفسهم.,يجب أن تكون جمهورياً تعتقد أن الناس غير قادرين على إدارة حياتهم بأنفسهم.,MultiParaDetox,ar,reserve,178
ar-0180,ar-g0047,ar,اذا الدوري البرتغالي دوري أغبياء دوريك وش ؟,اذا الدوري البرتغالي دوري مبتدئين دوريك وش ؟,MultiParaDetox,ar,reserve,180
ar-0181,ar-g0278,ar,ما رأيك في تيلرسون عندما يطلق على رئيسه لفظ أحمق ?,ما رأيك بإهانة تيلرسون لرئيسه؟,MultiParaDetox,ar,reserve,181
ar-0182,ar-g0063,ar,اقسم بالله تعبتنا ياميسي يلعن امك ما اقواك ياخي 💙 💙,اقسم بالله تعبتنا ياميسي ما اقواك ياخي 💙 💙,MultiParaDetox,ar,reserve,182
ar-0184,ar-g0267,ar,ليبيا وتركيا يد وحدة وموتو بغيظكم يا مصاروة يامتهزئين من اتيوبيا وباذن الله العلم اللليبي ح يرفع فوق…,ليبيا وتركيا يد وحدة وموتو بغيظكم يا مصريين يا متهزئين من اتيوبيا وباذن الله العلم اللليبي ح يرفع فوق…,MultiParaDetox,ar,reserve,184
ar-0186,ar-g0248,ar,لا يمكن استبداله إلا بتوافق آخر على رأي مات قبل أن يولد,والاستعاضة عن ذلك بتوافق آخر في الآراء.,MultiParaDetox,ar,reserve,186
ar-0188,ar-g0108,ar,انت يلا مش متزحلق والكورة ف ال 6 ياردة ؟ يلعن أبوك,انت يلا مش متزحلق والكورة ف ال 6 ياردة ؟,MultiParaDetox,ar,reserve,188
ar-0190,ar-g0122,ar,بعض الأغبياء وضعوا ذلك لحجب الحرب,بعض الناس وضعوا ذلك لحجب الحرب.,MultiParaDetox,ar,reserve,190
ar-0193,ar-g0296,ar,مصيرنا ندعسكم في كل مكان ولو كانت مواجه مباشره لاعطيناكم دروس…,صيرنا نغلبكم في كل مكان ولو كانت مواجه مباشره لاعطيناكم دروس…,MultiParaDetox,ar,reserve,193
ar-0195,ar-g0153,ar,حتى أنني أعرف الزهرة الوطنية اللعينة والقذارة التي يصنعونها في كايسونج,أنا حتى أعرف الزهرة الوطنية والأشياء في كايسونغ,MultiParaDetox,ar,reserve,195
ar-0196,ar-g0085,ar,الله لايوفق كل شخص له يد باللي صار ، لعنة الله عليكم,الله لايوفق كل شخص له يد باللي صار ، حسبي الله عليكم,MultiParaDetox,ar,reserve,196
ar-0198,ar-g0308,ar,من قال لك ايها المغفل ان الصحراويين لا يشبهوننا، من اين اتى المرابطون؟؟ الصحراء كانت ارضا خ…,من قال لك ايها الرجل ان الصحراويين لا يشبهوننا، من اين اتى المرابطون؟؟ الصحراء كانت ارضا خ…,MultiParaDetox,ar,reserve,198
ar-0199,ar-g0253,ar,لعنة الله ع طبقتنا السياسية الفاسدة والفاشلة هيدا من اهمالكن وفسادكن يا منايك,حسبي الله ع طبقتنا السياسية الفاسدة والفاشلة هيدا من اهمالكن وفسادكن,MultiParaDetox,ar,reserve,199
ar-0202,ar-g0149,ar,حاجتك تغريد يا سمج والله العالم قرفتك,حاجتك تغريد والله العالم قرفتك,MultiParaDetox,ar,reserve,202
ar-0204,ar-g0354,ar,والله ماالوم قردوغان يوم يبغى يعمل قيود على تويتر في تركيا🤣. من كثر مامسحوا المصري…,والله ماالوم أردوغان يوم يبغى يعمل قيود على تويتر في تركيا🤣. من كثر مامسحوا المصري…,MultiParaDetox,ar,reserve,204
ar-0205,ar-g0304,ar,من الخارج أنت أحمق لتبدي مثل هذه الملاحظة الجاهلة,ملاحظتك جاهلة,MultiParaDetox,ar,reserve,205
ar-0208,ar-g0352,ar,وإلى أن تتعامل الحركة النسوية مع الإسلام وكيفية معاملته للمرأة، فإن الحركة برمتها ستكون مهزلة كاملة!,الحركة النسائية ليست حركة جيدة,MultiParaDetox,ar,reserve,208
