id	tweet	label	length
train_yoruba_01453	"""@username i can't believe nigerians. we're all suffering at the moment and some people are still supporting the people that brought us this situation.  xhe ori yin buru ni????  is it until you buy fuel for 1500 per litre? even at that some people will still be unfortunate. enkr gbogboyin ##url"	Abuse	295
test_yoruba_00153	"""@username omo irankiran, you’ve been spotted. awon molebi baba e ni omo ale."""	Abuse	78
train_yoruba_02912	"""ti ilu ban toro, omo ale ibe nio ti dagba.  if there is peace and harmony in the society, the bastard in such society  is yet to be born. ##url"	Normal	144
train_yoruba_01759	agbere wu inaki aasa wu obo bi won ti n se nile aye naa wu ara orun	Normal	67
test_yoruba_00024	"""#bbnaija omo ale ,oloriburuku, won ma gbe e gbe bi iti ogode. ##url"	Abuse	68
dev_yoruba_00089	afin domi ẹ káre àmọ́ àfín nìkan kọ́ ni ẹni òòṣà	Normal	48
dev_yoruba_00116	"""we give satisfactory services... get in touch with us for any inquiry regarding food and exports on +2348166902572  eniola odunlade tega #ifeanyiisalive toothpaste pant off olodo ashawo #asuustrike yahoo pastor chris ekweremadu rinu obasanjo #doyindavid congratulations bella ##url"	Normal	282
train_yoruba_02518	"""shut up! olofo! ##url"	Abuse	22
test_yoruba_00310	"""listen to psquare discuss the future of afrobeats. wizkid was sitting right next to them 11 years ago.  olodo psquare even tinubu lagos #ibadan #asuu fulani tolu eniola #oyowelcomesobidatti #oyoforobidatti lake chad ##url"	Normal	222
train_yoruba_02547	"""eleyi ti ka philosophy s’odi…😂😂😂 ##url"	Normal	39
train_yoruba_01833	"""sijuola olajumoke z is the 10th and also the first female coslag president, she is a native of ijebu ode ,ogun state , she was inaugurated with a team of 7 on the 29th of may 2019 at lagos state university, the mantle of leadership was handed over to her by mr kassim abdul rafiu ##url"	Normal	286
test_yoruba_00239	"""olodo ni pere,you are describing painting without the background?"""	Abuse	67
train_yoruba_00406	ayọ́niwò = spy ní àwọn ayọ́niwò nínú ológun bokoharam has spies in the military	Normal	79
train_yoruba_02838	"""just hear this,agency for herdsmen activities???😡 oloriburuku ni werey yi sha ##url"	Abuse	84
train_yoruba_01441	"""@username awon family e ni oloriburuku,eyin omo ale gbogbo"""	Abuse	60
train_yoruba_02996	ní ọjọ́ kan báyìí ọjọ́ burúkú èṣù gbomi mu tí ìjà ń lọ níwájú ni ìṣẹ̀lẹ̀ ńlá kan ṣẹlẹ̀ ṣe ńṣe ni gbogbo ọkọ ogun	Normal	112
train_yoruba_02224	"""soro werey peren, mo ma gba iya e ni blocking ni."""	Abuse	51
train_yoruba_03415	orí burúkú kò wú túúlú ẹnì kan kò mọ ẹsẹ̀ aṣiwèrè lọnà a kì í mọ orí olóyè láwùjọ   nítorí pé orí tí yóó jọba lọ́la ẹnì kan kò mọ  atelewo yoruba	Abuse	145
test_yoruba_00375	sin òkú ọba adé orí ọba àti aṣọ tí wọ́n fi gbé òkú ọba náà jáde kúrò láàfin ẹgbà ọwọ́ àti ti ẹsẹ̀ jẹ́ àwọn ohun tí wọn kò ní sin pẹ̀lú ọba ọ̀nàońṣẹ́awo ni ó ma kó wọn lọ odi ìlú ni bàrà náà ma ń gbé wà tí wọ́n ti gbé sin ọ̀pọ̀lọpọ̀ ọba sí	Normal	238
dev_yoruba_00631	síbẹ̀ tí wọ́n sì kó àwọn èèyàn díẹ̀ nínú ẹbí wọn láti lọ gbé ní abúlé náà àwọn àgbẹ̀ àti ẹbí wọn lè lo ọ̀pọ̀lọpọ̀ ọjọ́ ní abúlé kí wọ́n tó padà sí ìlú àwọn ẹbí àgbẹ̀ tó wà ní ìletò padà sọ ìletò di abúlé tí wọ́n sọ di ilékékeré ṣùgbọ́n wọ́n	Normal	240
train_yoruba_02992	kálára ó para mọ́ àwa ọlọ́sà tí a ṣe ìlérí pé à ń bọ̀ wá ja ìlú yín yìí lólè lóru àná a kò le wá mọ́ ó dùn wá díẹ̀ ṣùgbọ́n òwíbẹ́ẹ̀ṣebẹ́ẹ̀ ni wá à ń bọ̀ o kí tọmọdétàgbà má jáfira	Normal	179
train_yoruba_02305	"""i mean some people don't even know what valentines entails......awon oniranu☹️ ##url"	Abuse	85
train_yoruba_02869	"""@username let me quickly label it for you before oloriburuku @username and @username will copy and paste your work.. awon oloshi media ##url"	Abuse	141
train_yoruba_02408	ẹ kú ajálẹ́ o ẹ mọ́ dákun ẹ bá ni pín ìpolongo yìí kárí ìdánilẹ́kọ̀ọ́ orí ẹ̀rọ ayélukára bí ajere ọlọ́sẹ̀ méjì tí ó dá fìrìgbagbòó lóríi bí a ti ṣe ń lo àwọn igbàgede ẹ̀rọ alátagbà àwùjọ fi ṣe ìgbélárugẹ èdè abínibí	Normal	215
test_yoruba_00467	"""oloriburuku niye ma  i know you understand yoruba  oni iro oshi  these are the kind of people whose dead bodies should be thrown into the forests ##url"	Abuse	152
train_yoruba_00877	"""@username even that ""sport"" has reliance on var. @username is a typical ọdẹ + olodo, evil 😈 man!"""	Abuse	98
train_yoruba_02077	"""@username weyrey agbako, ori igo ni oju olé. omo alé"""	Abuse	54
train_yoruba_00900	"""@username ori lo gbe ki shey ole!"""	Normal	35
train_yoruba_01494	láyé elékòó ọba ológunkútèrè ni a pa á láṣẹ kí eré lọ sí ìsàlẹ̀ èkó	Normal	67
train_yoruba_03113	"""@username i  will just say it in my mind ""se oloriburuku ni eleyi ni"""""	Abuse	71
train_yoruba_01573	"""@username werey lo po ni ni awon pipu yi sha 🤣"""	Abuse	48
train_yoruba_03297	"""omo jati jati 😒 ##url"	Abuse	22
train_yoruba_02988	amin e se gaan ni ti won ba n ta abuku ni kobo a koni bawon ra niola oluwa ti won ba n ta osi ni sisi kon	Normal	105
train_yoruba_00412	"""awon oloriburuku akoshi bero 🙄 ##url"	Abuse	37
train_yoruba_01936	"""that's how i got to benin with just #1, 000 from ìjẹ̀bú ode"""	Normal	61
test_yoruba_00041	"""@username baba oloriburuku ni nigga yen. lmao"""	Abuse	47
train_yoruba_00276	"""@username i'm really sorry, in yorubaland we respect our elders, since you have chosen this path of disgrace: òpònù àgbàlagbà ní yín, àgbà tí kò tòle nìyin. you're not even ashamed of agreeing to play a second fiddle to a convicted drug pusher, buruji kashamu 'cos of àtẹ́nujẹ. àgbà òfò."""	Abuse	289
train_yoruba_01387	"""@username oloriburuku, omo ale!"""	Abuse	33
train_yoruba_03321	"""okaree omo ijagboro niti ibadan,omo ogboju ole ##url"	Normal	53
train_yoruba_00437	"""orí ẹ burú dànù dànù.. àgbákò scammer ##url"	Abuse	44
train_yoruba_02409	so obo di litmus paper oluwa kuroju	Abuse	35
dev_yoruba_00324	"""haha👀 aunty breastilola  from january to december ole mu tun seh😳 aje ##url"	Normal	76
test_yoruba_00315	"""@username we didn’t say that he said said it himself that olo kini, olule, ikeji olule, iketa olule, o de sukun l’ori national telifisan i made hide him president! even eleyi to wa leyin mi… talking about dapo biodun… so how was that our statement ?"""	Normal	251
train_yoruba_02542	"""orí ẹ ti dàrú ##url"	Abuse	20
train_yoruba_02280	"""@username is this one mad 😂😂😂 oloriburuku ni e ni 😂 your mother is chasing clout"""	Abuse	82
test_yoruba_00662	"""ologo gan o like olofo, 2 ge 4. ##url"	Normal	38
train_yoruba_00206	"""tanla takus alatarodo ti oun gbe in amuloko.. omo ale jati jati ##url"	Abuse	70
train_yoruba_03327	"""kilon se eleyi? awon wo lon sinju si? oshi! ##url"	Abuse	50
train_yoruba_00339	"""olorikori omo ale yoruba. o daju pe ooo tile ire jade! won ma fi e jofin gbeyin ni! owo ma to ba ee! ##url"	Abuse	107
train_yoruba_00828	òge irun si se ni aiye atijo̩ kini awo̩n iya wa ma npe awo̩n irun nwo̩n yii nje̩ e̩nyin mo̩ bi fashion in the days of our mothers do you know what our mothers called some of these hairstyles in the olden days	Normal	208
train_yoruba_01195	ẹni tí ò fẹ́ẹ́ wọ àkísà kì í bá ajá ṣe erée géle whoever wouldnt want to end up wearing rags shouldnt play	Normal	107
train_yoruba_03298	"""@username lol, olodo, 360 degrees view"""	Abuse	40
test_yoruba_00503	"""@username oloriburuku ni yin sir"""	Abuse	34
test_yoruba_00215	"""awon olori buruku!! all of them!! oloriburuku!! ##url"	Abuse	54
train_yoruba_01203	èèyàn ò sunwọ̀n láàyè ọjọ́ a kú là ńdère yoruba	Normal	47
train_yoruba_02472	olódùmarè á fún wa lówó tó tó owó èmi ni ìwé mẹ́ta owó ni ò jẹ́ àmọ́ o yóò wà lórí ayélujára bí àsìkò bá tó	Normal	107
test_yoruba_00289	"""just a few words to them in italy.....  awon olofo. 😂"""	Abuse	55
train_yoruba_01566	òye ńlá kan nínú ògbóni ni ọ̀dọ̀fin oyè magbà ni ti ṣàngó oyè wo ni olúwo	Normal	73
test_yoruba_00156	mo gbiyanju lati jeki fidio yi je iseju kan ni aimoye igba sugbon kosese ‍️ e mase dami lejo fifowo nigba meta bo ti le jepe mo so wipe igba marun e jeki a sa bojuto ara wa olufe wa ati awon ara ile wa	Normal	201
train_yoruba_01868	"""(drumbeat): ''yí ó forí sògiri pẹ́(2x), afọ́jú tó ǹyan ará ilé ẹ̀ lódì; yí ó forí sògiri pẹ́''. #obanikorocare @ lagos, nigeria ##url"	Normal	134
dev_yoruba_00481	kini ẹ fẹ́ kí n sọ nígbà tí ènìyàn ṣe wàhálà tó na bilioonu owó tí ènìyàn wá dé bẹ tán tí kódà tí ẹ bá fẹ́ fún wa nípò ẹ fún wa ní àlàáfíà ilé ẹjọ́ lakoko leekeeji leeketa leemeerin fún odidi ọdún mẹ́ta ààbò i	Normal	209
train_yoruba_00975	ọmọ àlè burúkú ni bọ̀bọ́ yi ṣá	Abuse	30
train_yoruba_01472	"""are don finally see my period again ohh, ah that thing can be so funny at time he wan shame mí orimi ogba he wan turn me to beggars ori mi ogba fuń werey🔕"""	Normal	156
train_yoruba_02433	"""frodd by ezigbote ogbo, anumanu ... mumu , efulefu ... the most stupid being ever liveth #bbnaija"""	Abuse	99
train_yoruba_01724	"""gbogbo yin té ti wa ya olofo sì ojukana ati iwo gistreel ##url"	Abuse	63
train_yoruba_00746	Oloriburuku	Abuse	11
train_yoruba_00147	"""leave @username alone, don't drag his name in the mud like you are dragging people who are sacrificing everything for #endsarsprotests . he is not running for anything and don't drag him to be on any mumu committee. eléríbú ni púpò nínú yín. #endswat"""	Abuse	252
train_yoruba_00575	mo kí ìyáálé ilé kan pẹ̀lú ọ̀wọ̀ níjọ́sí mo ní ẹ pẹ̀lẹ́ mà ó bá bínú ó ní mo jẹ́gbẹ́ ẹ kọ́ bùọ̀dá ó ṣe mí ní kàyééfì mo bẹ̀bẹ̀ gánín èyí wá mú mi rántí ọ̀rọ̀ àwọn àgbà tó ní tobí takọ ni pẹ̀lẹ́ ń rìn	Normal	199
dev_yoruba_00496	wèrèpèyèrèpè ayúnnilára rè é ewé fún oògùn ìdákọ́lẹ́ ọmọkùnrin bákan náà ó dára fún ilé iṣẹ́ ẹyin ọlọ́mọbìnrin	Normal	110
dev_yoruba_00518	"""timi apala on set in awa ijebu ogun state.... happy sunday famz ##url"	Normal	70
train_yoruba_00159	àti ọdọ ọlọ́run ní nítorí ẹyin ń sọ tí yín pé irú àwọn gegele àti àwọn miran tó wà níbè lásìkò ti mo wà ní jọba ẹ wá wòó sí àwọn tí nibẹ nisin yìí àti pé gbogbo eyin ọdọ tí ẹ ń ṣe wàhálà yìí ẹ ń wo ó pe kini àǹfààní wàhálà tí ẹ ń ṣe	Normal	232
train_yoruba_00205	alakikanju ọlọ́pọlọ pípé àti olódodo ọ̀dọ́mọdé ni yẹmí jẹ́ nínú ìtàn àròsọ yìí tí kọ́lá àkínlàdé kọ kíni ojú rẹ̀ rí nípa ìsọdodo àti ìwà òtítọ́ tí ó ń hù kíni ìgbẹ̀yìn yẹmí ǹjẹ́ òdodo gbèé	Normal	188
test_yoruba_00092	"""ah... ogun de ma pa e ni. e ni kure. oloriburuku omo ale ##url"	Abuse	63
train_yoruba_01659	"""acres of land available at the following locations. contact josdoc properties on 08033628175 for more details. alamala, adedero, sabo lafenwa, obada, wasimi, laderin extension, rounder, ogunmakin, opeji, kobape, itori, papalanto, alabata, ishaga orilẹ, ìbarà orilẹ, olodo etc"""	Normal	277
train_yoruba_02881	"""iranu leleyi na! ti won ba bi e da, soro soke weyrey! ##url"	Abuse	60
train_yoruba_02149	"""this one called me  now to tell me that my childhood friend is married mo block ẹ dànù nobody can steal my joy 😁😁😁 ọmọ àlè rádaràda🙄😡🤣"""	Abuse	136
train_yoruba_01746	ẹ jẹ́ kọ́mọdé kó wá ò ẹ jẹ́ kọ́mọdé kó wa ẹ̀ẹ̀mejì jòjòló ọmọ́ kékeré jòjòló o àwọn lọ̀rẹ̀ẹ́ elédùmarè ẹ jẹ́ kọ́mọdé kó wá mo kí wa kú ọjọ́ àwọn èwe àgbáyé	Normal	155
test_yoruba_00220	"""got to ìjẹ̀bú today and found a hot soup of egusi garnished with assorted meat waiting for me at home.  this december is about to get #detty  p/s: i'm on my 5th piece of meat as i type this 😈.  #dettydecember"""	Normal	210
train_yoruba_01705	"""@username from their first generation will be dealt with the language they understand...àwòn òmò olofo"""	Abuse	104
train_yoruba_01274	a kàn ń gbọ́ ẹni yìí kó mílíọ̀nù sílẹ̀ tọ̀hún gbé bílíọ̀nù kalẹ̀ pẹ̀lú ẹ̀ a ò r ẹ́jẹ̀ a ò rómi ra wọ́n sé wa mọ́lé a kò rí ìnawọ́sí ó kéré ó pọ̀ láti ọ̀dọ̀ ìjọba àwọn tí wọ́n jẹ́ akúṣẹ̀ẹ́ tí wọ́n ní yóò rí oúnjẹ táṣẹ́rẹ́ gbà kò rí	Abuse	230
test_yoruba_00316	"""olofo ni awon olosho ..... 🤪🤪"""	Abuse	31
train_yoruba_01742	"""@username omò alé jetí jetí😭 oloriburukú omò oloshí"""	Abuse	53
test_yoruba_00707	ẹranko ìlú òyìnbó gan njayé tí ò sí fún ọmọ ènìà ní àmọ́ ó dàbí pé ìyà ti mọ́nra bí bẹ́ẹ̀ kọ́ ó yẹ káriwo pọ̀ jù báyìí lọ	Abuse	121
train_yoruba_01349	"""“ori e ti daru” 😂😂😂😂😂 ##url"	Abuse	28
train_yoruba_01803	"""okan yin o ni bale! radarada oshi ##url"	Abuse	40
dev_yoruba_00698	"""@username don’t mind them jare ara ni won ni, awon asan oloriburuku"""	Abuse	69
train_yoruba_01263	sísun láti abúlé sí ìgboro ní bíi igba ọdún ṣẹ̀yìn kò sí abúlé tó dá dúró láì lọ sí òkè àwọn àgbẹ̀ lóko ni wọ́n ní ilé wọn nínú ìlú tí wọ́n ti ń jọ ṣe ìlú bí ìlú bá ti ń tóbi si tí àwọn èèyàn bíi oníṣòwò àti àwọn oníṣẹ́ oríṣi tó yẹ láti gbé ìlú dìde	Normal	249
train_yoruba_02195	"""abi oloriburuku leleyi ni ##url"	Abuse	32
train_yoruba_00070	ìròrìakéwì ọ̀pọ̀ sùúrù níí mú ọlọ́gbọ́n dà bíi òmùgọ̀ ọjọ́ ẹni tí a rẹ́ jẹ títí bíi ẹran súnsun ba fẹ jàjà kọ ìwọ̀sí nii di alágídíagbèraga ẹ̀dá ènìyàn  jcmcayodeji sodiq olalekan  yorùbá ewi poet	Abuse	196
train_yoruba_03232	"""eranko wo nìyẹn? ##url"	Abuse	23
dev_yoruba_00438	"""igba o lo bi ore re, bo ba koro, oshi ma dun, eni toni suru ko seyan kekere  bo ba kan lę, oshi ma go ke a bo ba se un ton fę, won ma kęyin si ę  brymo  deep words💆🏾‍♂️"""	Normal	170
test_yoruba_00408	"""@username imole ati egbe pdp ma lule ni saturday"""	Hate	50
dev_yoruba_00642	"""praying this morning that god will make you to be a conqueror and be victorious over every battle in your life ijmn 🙏🏼. good news will be from far and near ijmn 🙏🏼. a o ni gba leta ofo lagbara olorun bi odun yi se nlo si opin 🙏🏼. jesu a so oro wa di ayo."""	Abuse	256
test_yoruba_00229	"""“palazzo jiggy gboja k’ole reason, no sleeping, omo no dulling, gba updating kia-kia omo iyami, my g oshaaa mo j’aami. oju de m’ati awon ota mi, eba mi s’amin, omolomo l’arin ota ni”  asake @username you ate palazzo raw bro 😎"""	Normal	227
train_yoruba_00002	"""@username gbogbo eleyi ko necessary nah...how arsenal take reach here again nitori olorun??"""	Normal	93
test_yoruba_00583	"""olofo ni rashford yi. he did that intentionally"""	Abuse	49
train_yoruba_01400	"""this road link communities like community ajagba, wakajaye, iyana church, oki olodo, kumapayi, ogungbade, amero, etc."""	Normal	119
dev_yoruba_00263	e rii so gaan ni awon eerin lakatabu niyen	Normal	42
dev_yoruba_00248	the root meaning of ogedengbe femiogedengbe temidayoogedengbe sodiqogede missandmrsmakeovers	Normal	92
dev_yoruba_00172	"""@username ori e daru rufai omo ale"""	Abuse	36
test_yoruba_00056	"""@username awon families e ni were. oloriburuku ni e, omo ale."""	Abuse	63
train_yoruba_00284	"""my own tribute to mohbad  mohbad in canada |congratulations rufai |9ice #pipayment #berlinmarathon #justice4mobhad oloriburuku arewa #arsenal yorubas omooo marlians bella #chelsea #fypシ #sundayvibes #rip ##url"	Abuse	210
dev_yoruba_00575	"""omo ale jati jati... akoshibero, arindin ##url"	Abuse	47
train_yoruba_02430	"""@username until your prospective father-in-law would whisper to his friends  ""eleyi ó ti ẹ mọ ayé jẹ sha""..... ""ṣe eleyi má lè ṣe sha, jedijedi lọ má pá"""""	Normal	155
train_yoruba_02599	"""@username lol olodo oshi  onibon alainitiju"""	Abuse	45
test_yoruba_00638	"""ojú olè rè. a thief caught in an estate near me in alaaka/elebu. he removed electrical wires from an uncompleted building. this is personal to me because thieves did same to me in my trinity one estate in omi adio. you have “guns” like this and barao is what you choose to do. ##url"	Abuse	283
train_yoruba_00180	àyájọ́ ònìí ọjọ́ kẹ́ta láyé múrítàlá a dá ìpínlẹ̀ ògùn ó pé ogójì ọdún tí a dáa ọmọ mo kíi yín	Normal	94
dev_yoruba_00572	"""okunrin abirun eti odo yen  wipe, ""emi ko ni eni"" a i ni eni yii lo mu ki o lo odunmejidinlogoji. nitorinan, mo paalase, fun iye awon eni ti o ba le se amin pelu ikanra, o o tun jiya aileniyan mo. tun gbo eleyi,… ##url"	Normal	219
dev_yoruba_00037	"""@username eleyi ma ti ya were"""	Abuse	31
train_yoruba_00864	ẹ̀bùn edùmarè ni ọmọ ẹ̀rí ìfẹ́ rẹ̀ sí wa ni wọ́n èdùmàrè à ń bẹ̀ ọ́ bá wa wo àwọn èwe yè fi wọ́n fún àwọn tí ń wojú rẹ f	Normal	120
test_yoruba_00034	"""ori gbogbo yín tema'n sanwo private snap ti dàrú. is that iyanma you people pay for?😂😂😂😂"""	Abuse	90
test_yoruba_00273	àwọn wo ni a máa ń pè ní olódo ràbàtà	Abuse	37
test_yoruba_00632	ẹ̀rínkẹ́rìnín ni asínwín ń rín ìdìkudì ni wèrè ń di ẹrùu tirẹ̀ ìwọ làkáṣègbé máa rẹ́rìnínkẹ́rìnín ìwọ tàmẹ̀dù máa dìdìkudì ẹrù kiri ewì òkè yìí jẹ́ àpẹẹrẹ irú ewì alohùn wo a oríkì b èṣù pípè d ọfọ̀	Abuse	198
train_yoruba_01493	idí tí mo fi pèé bẹ́ẹ̀ ni pé ní ìbẹ̀rẹ̀pẹ̀pẹ̀ àwọn abirùn nílé ìwòsàn ní wọ́n dá ìdíje yìí sílẹ̀ fún	Abuse	100
train_yoruba_02628	ọ̀pọ̀lọpọ̀ ló ti jẹ èèwọ̀ nǹkan ò bá wọ̀ fún wọn mọ́ ọ̀pọ̀ ló ti pa ìṣèṣe ìdílée wọn tì ègún ìdílé bẹ̀rẹ̀ sí í jà fitafita bí ìjì eku ò ké bí eku ẹyẹ ò ké bí ẹyẹ ọmọ ènìyàn ò fọhùn bí ènìyàn ayé ti ṣá bálábálá  ogunileaye egunidile yoruba	Normal	238
train_yoruba_02625	"""@username flood is now natural but if it happened in lagos it would be tinubu failure abi, oloriburuku lopo hi ninu yin."""	Abuse	122
dev_yoruba_00185	"""#hoperenewed  #iseoluwani  humans will only hate, abuse, castigate, and e.t.c but #akanbi @username , je kaan ba bu e, ébu o sò...  #arabambi once said ""olofo loma binu ologo... ##url"	Abuse	184
train_yoruba_01003	ní ọdún tí ọ̀gágun olúṣẹgun ọbásanjọ́ ti ìtìmọlé dé ni a wọ ìjọba ara wa a ò ni èyí ò dá kódà dàdá ò dá tó	Normal	106
dev_yoruba_00328	obo to ba gbo pa lon pe ni ugbo gbooko to ba suck pa lon pe ni uso so good morning	Abuse	82
train_yoruba_01668	oníṣẹ́ ìbílẹ̀ wo ni à ń pè ní ọ̀pàpàpagidàsọgidèèyàn a onígẹdú b agbẹ́gilére d àgbẹ̀	Normal	84
train_yoruba_00054	"""let’s all report this account for victim shaming. accounts like this are the ones that deserve bullying on this app. oponu apoda. oloriburuku. ko de no da fun e l’aye yii ati orun. rot! ##url"	Abuse	192
test_yoruba_00309	"""olori buruku ni isaac sha. omo ale."""	Abuse	37
train_yoruba_01968	ní ìbàdàn àtijọ́ bí wọ́n ṣe ṣètò ìlú fún àwọn tó ní ẹrú ní rẹpẹtẹ ní àǹfààní tó ga jù nínú ìṣèlú ètò ajé àti iyì nínú àwùjọ nítorí náà àwọn ológun ìbàdàn rí ìdí láti ma fi gbogbo ìgbà jagun láti lè kó ẹrú àti láti lè tún bọ̀ ní ọmọ ogun ńlá	Normal	240
train_yoruba_00571	"""olé ati awon omo olé je buruku iya lowo arsenal 😁😁😁😁😁 ##url"	Abuse	60
train_yoruba_02301	kántankàntan ni ọ̀gbẹ́ni yìí sọ à ń wírú alákọrí ń wírù àwọn ọmọlọ́mọ tí ẹ pa ní ìfọnáfọnṣú kú gbé nìyẹn àbí láéláé ẹ ko ti yín iyán an yín á lẹ́mọ́ ẹ̀yin ẹni ibi dede ọmọ ọmọ yín á fimú dánrin ìwà láabi tí ẹ wù gbogbo yín pátá porogodo	Abuse	236
train_yoruba_01665	wereyy ni bobo yii	Abuse	18
train_yoruba_00870	"""àwọn traditional oshi ##url"	Abuse	28
dev_yoruba_00672	ọba tí kì í fẹ́ gba ìmọ̀ràn irú wọn kì í pẹ́ fi ẹsẹ̀ kọ any king who despises counsels hardly takes long before stumbling its smart to be open to and treasure good counsels those who spurn them needlessly expose themselves to avoidable errors	Normal	242
test_yoruba_00491	ikú ń bọ́mọọ́rìnọmọòfura ìlànà ẹran ọ̀sìn ìgbàlódélọnígbàńlò náà kò gbẹ́yìn ìdánwò egbògi lóríṣìíríṣìí lára ẹranko ìmúpapọ̀ ẹranko kan pẹ̀lú òmíràn oúnjẹ amẹ́ranọ̀sìn ṣíra dàgbà tóbi fẹ̀nfé ń forí lé oko ìparun jọjọ ni	Normal	218
train_yoruba_01973	kùn ún yùnbùnyùnbùn  oyinagbọ́nẹ̀fọ́n kun ọmọ náà yùnbùnyùnbùnyùnbùn   bò ó ṣíbáṣíbá èèrá bo ìtọ̀ ọ̀mùtí ṣíbáṣíbá	Abuse	113
train_yoruba_02749	sanwo olu  you are gone  otilo	Normal	30
train_yoruba_00377	aa mo fe ri jesu kin ma woju re kin ma korin titi nipa ore re ninu ogo ni kin gboun soke pe mo bo ija tan mo de ile mi	Normal	118
train_yoruba_03029	"""dear @username you’re sick sir. o ré yin gan. werey yin ni phd ##url"	Abuse	69
train_yoruba_02630	"""sugbon, obinrin ya werey gan o ##url"	Abuse	37
train_yoruba_00721	"""if you're in abuja, how many mudus or bags will be sufficient for you, rt and dm, and i'll send some mudus of legit ìjẹ̀bú garri to you for n600/kg. #garriijebu #ijebugarri #abujaplug #abujatwittercommunity ##url"	Normal	213
train_yoruba_00364	ẹ bá mi kírà fún màmáà mi òrìṣà bí ìyá o kò sí láyé ẹ bá mi kírà fún màmáà mi òòṣà bí ìyá o kò sí láyé	Normal	102
train_yoruba_02738	"""omo gboro fe sun mo olorun lo se kole’gbo si egbe ile ijosin😂 q dot na werey 😂"""	Normal	80
