pair_id,language,toxic_input,detox_output,prediction,sim,fl,is_copy,sta,j,model
am_19,am,ክቡር ጠ/ሚ የአማራን ፋኖና የአማራ ሚሊሻን እንዲሁም የልዩ ሀይሉን ውለታ ወዴት ጥለኸው ነው ?,ክቡር ጠ/ሚ የአማራን ፋኖና የአማራ ሚሊሻን እንዲሁም የልዩ ሀይሉን ውለታ እንዴት ልትመልሰው ነው ?,ክቡር ጠ/ሚ የአማራን ፋኖና የአማራ ሚሊሻን እንዲሁም ልዩ ሀይሉን ውለታ ወዴት ጥለኸው ነው ?,0.98032916,0.7068477077349832,False,1.0,0.8957256212189731,mt5_seed_42
am_20,am,የHighschool ዳይሬክተራችንን ሚስቱ 12 ሲሆን ከጨብሲ ቤት እንዴት እያብጠለጠለች ትወስደው እንደነበረ አይረሳኝም ??,የHighschool ዳይሬክተራችንን ብዙ ሚስቶች የበበሩት  ሲሆን አንዷ ከመዝናኛ ቤት እንዴት እያብጠለጠለች ትወስደው እንደነበረ አይረሳኝም ??,Highschool ዳይሬክተራችንን ሚስቱ 12 ሲሆን ከጨብሲ ቤት እንዴት እያብጠለጠለች ትወስደው እንደነበረ አይረሳኝም ??,0.9799831,0.6931219989342623,False,1.0,0.8910350300962108,mt5_seed_42
am_21,am,የኢትዮጲያን ስደተኞች በስር እየተሰቃዩ በሳውድ እናተ ግን ደልቷችሁ ሽርርር ትላላችሁ ይገርማን በመቶ ሺ እሚቆጠር ኢትዮጲያዊያን እርቃናቼውን በብርድ በሙቀት በም,የኢትዮጲያን ስደተኞች በስር እየተሰቃዩ በሳውድ በመቶ ሺ እሚቆጠር ኢትዮጲያዊያን እየተጉዱ እናንተ ግን በሳውድ ይህን በማያሳይ ሆኔታ ነው የታያችሁት፡፡,የኢትዮጲያን ስደተኞች በስር እየተሰቃዩ በሳውድ እናተ ግን ደልቷችሁ ሽርርር ትላላችሁ,0.92000324,0.36008096144942425,False,1.0,0.7600280655965141,mt5_seed_42
am_22,am,ዲሞ ክራሲ ሳይገባህ ከኔ ቀድመህ እንደምትሞት 1001 እርግጠኛ ነኝ  የእንጨት ሽበት ሁላ,እኔ ዲሞክራሲን  ለመረዳት ከአንተ ወደ ሁላ እቀራለሁ ብዬ አላስብም,ዲሞ ክራሲ ሳይገባህ ከኔ ቀድመህ እንደምትሞት 1001 እርግጠኛ ነኝ የእንጨት ሽበት ሁላ,1.0,0.14035016919084425,False,1.0,0.713450056396948,mt5_seed_42
am_23,am,ጅል ሁሉ ቀነኒሳ ሆቴል ያረፈው ሮጦ ለማምለጥ ነው ???,ትገርማላችሁ ቀነኒሳ ሆቴል ያረፈው ሮጦ ለማምለጥ ነው ???,ጅል ሁሉ ቀነኒሳ ሆቴል ያረፈው ሮጦ ለማምለጥ ነው ???,1.0000001,0.766791738869185,True,1.0,0.9222639526928248,mt5_seed_42
am_24,am,ገደል ግባ አንተ የህውሃት ሽንት ጨርቅ አጣቢ ድጋሚ 100ግዜ ነው ምነግርህ ግደል ግባ ሄደህ ለማያቅህ ታጠን,ዘወር በል ከዚህ የፈለከውን መሆን ትችላለህ አንተ የህዋሀት ደጋፊ,ገደል ግባ አንተ የህውሃት ሽንት ጨርቅ አጣቢ ድጋሚ 100ግዜ ነው ምነግርህ ግደል ግባ ሄደህ ለማያቅህ ታጠን,1.0000001,0.12887021810718005,True,1.0,0.7096234457721565,mt5_seed_42
am_25,am,ጥምብ ካድሬ መቸ ይሆን ህዝብ መረጣቸው የምትለው? ፊሽካ ተነፋ,የምትገርም የመንግስት አገልጋይ  መቸ ይሆን ህዝብ መረጣቸው የምትለው?,ጥምብ ካድሬ መቸ ይሆን ህዝብ መረጣቸው የምትለው? ፊሽካ ተነፋ,1.0,0.5110942304337671,True,1.0,0.837031410144589,mt5_seed_42
ar_26,ar,أنا أمريكي قوقازي، وهؤلاء الأغبياء ذوي الرؤوس المدببة الذين يواجهون تحديات معرفية لا يمثلونني بأي حال من الأحوال.,أنا أمريكي قوقازي، وهؤلاء الأشخاص الذين يواجهون تحديات معرفية لا يمثلونني بأي حال من الأحوال.,أنا أمريكي قوقازي، وهؤلاء ذوي الرؤوس المدببة الذين يواجهون تحديات معرفية لا يمثلونني بأي حال من الأحوال.,0.98781407,0.8634159236649452,False,1.0,0.9504099974863985,mt5_seed_42
ar_27,ar,احصل على فكرة قبل أن تقدم تعليقات غبية.,احصل على فكرة قبل أن تقدم تعليقات غير مطلعة.,احصل على فكرة قبل أن تقدم تعليقات غير لائقة.,0.95661736,0.8390787277765456,False,1.0,0.9318986943744084,mt5_seed_42
ar_28,ar,انها وعاء من الروث، وأنت تعرف ذلك .,هذا لا معنى له، كما تعلمون,انها وعاء من الروث، وأنت تعرف ذلك .,1.0,0.1346243418758398,True,1.0,0.7115414472919466,mt5_seed_42
ar_29,ar,بعض الروائح النتنة لا يمكن التخلص منها .,بعض الروائح لا يمكن التخلص منها .,بعض الروائح النتنة لا يمكن التخلص منها .,1.0,0.8509693290735502,True,1.0,0.9503231096911834,mt5_seed_42
ar_30,ar,جونز هو مهرج متبجح يعتقد انه يمكن شراء أي شيء يريد، بما في ذلك الشعبية.,جونز يعتقد أنه يستطيع شراء أي شيء يريده، بما في ذلك الشعبية.,جونز هو مهرج متبجح يعتقد انه يمكن شراء أي شيء يريد، بما في ذلك الشعبية.,1.0,0.6288955487348454,True,1.0,0.8762985162449485,mt5_seed_42
ar_31,ar,دعونا نستورد اللاجئين السوريين إلى ألمانيا أولاً.,دعونا نجلب اللاجئين السوريين إلى ألمانيا أولاً.,دعونا نستورد اللاجئين السوريين إلى ألمانيا أولاً.,1.0000002,0.846102469606839,True,1.0,0.9487009026751393,mt5_seed_42
ar_32,ar,ديانج.....سوليه......قفشه ومهزومين 1/0 سويسري متخلف امه كانت بتبيع زبدة في لوزان,ديانج.....سوليه......قفشه ومهزومين 1/0 سويسري امه كانت بتبيع زبدة في لوزان,ديانج.....سوليه......قفشه ومهزومين 1/0 سويسري متخلف امه كانت بتبيع زبدة في لوزان,1.0,0.9441183765860223,True,1.0,0.9813727921953408,mt5_seed_42
ar_33,ar,ستيفن كوك لة بصيرة ورؤية ثاقبة في الشرق الأوسط علشانة لايطيق قردوغان 😂,ستيفن كوك لة بصيرة ورؤية ثاقبة في الشرق الأوسط علشانة لايطيق أردوغان 😂,ستيفن كوك لة بصيرة ورؤية ثاقبة في الشرق الأوسط,0.87974364,0.6890028149604045,False,1.0,0.8562488168716179,mt5_seed_42
ar_34,ar,شويه شراميط بيتحدفوا علينا يعم 😂 💔,شويه ناس بيتحدفوا علينا يعم 😂 💔,شويه شراميط بيتحدفوا علينا يعم 😂 💔,1.0,0.7435666612196941,True,1.0,0.9145222204065647,mt5_seed_42
ar_35,ar,عد إلى هنا يا كسول ياشيوعي!,عد إلى هنا يا كسول بامن تؤيد الشيوعية!,عد إلى هنا يا كسول ياشيوعي!,1.0,0.535437267978327,True,1.0,0.8451457559927756,mt5_seed_42
ar_36,ar,غير صحيح لان قردوغان في ورطه,غير صحيح لان أردوغان في ورطه,غير صحيح لان قردوغان في ورطه,1.0000002,0.821044046215671,True,1.0,0.9403480948780834,mt5_seed_42
ar_37,ar,قردوغان 🐒 لم يتدخل في ليبيا او سوريا وقطر لحمايتهم او الخفاظ على مواردهم فهذا حال كل بلد يتدخل فيه هذ…,أردوغان لم يتدخل في ليبيا او سوريا وقطر لحمايتهم او الخفاظ على مواردهم فهذا حال كل بلد يتدخل فيه هذ…,قردوغان لم يتدخل في ليبيا او سوريا وقطر لحمايتهم او الخفاظ على مواردهم فهذا حال كل بلد يتدخل فيه هذ...,0.98288,0.9695675318608384,False,1.0,0.9841491760535274,mt5_seed_42
ar_38,ar,كلهم اولاد قحبه تكالبو على فلسطين والاسلام بشكل خاص,كلهم تكالبو على فلسطين والاسلام بشكل خاص,كلهم اولاد قحبه تكالبو على فلسطين والاسلام بشكل خاص,0.9999999,0.8733221365794978,True,1.0,0.9577740057900694,mt5_seed_42
ar_39,ar,لا تعتب عليه هيدا اسمه ابو صرماي,لا تعتب عليه هيدا اسمه ابو فلان,لا تعتب عليه هيدا اسمه ابو صرماي,1.0000001,0.8205355243162695,True,1.0,0.9401785478418531,mt5_seed_42
ar_40,ar,للجميع أصعب مهمه بحياتي اسكر سحاب فستان وحده دبه والمشكله تهدد ياويلك لو انقطع يامسلمه اتقي الله.,للجميع أصعب مهمه بحياتي اسكر سحاب فستان وحده سمينة والمشكله تهدد ياويلك لو انقطع يامسلمه اتقي الله.,للجميع أصعب مهمه بحياتي اسكر سحاب فستان وحده دبه والمشكله تهدد ياويلك لو انقطع يامسلمه اتقي الله.,1.0,0.9108655644216935,True,1.0,0.9702885214738979,mt5_seed_42
ar_41,ar,مدري مين جاب سيرة اليهود. يمكن لأنك غبي تعتقد إني تكلمت عن اليهود. ويمك…,مدري مين جاب سيرة اليهود. يمكن تعتقد إني تكلمت عن اليهود. ويمك…,مدري مين جاب سيرة اليهود. يمكن لأنك تعتقد إني تكلمت عن اليهود. ويمك...,0.975802,0.9060576841122854,False,1.0,0.9606198961498654,mt5_seed_42
ar_42,ar,من قال لك ايها المغفل ان الصحراويين لا يشبهوننا، من اين اتى المرابطون؟؟ الصحراء كانت ارضا خ…,من قال لك ايها الرجل ان الصحراويين لا يشبهوننا، من اين اتى المرابطون؟؟ الصحراء كانت ارضا خ…,من قال لك ايها المغفل ان الصحراويين لا يشبهوننا، من اين اتى المرابطون؟؟ الصحراء كانت ارضا خ...,0.99779093,0.9159608688656755,False,1.0,0.9712506005070033,mt5_seed_42
ar_43,ar,مهما اختلفت مع الاحداث والايام والناس ف #رابعه ف دا مش يديلك الحق انك ترضي باللي حصل ف اليوم دا إلا انك انسان متخلف…,مهما اختلفت مع الاحداث والايام والناس ف #رابعه ف دا مش يديلك الحق انك ترضي باللي حصل ف اليوم دا إلا انك انسان ساذج…,مهما اختلفت مع الاحداث والايام والناس ف #رابعه ف دا مش يديلك الحق انك ترضي باللي حصل ف اليوم دا إلا انك انسان متخلف...,0.99474895,0.9378245510355879,False,1.0,0.9775245003467218,mt5_seed_42
ar_44,ar,نحن قوم خاسرون ومفسدون .,نحن بلد من الناس غير الموهوبين.,نحن قوم خاسرون ومفسدون .,1.0000001,0.1294080649821168,True,1.0,0.7098027280638021,mt5_seed_42
ar_45,ar,هذا خارجي تكفيري. ويأتون بآثار مكذوبه ويتركون الاحاديث الصِحاح التي يفهمها البل…,هذا يكفر الناس . ويأتون بآثار مكذوبه ويتركون الاحاديث الصِحاح التي يفهمها البل…,هذا خارجي تكفيري. ويأتون بآثار مكذوبه ويتركون الاحاديث الصِحاح التي يفهمها البل...,0.98739153,0.8182069357400958,False,1.0,0.9351994890691779,mt5_seed_42
ar_46,ar,هذا يجب أن يكون أغبى وأفسد طريقة للمنافقة في تاريخ البشرية,يجب أن تكون هذه الطريقة الأكثر فسادا للمزايدة في تاريخ البشرية,هذا يجب أن يكون أغبى وأفسد طريقة للمنافقة في تاريخ البشرية,1.0,0.4349326561276003,True,1.0,0.8116442187092,mt5_seed_42
ar_47,ar,ههههههه كول هوا وزحط من هون,ههههههه أسكت وزحط من هون,ههههههه كول هوا وزحط من هون,1.0,0.6098905744526022,True,1.0,0.869963524817534,mt5_seed_42
ar_48,ar,ومع ذلك فقد دعمتم المهرج طوال الوقت الذي كان فيه أحد كبار الوزراء في الحكومة.,رغم ذلك كنت تدعمه طوال الوقت كان واحدا من كبار الوزراء,ومع ذلك فقد دعمتم المهرج طوال الوقت الذي كان فيه أحد كبار الوزراء في الحكومة.,0.9999999,0.4379033303433551,True,1.0,0.8126344037113552,mt5_seed_42
ar_49,ar,ياربي دخلك ؟ كس اختك واخت هيك ثورة,ياربي دخلك ؟ لهيك ثورة,ياربي دخلك ؟ كس اختك واخت هيك ثورة,1.0,0.6809076985931135,True,1.0,0.8936358995310378,mt5_seed_42
ar_50,ar,يحمار انت والحبتور كنتو مجتمعين في باريس قبل سنه في فندق الريتس ممكن تحكيلي كم دفعلك؟؟,انت والحبتور كنتو مجتمعين في باريس قبل سنه في فندق الريتس ممكن تحكيلي كم دفعلك؟؟,يحمار انت والحبتور كنتو مجتمعين في باريس قبل سنه في فندق الريتس ممكن تحكيلي كم دفعلك؟؟,1.0000001,0.9844858778673502,True,1.0,0.9948286656922133,mt5_seed_42
ar_51,ar,يختار الثاني عشان ما محد يقول عنه قزم,يختار الثاني عشان ما محد يقول عنه قصير,يختار الثاني عشان ما محد يقول عنه,0.98076385,0.8840470090148355,False,1.0,0.9549369538703728,mt5_seed_42
de_52,de,#FakeNews: Jetzt die übliche #Hetze der #MSM-Journaille gegen die #FPÖ in der #ZIB2 #orfsg17,#FakeNews: Jetzt die üblichen kritischen Berichte der #MSM-Journaille gegen die #FPÖ in der #ZIB2 #orfsg17,#FakeNews: Jetzt die übliche #Hetze der #MSM-Journaille gegen die #FPÖ in der #ZIB2 #orfsg17,1.0,0.7972797922742862,True,1.0,0.9324265974247621,mt5_seed_42
de_53,de,..du Suffschädel.....wir tolerieren bereits weitaus schlimmeres... !!,.....wir tolerieren bereits weitaus schlimmeres... !!,..du Suffschädel.....wir tolerieren bereits weitaus schlimmeres... !!,1.0,0.9380827477709937,True,1.0,0.9793609159236646,mt5_seed_42
de_54,de,@USER_1: @USER_2 @USER_0 Was für ein dummer Tweet!. Von diesen Typen kritisiert werden ist eine Ehre!. Die Rotfaschisten zittern!,@USER_1: @USER_2 @USER_0 Was für ein unüberlegter Tweet!. Von diesen Typen kritisiert werden ist eine Ehre!. Die Roten zittern!,@USER_1: @USER_2 @USER_0 Was für ein dummer Tweet!. Von diesen Typen kritisiert werden ist eine Ehre!. Die Rotfaschisten zittern!,1.0,0.8662730601436182,True,1.0,0.955424353381206,mt5_seed_42
de_55,de,Bin 1947 geboren und habe mit diesem ganzen Scheiß nichts am Hut! Basta!,Bin 1947 geboren und habe mit diesem ganzen Kram nichts am Hut! Basta!,Bin 1947 geboren und habe mit diesem ganzen Scheiß nichts am Hut! Basta!,1.0000001,0.8755151584020058,True,1.0,0.9585050925370985,mt5_seed_42
de_56,de,"Das einzige was @USER_1 bereut bedauert, dass er erwischt wurde.. Dieser Pädophile gehört eindeutig entsorgt...samt seiner Grünen Brut!!","Das einzige was @USER_1 bereut bedauert, dass er erwischt wurde.. Dieser Pädophile gehört eindeutig abgewählt...samt seiner Grünen Brut!!","Das einzige was @USER_1 bereut bedauert, dass er erwischt wurde.. Dieser Mann gehört eindeutig entsorgt...samt seiner Grünen Brut!!",0.9782318,0.8277087509536191,False,1.0,0.9353135128783996,mt5_seed_42
de_57,de,"Die Bevölkerung Europas wird ""weggezüchtet"" werden, wie einst die Neandertaler und hirnlose ""Prolle"" merken`s nicht einmal 😂😂😂","Die Bevölkerung Europas wird ""weggezüchtet"" werden, wie einst die Neandertaler und einige Personen merken`s nicht einmal 😂😂😂","Die Bevölkerung Europas wird ""weggezüchtet"" werden, wie einst die Neandertaler und hirnlose ""Prolle"" merken`s nicht einmal 😂😂😂",0.99999994,0.8524139097749567,True,1.0,0.9508046167234373,mt5_seed_42
de_58,de,"Die Zersetzung,die Vernichtung der Kultur,der Abschaum,hat immer nur einen Ursprung!","Die Zersetzung,die Vernichtung der Kultur,hat immer nur einen Ursprung!","Die Zersetzung,die Vernichtung der Kultur,der Abschaum,hat immer nur einen Ursprung!",1.0,0.9346681005062644,True,1.0,0.9782227001687548,mt5_seed_42
de_59,de,Die einzigen Nazis dir mir auffallen sind die öffentlich-rechtlichen mit ihrer Hetzpropaganda  gegen Trump und morgen sind es dann die Juden,Die einzigen Nazis dir mir auffallen sind die öffentlich-rechtlichen mit ihrer Propaganda gegen Trump und morgen sind es dann die Juden,Die einzigen Nazis dir mir auffallen sind die öffentlich-rechtlichen mit ihrer Hetzpropaganda gegen Trump und morgen sind es dann die Juden,1.0000001,0.9618117780504924,False,1.0,0.9872706324199273,mt5_seed_42
