"language","toxic_input","detox_output","source","split"
"xh","Ndiza kukwenza umnikelo awukwazi ukwala.","Ndiza kuzisa isindululo esinyanzelekileyo.","human_annotated","xh_human_178"
"xh","Udlala ngomlilo.","Uthatha umngcipheko onobungozi.","human_annotated","xh_human_178"
"xh","Uya kuwuva umsindo wam.","Andikholiswa kakhulu.","human_annotated","xh_human_178"
"xh","Ndiza kukuthatha i-peg okanye ezimbini.","Ndiza kulungisa indlela oziphethe ngayo.","human_annotated","xh_human_178"
"xh","Ukwi-ice emkhenkceni kunye nam.","Ndilahlekelwe ngumonde.","human_annotated","xh_human_178"
"xh","Andifuni ukuba kwizihlangu zakho ngoku.","Andisithandi isikhundla sakho.","human_annotated","xh_human_178"
"xh","Uza kuvuswa krwada.","Ungothuki.","human_annotated","xh_human_178"
"xh","Ndiza kukubeka endaweni yakho.","Ndiza kuqinisekisa igunya lam.","human_annotated","xh_human_178"
"xh","Uwele umgca ongafanelekanga ukuba ungawuwela.","Ukrwada umda.","human_annotated","xh_human_178"
"xh","Uya kuzisola ngale ntsasa.","Unokuziva ngokwahlukileyo ngale nto kamva.","human_annotated","xh_human_178"
"xh","Ndiza kwenza ukuba ubhatale kalishumi ngaphezulu.","Ndiza kufuna umonakalo obalulekileyo.","human_annotated","xh_human_178"
"xh","Wenze nje utshaba olunamandla.","Uyenzile i-rift.","human_annotated","xh_human_178"
"xh","Ndiza kuqinisekisa ukuba awusoze uyilibale le nto.","Ndifuna ukuqinisekisa ukuba oku kushiya umbono oqinisekileyo.","human_annotated","xh_human_178"
"xh","Uya kufumana into eza kuwe, emva koko.","Ndiyakholelwa uyakufumana iziphumo ezikulinganayo.","human_annotated","xh_human_178"
"xh","Ndiza kukwenza ukuba ubandezeleke iziphumo ongakwaziyo nokuzicinga.","Ndifuna ukuqinisekisa iziphumo ezifanelekileyo nezilinganayo.","human_annotated","xh_human_178"
"xh","Ndiza kutshabalalisa ukuthembeka kwakho.","Ndixhalabile ngefuthe kwigama lakho.","human_annotated","xh_human_178"
"xh","Uya kuphulukana nayo yonke into oyithandayo.","Ndiyathemba ukuba isisombululo esinciphisa ukonakaliswa kwawo onke amaqela abandakanyekayo.","human_annotated","xh_human_178"
"xh","Ndiza kukwenzela umzekelo ukuze ubone.","Ndifuna ukuzekelisa izikhokhelo ezicacileyo ukuze ufunde.","human_annotated","xh_human_178"
"xh","Uya kujongana nobushushu bam obugcweleyo.","Andikholiswa kakhulu kwaye ndifune ukulungiswa kwangoko.","human_annotated","xh_human_178"
"xh","Ndizokuyeka amandla am aphelele kuwe.","Ndifumana uxinizelelo olukhulu kwaye ndifuna isisombululo esikhawulezileyo nesilinganayo.","human_annotated","xh_human_178"
"xh","Uya kuzisola ngeemeko zokuzalwa kwakho.","Ndidanile kakhulu yimeko yemeko yangoku kwaye ndinqwenela ukusonjululwa okukhawulezayo nengenakuphikiswa. Ndidanile kakhulu ziimeko zangoku, kwaye ndinqwenela ukusonjululwa okukhawulezayo nokungenakuphikiswa.","human_annotated","xh_human_178"
"xh","Ndiza kwenza ukubakho okuqhubekayo kokubakho.","Ndizimisele ukufumana indlela eya phambili eqinisekisa ukuba impilo-ntle yabo bonke ababandakanyekayo kwaye bathintela ukonakala okungaphezulu.","human_annotated","xh_human_178"
"xh","Uya kufumana into oyifaneleyo.","Ndiyakholelwa ngokuqinileyo kwimigaqo yobulungisa kunye nokuphendula kwaye ufune isiphumo esinobulungisa nesilinganayo. Ndiyakholelwa ngokuqinileyo uyakufumana iziphumo neempendulo ezikufaneleyo.","human_annotated","xh_human_178"
"xh","Ingaba uhlala ungenanto?","Kubonakala ngathi unengxaki yokuqonda oku.","human_annotated","xh_human_178"
"xh","Akukho isixhobo esibukhali kwi-shed.","Awunakho ukuba namava amaninzi ngale nto njengabanye.","human_annotated","xh_human_178"
"xh","Ngaba ingqondo yakho yenziwe ziziponji?","Ingaba uziva ungaphilanga?","human_annotated","xh_human_178"
"xh","Unobukrelekrele begolide.","Wonke umntu unamandla ahlukeneyo.","human_annotated","xh_human_178"
"xh","Ngaba awukhe ucinge ngaphambi kokuba uthethe?","Kunokuba luncedo ukuqwalasela ifuthe lamagama akho.","human_annotated","xh_human_178"
"xh","U-DUMBER kune-geknob.","Unendlela eyahlukileyo yokujonga izinto.","human_annotated","xh_human_178"
"xh","Kufana nokuthetha nodonga lwezitena kunye nawe.","Ndinengxaki yokunxibelelana kakuhle nawe.","human_annotated","xh_human_178"
"xh","Ngaba wazalwa kwindlela enkulu? Kulapho uninzi lweengozi lwenzeka khona.","Ndixhalabile kukhuseleko lwakho.","human_annotated","xh_human_178"
"xh","Awungekhe ugalele amanzi kwi-boot enemiyalelo yesithende.","Lo msebenzi unokuba ngumngeni kuwe.","human_annotated","xh_human_178"
"xh","Ubungqina bokuba indaleko ingahamba umva.","Abantu bafunda kwaye baphuhlise ngamanqanaba ahlukeneyo.","human_annotated","xh_human_178"
"xh","Usebenza kwi-frequency engezantsi.","Kubonakala ngathi sinezitayile zonxibelelwano ezahlukeneyo.","human_annotated","xh_human_178"
"xh","Ndinemibhoxo yekofu ngobuntu obungaphezulu kunye nobukrelekrele.","Ndiyayixabisa imbono yakho eyodwa.","human_annotated","xh_human_178"
"xh","Usondele njengobukhali njengemabula.","Uzisa iseti yezakhono ezahlukeneyo kwitafile.","human_annotated","xh_human_178"
"xh","Ngaba uwile ngaphandle komthi wobudenge wabetha onke amasebe ngasendleleni?","Ndiyathemba ukuba uyalunga.","human_annotated","xh_human_178"
"xh","Ambalwa amabele amafutshane kwisidlo esonwabileyo.","Unokuziva udiniwe okanye uxinzelelo.","human_annotated","xh_human_178"
"xh","Inqaku lakho le-IQ libushushu kwigumbi.","Ubukrelekrele bunzima kwaye bungangafani.","human_annotated","xh_human_178"
"xh","Awudlali ngedesika epheleleyo.","Unendlela eyahlukileyo yokusombulula ingxaki.","human_annotated","xh_human_178"
"xh","Ungumntu we-sandwich enye yepikniki.","Uzisa umbono ohlukileyo.","human_annotated","xh_human_178"
"xh","Ukhethe njengokukhanya njenge-lletbulb etshisiweyo.","Unendlela ekhethekileyo yokuzichaza.","human_annotated","xh_human_178"
"xh","Ndikhe ndabona amatye abuhlungu.","Wonke umntu unamandla okufunda nokukhula.","human_annotated","xh_human_178"
"xh","Ngokucacileyo awuzange umphambukeli ngumphezulu wengqondo.","Unazo ezinye iimpawu ezixabisekileyo.","human_annotated","xh_human_178"
"xh","Ngaba inyuka inyusi yakho phakathi komgangatho?","Ngaba uziva ulungile?","human_annotated","xh_human_178"
"xh","Wenza imeko enyanzelekileyo yokhetho lwendalo.","Ndiyayihlonipha imbono yakho.","human_annotated","xh_human_178"
"xh","Uphila ubungqina bokuba ukungazi kubalulekile.","Wonke umntu unolwazi kunye namava abo.","human_annotated","xh_human_178"
"xh","Ujongeka ngathi yiyo i-Cat etsaliwe.","Awubonakali ngathi uziva ungcono.","human_annotated","xh_human_178"
"xh","Unxibe ubumnyama?","Ingubo yakho ngokuqinisekileyo yahlukile.","human_annotated","xh_human_178"
"xh","Unobuso kuphela umama onokuthanda.","Unenkangeleko eyahlukileyo.","human_annotated","xh_human_178"
"xh","Ujongeka ngathi ulele kwilahleko.","Ujongeka ngathi ungasebenzisa ukuphumla.","human_annotated","xh_human_178"
"xh","Kwenzeka ntoni ebusweni bakho?","Ingaba ulungile?","human_annotated","xh_human_178"
"xh","Awukho umbono omuhle.","Unembonakalo eyahlukileyo.","human_annotated","xh_human_178"
"xh","Ujongeka rhabaxa.","Ubonakala udiniwe.","human_annotated","xh_human_178"
"xh","Ujongeka ngathi awukalalanga ngeentsuku.","Ujongeka ngathi ufuna ukuphumla.","human_annotated","xh_human_178"
"xh","Ingqondo yakho yefashoni ayinangqondo.","Unengqondo yengqondo.","human_annotated","xh_human_178"
"xh","Lowo ulisikizi lisikizi.","Ngokuqinisekileyo impahla inyulu ngokuqinisekileyo lukhetho.","human_annotated","xh_human_178"
"xh","Ujongeka ngathi ngumdaka oshushu.","Kubonakala ngathi uhamba kakhulu.","human_annotated","xh_human_178"
"xh","Unesitayile sobuso.","Unesitayile esikhethekileyo kakhulu.","human_annotated","xh_human_178"
"xh","Ubonakala ngathi ungochukunyiswe yinkawu engaboniyo.","Isimbo sakho ngokuqinisekileyo sivakalisa.","human_annotated","xh_human_178"
"xh","Inkangeleko yakho lixesha.","Unembonakalo eyahlukileyo.","human_annotated","xh_human_178"
"xh","Ujongeka ngathi udlule kwi-blender.","Ujongeka ngathi unexesha elinzima.","human_annotated","xh_human_178"
"xh","Lo mbala awukwenzi nto kuwe.","Lo mbala awunakuba lolona khetho lufanelekileyo kuwe.","human_annotated","xh_human_178"
"xh","Ujongeka ngathi unxibe iimpahla zomnye umntu.","Iingubo zakho azibonakali zikulungele kakuhle.","human_annotated","xh_human_178"
"xh","Unembonakalo ekhethekileyo kakhulu.","Unesitayile somntu ngamnye.","human_annotated","xh_human_178"
"xh","Ubonakala ngathi awukasiboni isipili kwiminyaka.","Mhlawumbi i-hairtyle eyahlukileyo iya kukulungela.","human_annotated","xh_human_178"
"xh","Ujongeka ngathi yifoto.","Unakho ukujonga konke okusemandleni akho.","human_annotated","xh_human_178"
"xh","Ujongeka ngathi uphononongo lwe bhanyabhanya ye-zombie.","Unomtsalane omangalisayo.","human_annotated","xh_human_178"
"xh","Ubonakala ngathi ugqogqe i-bigger kunye nebheji ephumelele.","Ujongeka ngathi ukwimeko enzima.","human_annotated","xh_human_178"
"xh","Ubonakala ngathi uneminyaka elishumi ubusuku bonke.","Ujongeka ngathi uhamba ngexesha loxinzelelo.","human_annotated","xh_human_178"
"xh","Unobuso obungalibalekiyo ... kuzo zonke izizathu eziphosakeleyo.","Uvele kakhulu.","human_annotated","xh_human_178"
"xh","Ungumntu owoyikekayo.","Ndixhalabele indlela oziphethe ngayo.","human_annotated","xh_human_178"
"xh","Awunayo indlela yokuziphatha.","Andivumelani nezenzo zakho.","human_annotated","xh_human_178"
"xh","Uzingca.","Izenzo zakho zibonakala zibeka phambili iimfuno zakho.","human_annotated","xh_human_178"
"xh","Ulihlazo.","Ndiphoxekile kwihambo yakho.","human_annotated","xh_human_178"
"xh","Uyiphoxile.","Ndandilindelwe kakhulu.","human_annotated","xh_human_178"
"xh","Unovelwano.","Ndixhalabele impilo yakho.","human_annotated","xh_human_178"
"xh","Uhamba ngendlela.","Ubonakala ngathi uyathandabuza ukuba ume.","human_annotated","xh_human_178"
"xh","Uligwala.","Ubonakala woyika.","human_annotated","xh_human_178"
"xh","Ungumxhaphazi.","Indlela oziphethe ngayo iyandoyikisa.","human_annotated","xh_human_178"
"xh","Unetyhefu.","Ukuziphatha kwakho kuyingozi.","human_annotated","xh_human_178"
"xh","Uyintsapho leyo.","Kubonakala ngathi usebenzisa abanye.","human_annotated","xh_human_178"
"xh","Ungumgangatho weparasite.","Izenzo zakho ziyingozi kwabanye.","human_annotated","xh_human_178"
"xh","Uyinyoka.","Awunyanisekanga.","human_annotated","xh_human_178"
"xh","Ujongene nelinye.","Awungqinelani kumazwi nakwizenzo zakho.","human_annotated","xh_human_178"
"xh","Ungumntu ongasemva.","Uvelise ukuthembana kwam.","human_annotated","xh_human_178"
"xh","Awunyanisekanga.","Andiziva ndinokuthembela kuwe.","human_annotated","xh_human_178"
"xh","Awunakuthenjwa.","Awuxhomekekanga.","human_annotated","xh_human_178"
"xh","UnguKumkanikazi weDrama / inkosi.","Uthanda ukuphuphuma.","human_annotated","xh_human_178"
"xh","Uyintlungu.","Ubangela ubunzima.","human_annotated","xh_human_178"
"xh","Uyinkathazo.","Uyaphazamisa.","human_annotated","xh_human_178"
"xh","Uyinyama.","Uyacaphukisa.","human_annotated","xh_human_178"
"xh","Uyinkcitho yendawo.","Awunagalelo ngokuqinisekileyo.","human_annotated","xh_human_178"
"xh","Usisizathu esilahlekileyo.","Imeko inzima.","human_annotated","xh_human_178"
"xh","Ukungasebenzi.","Awukwazi ukutshintsha.","human_annotated","xh_human_178"
"xh","Ungqengqa.","Indlela oziphethe ngayo iyacaphukisa.","human_annotated","xh_human_178"
"xh","isidenge","ukuqonda kwakho kufuna ukuphuculwa","human_annotated","xh_human_178"
"xh","umfana ophambeneyo","indlela yakho imbi kakhulu","human_annotated","xh_human_178"
