language,toxic_input,detox_output,source,split
,"Obìnrin Mùsùlùmí sọ pé a sọ fún un pé kó ""mú aṣọ tí ó léwu yẹn kúrò ní orí òun""...",,MultilingualHateSpeechCSV,yo_toxic_only
,"ẹ má ṣe ṣe jẹ́ kí àwọn òǹrorò yìí máa ṣe ohun tí kò dáa, ẹ máa ṣe ohun tí kò dáa, ẹ máa ṣe ohun tí kò dáa, ẹ máa ṣe ohun tí kò dáa, ẹ máa ṣe ohun tí kò dáa, ẹ máa ṣe ohun tí kò dáa, ẹ máa ṣe ohun tí kò dáa, ẹ máa ṣe ohun tí kò dáa, ẹ máa ṣe ohun tí kò dáa, ẹ máa ṣe ohun tí kò dáa, ẹ máa ṣe ohun tí kò dáa, ẹ máa ṣe ohun tí kò dáa, ẹ máa ṣe ohun tí kò dáa, ẹ máa ṣe ohun tí kò dáa, ẹ máa ṣe ohun tí kò dáa, ẹ máa ṣe ohun tí kò dáa, ẹ máa ṣe ohun tí kò dáa, ẹ máa ṣe ohun tó burú.",,MultilingualHateSpeechCSV,yo_toxic_only
,Ọmọkùnrin tí ó jẹ́ ọmọdékùnrin kan tó ń gbé ní Yoruba àti ọmọ Obi ní ilẹ̀ Igbo ni.,,MultilingualHateSpeechCSV,yo_toxic_only
,"A kì í ṣe ẹni tí ń ṣe àdàkàdekè, a máa ń ṣe ara wa lọ́nà tó dára, àmọ́ a kì í fi àkókò ṣeré fún àwọn èèyàn.",,MultilingualHateSpeechCSV,yo_toxic_only
,"O jẹ ẹlẹ́tàn o fi ẹgbẹ́ náà sílẹ̀ nítorí àbáwọ́ rẹ̀ tí kò dára, ìṣòro tí àwọn Mùsùlùmí ń ṣe kò wá sókè nígbà yẹn.",,MultilingualHateSpeechCSV,yo_toxic_only
,Bó o bá rò pé àwọn obìnrin tí kò lè ṣe èyí kò ní jẹ́ kó o di òmùgọ̀ tó ń hùwà òmùgọ̀.,,MultilingualHateSpeechCSV,yo_toxic_only
,"Àwọn ọmọdé ní ààfin d'obas ń sọ èdè yorùbá dáadáa... nítorí náà, ètò àwọn nǹkan ti kú, ìjọba kò ní láárí",,MultilingualHateSpeechCSV,yo_toxic_only
,O máa ń ṣí Twitter lójoojúmọ́ kó o lè rí ohun tí kò tọ́ yìí.,,MultilingualHateSpeechCSV,yo_toxic_only
,"Àwọn obìnrin ní Nàìjíríà tí wọ́n ní èrò òmùgọ̀ yìí, tí o bá ti ní kí wọ́n jáde, o ò ní jẹ́ kí wọ́n jẹ́ gbèsè fún ọ.",,MultilingualHateSpeechCSV,yo_toxic_only
,Kí o má ṣe fi ọmọbìnrin burúkú kan ṣe àpò ìhòòhò bí ẹ̀yà mi tí kò ní ìbọn,,MultilingualHateSpeechCSV,yo_toxic_only
,Àwọn Fulani tí kò jẹ̀bi ní ti gidi... òmùgọ̀ ọ̀mùgọ̀... ó ṣeé ṣe kí bàbá àti ìyá wọn ló dá àwọn ìwà ìkà yìí... Maluu!,,MultilingualHateSpeechCSV,yo_toxic_only
,"Àwọn àwòrán tí ó wá láti Benue ti jẹ́ ohun ìrẹ̀wẹ̀sì, 1 kò lè máà sọ pé ó ń ṣiyèméjì nípa ìwà títọ́ àwọn tó ń ṣe àwọn ìpànìyàn wọ̀nyí.",,MultilingualHateSpeechCSV,yo_toxic_only
,Ìgbéyàwó àwọn ọkùnrin tí kì í ṣe ọkùnrin máa ń pa ìwà èèyàn run.,,MultilingualHateSpeechCSV,yo_toxic_only
,Àwọn kan tó wà lábẹ́ ipò òṣì gidi ń gbọ́ pé àwọn ń gbèjà àwọn tó ń ṣàkóso ilẹ̀ ọba.,,MultilingualHateSpeechCSV,yo_toxic_only
,"àwọn aládùúgbò ni àwọn ajàbàgebè, àwọn apaniyan àti àwọn tó ń jí èèyàn gbé. ẹ̀yin ọmọkùnrin ń bá ara yín sọ̀rọ̀ láìdáa. elrufai, gummi, buhari àti báyìí ẹ̀yin. òòjọ́, wọ́n fẹ́ gbẹ̀san. lónìí, àwọn ọmọ ilẹ̀ òkèèrè ni wọ́n. ọjọ́ mìíràn, wọ́n fẹ́ ruga. ta ni wọ́n bí kò bá jẹ́ arákùnrin yín? apàpa! wọ́n ń fi ara wọn pa mọ́ lábẹ́ ẹ̀sìn ísálì láti pa àwọn èèyàn",,MultilingualHateSpeechCSV,yo_toxic_only
,ìgbà wo ni ọmọ ìlú kan tó ń sọ̀rọ̀ nípa ẹ̀tọ́ rẹ̀ láti ṣọ̀tẹ̀ sí ìjọba di ìwà ọ̀daràn tó o ṣe àjèjì sí?,,MultilingualHateSpeechCSV,yo_toxic_only
,"Bẹ́ẹ̀ ni mo sọ fún un pé kó má ṣe gbé ìgbésẹ̀ méjì, kó kàn máa ṣe bí ẹ̀gàn.",,MultilingualHateSpeechCSV,yo_toxic_only
,"Àwọn alálùfún-èké-èké tí wọ́n ń sọ̀rọ̀ nípa fífi àbùkù rúbọ yìí, ó yẹ kí wọ́n lọ sínú ọ̀run àpáàdì.",,MultilingualHateSpeechCSV,yo_toxic_only
,"Gẹ́gẹ́ bí ará àríwá, fífi ìbò fún Buhari jẹ́ ìbò fún àríwá Nàìjíríà tó ti ń lọ́wọ́ sí àtúnṣe.",,MultilingualHateSpeechCSV,yo_toxic_only
,O jẹ́ òmùgọ̀ tó ń sọ̀rọ̀ nípa ìkórìíra.,,MultilingualHateSpeechCSV,yo_toxic_only
,O dun pe awọn ijọba ipinlẹ ọyọ pinnu lati ṣeto ebube-agu nikan lati ja awọn iṣẹ ti esn/ ipod ti awọn arakunrin wọn. nibo ni wọn ti wa ti awọn Fulani HERDSMEN ti n ṣe iwa ibajẹ awọn eniyan. a duro de ki a wo bi esn vs ebube-agu; guusu ila oorun vs guusu ila oorun yoo ṣe!,,MultilingualHateSpeechCSV,yo_toxic_only
,"Àwọn ọkùnrin tí wọ́n ń bára wọn tage... máa ń gbìyànjú láti fipá mú àwọn ìwà ìríra wọn bá gbogbo ayé lò, mo kábàámọ̀ pé ẹ̀yin ò ní kú.",,MultilingualHateSpeechCSV,yo_toxic_only
,"Àwọn ọmọbìnrin kì í sábà rí bẹ́ẹ̀, pàápàá nígbà tí wọ́n bá ń yọ ìyún.",,MultilingualHateSpeechCSV,yo_toxic_only
,Àwọn àlàyé tí wọ́n ṣe lórí ìsọfúnni yìí ń bani nínú jẹ́. àwọn ọmọ ogun Arewa ni wọ́n ń sọ lórí Twitter! wọn ò ní fi agbára yẹn ṣètò àwọn ìṣẹ̀lẹ̀ tó ń lọ lọ ní àríwá... awon olofo LINK,,MultilingualHateSpeechCSV,yo_toxic_only
,Àwọn Fulani Janjaweed jẹ́ àwọn apaniyan tó ń pa ìlú gbogbo run.,,MultilingualHateSpeechCSV,yo_toxic_only
,Ìṣòro Nàìjíríà ni pé Abokis yìí,,MultilingualHateSpeechCSV,yo_toxic_only
,"Àwọn ará àríwá ní Nàìjíríà jẹ́ àwùjọ àwọn èèyàn tí wọ́n ń ṣe inúnibíni, ṣùgbọ́n wọ́n múra tán láti kú kí wọ́n sì sin wọn sínú inúnibíni bí wọ́n bá ní ẹnì kan tí wọ́n jọ ń ṣàkóso!",,MultilingualHateSpeechCSV,yo_toxic_only
,Jọwọ ran Kristiani ati BIAFRA lọwọ lati da awọn iwa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-ipa-,,MultilingualHateSpeechCSV,yo_toxic_only
,Ẹ̀yìn tí Èṣù fi pa àwọn èèyàn run ni àwọn èèyàn ti ń gbé ayé tí kò sì ní lè rí ojú rere gbà.,,MultilingualHateSpeechCSV,yo_toxic_only
,"Ó dùn ún pé obìnrin ló ṣe é, àwọn alágàbàgebè, àmọ́ irú nǹkan bẹ́ẹ̀ tún wà nínú ayé.",,MultilingualHateSpeechCSV,yo_toxic_only
,"O ri eyi? ti o ba ti o ba ti o wa ni ariwa awọn ti yoo irawọ pe awọn orukọ; fulani, fulani. sugbon niwon o wa ni Lagos won nikan lo awọn ọrọ ti hoodlums fun awon ti o sun ohun-ini ati ki o ja diẹ ninu awọn. kan sọ fun wa wipe Yoruba ni WICKED, OJÁKUN ati crazy eniyan. akoko",,MultilingualHateSpeechCSV,yo_toxic_only
,Mo wà lórí tábìlì yìí o ti n ṣiyèméjì... àwọn ọmọbìnrin kan jẹ́ ẹlẹ́jẹ̀ẹ́ lásán,,MultilingualHateSpeechCSV,yo_toxic_only
,Lmaoooooo 😅 Ewu Hausa,,MultilingualHateSpeechCSV,yo_toxic_only
,"Ó ń wá ọ̀daràn tó lè rẹ́rìn-ín lé, nígbà tí gbogbo àgbájọ ọmọkùnrin náà sì ń ṣe eré ìdárayá tó ń ṣeré.",,MultilingualHateSpeechCSV,yo_toxic_only
,Mo kàn ń gbàdúrà pé kí àwọn ọmọ almájírí tó wà ní àríwá Nàìjíríà gba àwọn ọmọdé ní ilé ìwé lábẹ́.,,MultilingualHateSpeechCSV,yo_toxic_only
,"Mi ò bìkítà nípa, ìyẹn ni pé, ó jẹ́ ẹlẹ́yà-ẹni-nìkan.",,MultilingualHateSpeechCSV,yo_toxic_only
,"àwọn igbo jẹ́ agbéraga! má ṣe tan ara rẹ jẹ, wọ́n jẹ́ ẹ̀yà tó burú jù lọ nínú gbogbo ẹ̀yà 9ja, àwọn òbí ti kọ́ wọn láti bí wọn láti kórìíra ẹ̀yà mìíràn. wọn kì yóò rí ohun rere kankan nínú rẹ bí o kò bá jẹ́ igbo. má ṣe fipá mú ogun ìyè kan lọ́wọ́ ara rẹ. lọ sí ẹ̀gbọ́n mi obìnrin 💙💙",,MultilingualHateSpeechCSV,yo_toxic_only
