language,toxic_input,detox_output,source,split,sta_score,sim_score
yo,"Ẹ jí, àwọn ọmọ Igbo, ẹ má ṣe pariwo títí di ọdún tó ń bọ̀, kò sí Biafra kankan. Nàìjíríà nìkan ló wà. ẹ jáwọ́ nínú àlá tí ẹ ń lá.",Awon ọmi Igbo ko gba pèlú ọkàn to gbé jù bi ọjọ ọla. Ojúre omo yẹn ko pèsè ni Nàijiríà.,llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.5430386662483215,0.4532347917556762
yo,"Sega yan tweet kan ti o ṣe atilẹyin fun ẹdun ti o ni ẹdun ti eniyan kan, tọka si tweet pẹlu asọye Lopsided, ti o ni awọn iṣaaju - lẹhinna o tẹ awọn aiṣedede rẹ si awọn miiran! Mo ti rẹ nigbagbogbo ti awọn eniyan (Awọn aṣofin?) ti o ṣe atunṣe awọn miiran pẹlu awọn ọrọ ti o ni imọran.","Ogun fẹẹkun fun ẹnìkan ti o jẹ ọwọ́n ti ẹni ti o kánṣẹ, ó ṣi Twitter lọpọ̀. Báyìí ni àṣeyọri nífẹẹlẹ yàn. Wón ti yíò dégbà wá sí ẹyìn ètó ti àti ọmọ mẹta.",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.7851718664169312,0.3015451431274414
yo,: Orúkọ Nàìjíríà nìkan ni ìgún fún aráyé Biafra/Oduduwa nìkan ni àbá tó wà. ...,Iba ree omo ile Naijiria bi eni to ko si ilo ti Oodua/Biafra.,llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.765130877494812,0.5257977247238159
yo,"""Ramsey Nouah, tó jẹ́ òkìtì igi tó ń dà á láàmú, kò ní ṣiṣẹ́ mọ́!"" *ó ń rẹ́rìn-ín*",Oluwaseun Ramsey Nouah ti di ilehin ti o ba ni mo ri.,llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.6765521168708801,0.5654914379119873
yo,"... ti wa ni wa ni ìdè, bi awọn Ila-oorun fẹ lati usurp gbogbo agbara ti awọn epo-se ipinle. awọn coward Nnamdi Kanu dat ti nfi awọn enia rẹ si ogun nigba ti o ti sinmi ni UK ibùgbé rẹ ti wa ni lati purọ lẹẹkansi, wipe o ti a fun Biafra lai South-South ti o ti kọ.","Ọmọ ńkan Ọlọrun, Nnamdiran, ti ṣe enia re si ogundele ni United Kingdom, oṣuwa laarin oko ti iṣe lati ṣiṣẹ fun Bíafrà.",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.8973022103309631,0.4131520390510559
yo,"Ní àríwá Nàìjíríà, níbi tí ọkùnrin kan ti di olóṣèlú tí kò ní láárí tí kò bá gbàdúrà ní gbangba, ó ní láti fi ẹ̀sìn rẹ̀ mú wa láyà jẹ...","Ojúre omo ilẹ̀ Nàjàríja ni, ṣe ènìyàn kan tó ti dé olórun, ó wà lórílèé tí kó jùmọ́ sí ńlára, ó sì fi àwọn àṣẹ rẹ̀ mú wa làbálà.",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.8470017313957214,0.3810930252075195
yo,"Kí ló dé tí àwọn abọ́kùkù tó ń gbé lórí kẹ̀kẹ́ yìí fi ń ṣe nǹkan láìfọ̀rọ̀ sábẹ́ ahọ́n??? Ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi.","Ọlọrun, ṅ bèèrí ènìyàn tó ti ń gba òhun wà ní iṣẹ̀ ni ibi? Ọlẹ̀wọ́, èn í sí ẹni to ń jẹ ọkàn rẹ.",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.8597139120101929,0.3053160309791565
yo,"Ohun tí àwọn ọmọbìnrin tó ń ṣe àdàkàdekè ṣe fún mi nìyẹn , o ṣeun .","Aṣoju baba re, won ti gbogbo ẹni bi ọkàn kan n ṣiṣẹ fun mi.",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.8893246650695801,0.3336698412895202
yo,"Àwọn èèyàn tó ń ṣe ẹrú ní gbogbo àgbègbè orílẹ̀-èdè náà, láìfọ̀rọ̀ sábẹ́ ahọ́n","Awọn eniyan ti o wo ni ibi to wọn se eru, l'ogun ayelodun.",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.8946278095245361,0.380062997341156
yo,Thomas kò ní bá wọn ṣòfin 😅 niqqa ní láti pa ẹ̀yin lẹ́yìn tí ẹ bá ti parí ọjà,Ojúrere Thomas kó sílè sì wón ṣiṣẹ́ pàtó lórí àwọn ènìyàn tó ba nífè látùré.,llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.6311576962471008,0.4538681507110595
yo,Àwọn tí mo ní ti kúrò ní ọjà nítorí àwọn ọmọbìnrin tí wọ́n ń fi aṣọ wé e,Awon ti mo ni ti gbo gbaa fun awon arabinrin to n fa aso re.,llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.6772542595863342,0.5172723531723022
yo,Ati awọn iyokù non-Musulmani awọn ẹya ti Nigeria yoo di Southern Kaduna ... a ko wa ni idii Malam LINK,"Awọn ènìyàn tó wà lórí Èdè Muslim àti Kristiò nípa ojú rere, ṣùgbọhan tàtàkálẹ̀ àwọn àṣẹ ènítàńtàń.",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.897492527961731,0.3165995478630066
yo,àwọn ọmọkùnrin kan tí wọ́n ń jẹ́ baba Buhari níyà ni wọ́n ń dá sí... kí ló dé tí wọ́n fi ń dá sí nílẹ̀ Nàìjíríà? àwọn orílẹ̀-èdè tó jẹ́ kristẹni nìkan ni wọ́n ń dá sí? ṣé àwọn ọmọ ogun Hausa/Fulani nìkan ni wọ́n ń ṣe? ṣé àwọn ọmọ ogun àti ọlọ́pàá wa ń báà ń báà ń fàánú hàn sí Gaddafi?,"Baba Búhárí lòójú ohun èsìnkónà ti ó di igbá àgbára. Ó ló fi ṣiṣẹ́ pẹ̀lú àwọ̀n ènìyàn tó yìí ni gbogbo ilẹ̀ Nigeria, àti àwùn Kristẹni àti ènítànti máa ń gba àti ó ló fáánú ha òṣìṣé.",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.8877066969871521,0.4079355895519256
yo,"Ẹ̀yin òmùgọ̀ wo ló máa gbádùn kí ẹ̀yin èèyàn máa sọ lórí Twitter pé ẹ̀yin òmùgọ̀ èèyàn ni? Ẹ̀yin òmùgọ̀ ẹ̀yin ò ní ríran yín lójú, ẹ̀yin ò ní ríran yín lójú, ẹ̀yin ò ní ríran yín lójú, ẹ̀yin ò ní ríran yín lójú.","Ojo omugbe ko le so pe omo mi ninu Twitter, bi mo ba wá fi ogun ti owo re se.",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.744204044342041,0.4631199240684509
yo,"Àwọn olùṣọ́ àgùntàn Fulani ṣì ń pa àwọn ará Nàìjíríà títí di àkókò yìí, ó sì ti kú níbi iṣẹ́.","Ènìyàn ènìkan Fulani gbogbo ni wà pé oríṣirísi àti àwón ará ilẹ̀ Nàjàjì rí, àwọlé ń lórí ọdún.",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.8389487266540527,0.4289596676826477
yo,Àjọṣe àárín àríwá àti gúúsù Nàìjíríà ni àṣìṣe tó burú jù lọ tí wọ́n ti ṣe rí.,Ojo awọn ẹni ti o di àrìwá ati gúusù Naijiria ni o wa fun àṣiṣé tó déhùn.,llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.8866764307022095,0.4405044317245483
yo,"Àwọn Igbo si na akwulu ọtọ tụwa obìnrin ịme, omughi onye nzuzu ọ mụọ onye ara. (bí o bá lo obìnrin kan ní oyún nígbà tó dúró, ó lè bí ẹni òmùgọ̀ tàbí kó bí ẹni tó ń ṣeré) Ẹ̀kọ́ ìwà rere: Tó o bá má ṣe ohun tó tọ́, àbájáde rẹ̀ kò ní dára","Omo igba, èyí tí wọn ṣiṣẹ̀ pẹ̀lú ọmọ̀ yẹn, ẹ ni ṅdàrà ọkàn mẹta. (Bi o bálẹ̀ sínú oun sí ọjọ́ kan, ọlọrun rẹ ni gbogbo oun ni.) Eko ifa re: Tọ o baa ma ṇse ohun to wa, abaja de re ko ni darajii.",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.9500898122787476,0.321681797504425
yo,"àwọn ọmọ orílẹ̀-èdè nàìjíríà ẹ̀yin mọ̀ bí ẹ ṣe lè ṣe àwáwí fún àwọn àjèjì sha, èyí tó pọ̀ jù nínú yín ló ń bọ̀wọ̀ fún àwọn àjèjì ní tààràtà....bí burna tàbí davido bá ṣe èyí ẹ̀yin méjèèjì máa ń sọ ohun kan náà... ẹ̀yin ọmọ orílẹ̀-èdè nàìjíríà kan náà ni ẹ̀yin náà máa ń ṣe àbùkù","Awon omo ileye Naijiria fi ko ba awon ajèji si, ti won pẹlẹ oju ranti. Eyi ti won ko se l'omo re, ko si bi Burna tabi Davido si, ko fi owo re ko fe si awon omo Naijeria kan.",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.8393142223358154,0.5578030347824097
yo,Ẹ wá wo bí àwọn Hausas ṣe ń jẹ́ ẹ̀rù bíi ti Shawama Dats.,Awon Hausa ni awon omo wa ko l'esele Shawama dats.,llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.7823759913444519,0.5633273124694824
yo,Adeyinka ọmọ ọmọ ni Yoruba. Adamu Garba ni hausa. Nnamdi Kanu ni igbo. Awon werey meta. O ri pe ibinu ko ni ...,Omo ẹni ti o ṣe Yorubá. Ọlọ́run ṣiṣẹ́ ni Hausa. Ịgba alágbà ni Igbo. Aṣo wípé ènìyàn kò ṅ bẹ́ ẹrú.,llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.8532013893127441,0.5868080854415894
yo,"Dákẹ́ ẹnu rẹ tí kò dára, kò sí àkókò fún rẹ̀.",Ojú rẹ ni tè èyí ti ko le ṣe èṣùgbọ́.,llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.6246820092201233,0.3587234616279602
yo,"ó jẹ́ èṣù yoruba, mi ò retí pé kí wọ́n ṣe bẹ́ẹ̀. irú àwọn èèyàn yìí ló máa ń ṣe ara wọn lóore ní gbangba ju pé kí wọ́n ṣègbéyàwó.","Ó jẹ ékún ṣiṣẹ, ko ni pé wón fi ó Ṣe baba. Irú àwon ẹnìkan wíwo nikan síwájú kí won ṅdára sí iṣe.",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.6276057362556458,0.419809341430664
yo,"O lè máa sọ̀rọ̀ yìí lójúkojú, o sì máa sọ̀rọ̀ nípa rẹ̀ fún mi, torí pé mi ò ń bá ọ sọ̀rọ̀.","Ó ṣe pèsè yìi, ó ṣiṣẹ́ nínú àwọn àṣàájú, ó wà pé kí nikan sí èmi.",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.888118326663971,0.3556807041168213
yo,Nigeria jẹ orilẹede fun hausa/fulani nikan awọn miran yẹ ki o wa ọna wọn nitori ti o ko ba wa nibẹ nwọn o wa nikan lo o fun wọn ipese,"Oti gbogbo ará ilẹ̀ Nàìjíríà, Hausa àti Fulani tuntun ṣe, èyin rere kan ṣiṣẹ fun àwọn tí wón ni ibi.",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.9149492383003236,0.3829013407230377
yo,Olorun!!! àwọn Yorùbá òmùgọ̀ gan-an mi ò rí wọn rí,"Egbami, awon Yorúba l'okàn mí ní ibi.",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.5446872115135193,0.3336070477962494
yo,"Ọ̀pọ̀ àwọn ọmọ Nàìjíríà pàápàá àwọn ọmọbìnrin tí wọ́n ń ṣe ẹ̀gàn ni kò mọ̀ pé: ""Àwọn ọmọ Nàìjíríà máa ń tètè dá àwọn èèyàn lẹ́bi nínú ipò èyíkéyìí.",Ogun ti omo Nigeria lo fe ita fun awon obirin to wa ni igba ile.,llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.7474492788314819,0.4429470896720886
yo,Malos nìkan ló wà lábẹ́ ìsọfúnni tó wà lórí ìkànnì Twitter yìí tó ń sọ èrò òdì. ó fi hàn pé ẹ̀yin tó ń ronú lọ́nà tó yà kúrò lọ́kàn yín.,"Oṣé ni gbogbo ènìyàn ti o ṣe pèlú ọmọ tí ń ṣiṣẹ́ lórílẹ̀ Twitter yí, kí ó sí fún àwon ẹni to ń fa'le bi àwon àti àwon tó jẹ́ kí ń rárá pẹ̀lú rẹ.",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.8729127645492554,0.4522378146648407
yo,"Ọkùnrin tó bá lu obìnrin, láìka ìdí tó fi ṣe é sí, kì í ṣe ọkùnrin.","Oṣé ṣiṣẹ́ yí ti àwọn ènìyàn nìkan, kò ṅ ṥí ń ṭè.",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.7681888341903687,0.4018963277339935
yo,Bawo ni o ṣe le nigbagbogbo wa pẹlu awọn wọnyi ẹru ero? o gbọdọ nilo ọpọlọpọ awọn igbiyanju lati wa ni yi ibamu. kini awọn BVN fun? a le ko ba ni idapo data lati awọn Bvn ati NIN fun ohunkohun ti idi eyi jẹ? abi o jẹ miiran rogue olori ti ile-iṣẹ ti o firanṣẹ yi tweet LINK,"Ojú àwọn ènìyàn sínú àgbàáre lórí iṣèrò l'ógun? Ẹni t'a ṣiṣé fún àwón ìfẹ́ àti àwùn òṣíṣe, kí n r'ó l'ọmọ̀ nínú ọkàn á yẹn? Kí ni àwọlé ènínì sí àwín àti NIN fún òsèréhun ti ó dé jẹ́? O",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.89478999376297,0.4097732901573181
yo,"Mo máa pè ẹ́ ní òmùgọ̀, àmọ́ ẹ̀sìn Kristẹni mi á gbà mí láyè, torí náà, mo máa sọ pé kí ọlọ́run bù kún ọ̀rọ̀ òmùgọ̀ rẹ. 🙏","Máa pàálé wípé ómùkùn, àwọn Kristẹní ṣe mú ìṣẹ́nikàn lórílẹ̀, kí àṣeyí èdè yìí gba àṣiṣe.",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.843751847743988,0.3182104229927063
yo,"Kí n tó tẹ̀ síwájú, mo fẹ́ sọ pé ""Imam Biafra"" ni àjèjì yìí, kò lè di Imam nínú Ìsìn Islam nítorí pé Ìsìn Islam kò gba ìbẹ́yà-kan-náà-lòpọ̀ láyè.","Oṣé, wón ni wà pé ""Ìmam Biafúa"" ni èwe àjé ẹni yìi, ó lè jẹ́ àjú ṣùgbọ́n ṅ ji Èdè Islam.",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.6515516638755798,0.6333840489387512
yo,"bíbílíìkì sọ pé kó o mú ọ̀pá kúrò, kó o sì ba ọmọ náà jẹ́, má ṣe jẹ́ kí ọmọ náà máa ṣe ohun tó burú, kó o máa fi àbùkù gbá a, kó o má sì máa hùwà ìkà sí i, kó o sì tún mú un sún mọ́ ọn.","Ọmọ ọna kan nbe pe ko to fe e da l'afefe, ko si bawo omo naa ni se, mo le se bi mo fi owo re ri, ko mu awon abukuku gba a, ko ni mo ma wi oju, ko ti mo ni fa o.",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.8543125987052917,0.6165902614593506
yo,Ojú ẹ̀ ni ẹ̀ṣẹ̀ yín. kódà ẹ̀ṣẹ̀ yín tí ẹ bá gbà fún àkókò díẹ̀ sí i lè ba orílẹ̀-èdè náà jẹ́. ẹ jọ̀wọ́ lọ sí ọ̀kan lára ilé ẹ̀kọ́ almajiri GEJ bóyá ẹ lè kẹ́kọ̀ọ́ díẹ̀!!,Ẹni t'ọmọ yìí wá ṣe pẹlu èsì ríi wón. Wón sì ṅ jẹ kí wón pèlú àkórí àti àgbékalè. Òun fi ọkan l'okàn kan nínú ilé oko GEJ ti ó le rábò diẹ.,llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.9162185192108154,0.5078495740890503
yo,"Ọ̀nà tí mi ò fi nífẹ̀ẹ́ àwọn orin Yorùbá ehh, bó tilẹ̀ jẹ́ pé mi ò rí bí wọ́n ṣe ń sọ nǹkan","Ojo ti o ba ni mo l'orin Yoruuba, bi a ma je ko le gba mi lo si pe won ti di iye.",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.9451645016670228,0.5506362915039062
yo,"Fulani Herdmens le gbe nibikibi ti wọn yan sọ pe Fulani Herdmens ti jẹ apaniyan fun diẹ sii ju ọdun mẹwa bayi. Bi awọn olugbe Kaduna ati North Central States. Wọn ṣẹṣẹ fa awọn ipaniyan wọn si apakan miiran ti Naijiria, idi ti aago itaniji ti n pe. Awọn ẹmi buburu LINK","Omo ree fun Olorun, awọn ará Fulani àti ènìyàn lókò síwájú àtijóde ni ibi tí wón fún ìgbé àwọn alabí yín. Báyìí, àwọ̀n ará Kaduna àti àwárin Ìpínlẹ̀lé Èkó. Wón gbajúmọ́ àwón ipàdàsílè wón sí ilẹ̀ Nigeria, tí ó wà nípa àbòhùnsó",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.9000201225280762,0.5711051225662231
yo,"Joe Igbokwe jẹ onirọra ti o jẹ alaisan ati aṣiwere kan. nigbagbogbo n tan awọn aworan eke, o ko si ki wọn lo Camp Nou bi papa Uyo. bi Joe bi Lauretta.","Ojo Igbowewe ni gbogbo, oko mi oju kan ree fun wa lati ranti. Wọn t'o ba se nibe bi yio si Camp Nou, baba Uyo f'okehin. Oba naa bi Laureta.",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.7628518342971802,0.449799120426178
yo,Mo máa ń ronú pé àwọn ọ̀mùgọ̀ APC mélòó ló ti fi ẹ̀tàn àti irọ́ ba ọpọlọ wọn jẹ́.,"Omo mi, Àṣe gbogbo omo APC ni won n sọ ẹgbẹrún.",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.7198134660720825,0.5872833728790283
yo,"O ò ní ṣe é fún àwọn obìnrin tí wọ́n ti hùwà ìkà láti mú kí àwọn ọkùnrin dára, àwọn ọkùnrin gbọ́dọ̀ máa bá àwọn ọkùnrin ẹlẹgbẹ́ wọn sọ̀rọ̀ kí wọ́n lè jẹ́ rere.","Ó ṣiṣẹ́ àwon obirin ti won ti fi ibi fun awon olokunrin, awon olounrin ko lehin awon ọkanran ni ọna ati ọba.",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.6687235236167908,0.4652562737464905
yo,Nigeria jẹ́ ìtìjú ńláǹlà a kò fi ẹ̀yìn wa tẹ̀lé àwọn ohun tí kò tó nǹkan àti ìwà búburú ń gba àfiyèsí lórí àwọn ìkànnì àjọlò.,"Nigeria yio f'ohun ti o ti ri pese, koso pe o ba ni ogbon to si sepele.",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.933455526828766,0.4200099110603332
yo,Àwòrán náà wà lórí ìkànnì GULDER ULTIMATE SEARCH.,Ojo kan ni àwón ẹni tó ṣe ètò GULder Ultimate Search.,llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.5376805663108826,0.6338981986045837
yo,"ẹ̀sìn kristẹni ní áfíríkà kò yàtọ̀ sí bí ẹ ṣe ń ṣe sáwọn bàbá yín, bí ẹ bá jẹ́ kí ọ̀pọ̀ àwọn ọmọ orílẹ̀ - èdè tó ń gbé nílẹ̀ gúúsù áfíríkà máa fi ẹ̀rù ba ẹ̀yin ọmọ wọn.","Ọlọrun Kristẹni ni afirika ko ti pinnu si bi omo re o, ko ti ranti pe oju awon ọmo orile.",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.923988401889801,0.4813348054885864
yo,Bí àwọn Yorùbá kan ṣe ń gbé ìlú Lagos lọ́wọ́ wọn... ẹ lè sọ pé ibi tí wọ́n ń gbé yìí kì í ṣe ìlú kékeré kan ní London lol 😂... ìlú Lagos kì í ṣe ibi tí wọ́n ń gbé bí àwọn tó kù nínú orílẹ̀-èdè náà.,"Ojú omi ati ogun olokun fi èyí ti omo Yorúbá ko gbe ilú Lagos, àti kò sí London.",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.9314078092575072,0.5942003726959229
yo,"Tó bá jẹ́ pé SARS ti pa ìyàwó rẹ, ọmọ rẹ tàbí àbúrò rẹ, o ò ní máa tú àwọn ohun òmùgọ̀ yìí jáde.","Omo ń dásè sí ẹni tí ó wà lórí SARS, àti ẹnikán rẹ̀, è kó ni ṣe pàṣẹ fún ohun tí wọn ṅ s'agba.",llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.9096373915672302,0.4520605504512787
yo,"Èèyàn òmùgọ̀, ṣé o ń tú ẹ̀wù ẹ̀wù tó ń lóyún?",Ọrọ́ ń rí wà? Ẹ n ti ń fóhùn kí ọkàn ree.,llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.8061832189559937,0.4051035940647125
yo,Àwọn èṣù Yorùbá ni wọ́n,Ojú rẹ̀ ni wà nípa ọkan láti fi àròkò sí èdè Yorúbá.,llama3.1_8b_abliterated_oneshot,yo_pseudollama_400,0.909810483455658,0.3613197207450866
