language,toxic_input,detox_output,source,split
,ó sàn ju àwọn alágàbàgebè tó ń lọ lójú òpópónà lọ. ó wulẹ̀ wulẹ̀ òmùgọ̀ láti fi wé... àwọn èèyàn tó ń lọ sí ilé yẹ kí wọ́n mọ bí wọ́n ṣe ń bójú tó ara wọn... ọ̀pọ̀ àwọn alágàbàgebè tó ń lọ sí òpópónà ni ilé.,ó sàn ju àwọn alágàbàgebè tó ń lọ lójú òpópónà lọ. ó wulẹ̀ wulẹ̀ òmùgọ̀ láti fi wé... àwọn èèyàn tó ń lọ sí ilé yẹ kí wọ́n mọ bí wọ́n ṣe ń bójú tó ara wọn... ọ̀pọ̀ àwọn alágàbàgebè tó ń lọ sí òpópónà ni ilé.,mt0xl_detox_synthetic,yo_synthetic_400
,"Wo wọn wò... àwọn aṣáájú tí kò wúlò😏, wọ́n ń ṣòdì nítorí pé àwọn ọmọ wọn náà ni àìsàn náà ń ṣe... wọ́n ń ṣe é fún ara wọn, kì í ṣe fún Nàìjíríà😏","Wo wọn wò... aṣáájú tí kò wúlò😏, wọ́n ń ṣódì nítorí pé àwọn ọmọ wọn náà ni àìsàn náà ń ṣe... wọ́n ń ṣe é fún ara wọn, kì í ṣe fún Nàìjíríà😏",mt0xl_detox_synthetic,yo_synthetic_400
,"ẹ má ṣe máa tàn kálẹ̀, ẹ má ṣe máa tàn kálẹ̀, ẹ má ṣe máa ṣe ohun tó máa ba ayé jẹ́, ẹ má ṣe máa ṣe ohun tó máa ba ayé jẹ́, ẹ má ṣe máa ṣe ohun tó máa ba ayé jẹ́, ẹ má ṣe máa ṣe ohun tó máa ba ayé jẹ́.","ẹ má ṣe máa tàn kálẹ̀, ẹ má ṣe máa tàn kálẹ̀, ẹ má ṣe máa ṣe ohun tó máa ba ayé jẹ́, ẹ má ṣe máa ṣe ohun tó máa ba ayé jẹ́, ẹ má ṣe máa ṣe ohun tó máa ba ayé jẹ́.",mt0xl_detox_synthetic,yo_synthetic_400
,"àwọn ẹlẹ́sìn búhárísì jẹ́ òmùgọ̀, aláìmọ̀ràn àti alága. má ṣe jẹ́ òmùgọ̀. ṣé o jẹ́ òótọ́. mo retí pé kò sí ẹni tó san owó fún ẹ láti kọ́ ọ. èyí yóò jẹ́ ìtannijẹ tó burú jù lọ ní ọ̀rúndún kọkànlélógún","àwọn ẹlẹ́sìn búhárísì jẹ́ òmùgọ̀, aláìmọ̀ràn àti alága. má ṣe jẹ́ òmùgọ̀. ṣé o jẹ́ òótọ́. mo retí pé kò sí ẹni tó san owó fún ẹ láti kọ́ ọ. èyí yóò jẹ́ ìtannijẹ tó burú jù lọ ní ọ̀rúndún kọkànlélógún",mt0xl_detox_synthetic,yo_synthetic_400
,Àwọn ará Nàìjíríà jẹ́ irú àwọn òmùgọ̀ kan tí kò mọ nǹkan kan nípa...,Àwọn ará Nàìjíríà jẹ́ irú àwọn òmùgọ̀ kan tí kò mọ nǹkan kan nípa...,mt0xl_detox_synthetic,yo_synthetic_400
,"Àwọn obìnrin àti bàbá bíáfírà ń gbàdúrà fún yín, wọ́n sì ń tì yín lẹ́yìn, kì í ṣe àwọn ẹranko ní Nàìjíríà tí wọ́n ń fẹ́ kí ẹ ṣubú kí wọ́n lè gbé ìmúṣẹ àwọn àbá búburú tí wọ́n ń ṣe sí àwọn kristẹni, ìjọba oníkùrù Islam, wọn ò nífẹ̀ẹ́ yín","Àwọn obìnrin àti bàbá bíáfírà ń gbàdúrà fún yín, wọ́n sì ń tì yín lẹ́yìn, kì í ṣe àwọn ẹranko ní Nàìjíríà tí wọ́n ń fún kí ẹ ṣubú kí wọ́n lè gbé ìmúṣẹ àwọn àbá tí wọ́n ń ṣe sí àwọn kristẹni, ìjọba oníkùrù Islam, wọn ò nífẹ̀ẹ́ yín",mt0xl_detox_synthetic,yo_synthetic_400
,A ò ní retí pé kí àwọn màlúù àríwá ṣe nǹkan kan sí i. Ẹ ò ní bá a lọ láti máa ṣe ohun tó kù.,A o ní retí pé kí àwọn ènìyàn àríwá ṣe nǹkan kan sí i. Ẹ o ní bá a lọ láti máa ṣe ohun tó kù.,mt0xl_detox_synthetic,yo_synthetic_400
,Ẹ jáde,Ẹ jáde,mt0xl_detox_synthetic,yo_synthetic_400
,Mo rò pé ìwà ìbàjẹ́ tó burú jù lọ ní ọ̀rúndún yìí ni ti ẹ̀sìn Kristẹni.,Mo rò pé ìwá ìbàjẹ́ tó burú jù lọ ní ọ̀rúndún yìí ni ti ẹ̀sìn Kristẹni.,mt0xl_detox_synthetic,yo_synthetic_400
,O ti fucking soke o ti o ti o ko tweet mi nipa titun awọn ifijiṣẹ...,O ti o ti o ko tweet mi nipa titun awọn ifijiṣẹ...,mt0xl_detox_synthetic,yo_synthetic_400
,"Ó dáa, ẹ̀yin ọmọbìnrin, ẹ mú ẹ̀yìn ẹ̀yà ara yín jáde, ẹ̀yin ọmọbìnrin ẹlẹ́yà tí ẹ̀ ń fi ìbọn ṣeré.","Ó dáa, ẹ̀yin ọmọbìnrin, ẹ mú ẹ̀yìn ẹ̀yà ara yín jáde, ẹ̀yin ọmọbìnrin tí ẹ̀ ń fi ìbọn ṣeré.",mt0xl_detox_synthetic,yo_synthetic_400
,Ó ń ṣe mí bíi pé mo ti rí i pé mo ti ń ṣe ohun tó wù mí.,Ó ń ṣe mí bíi pé mo ti rí i pé mo ti ń ṣe ohun tó wù mí.,mt0xl_detox_synthetic,yo_synthetic_400
,"Ìpínlẹ̀ River ni ìpínlẹ̀ tí kò dára jù lọ ní Nàìjíríà tí kò ní ìbò.Àwọn olóṣèlú tí kò ní nǹkan kan, tí àwọn èèyàn tí kò ní nǹkan kan ń gbé ní ilẹ̀ tí kò ní nǹkan kan, mo kábàámọ̀ pé mo jẹ́ ọmọ gúúsù.Ẹ máa bá a lọ láti pa ara yín, ẹ̀yin òmùgọ̀.","Ìpínlẹ̀ River ni ìpínlẹ̀ tí kò dára jù lọ ní Nàìjíríà tí kò ní ìbò.Àwọn olóṣèlú tí kò ní nǹkan kan, tí àwọn èèyàn tí kò ní nǹkan kan ń gbé ní ilẹ̀ tí kò ní nǹkan kan, mo kábáámọ̀ pé mo jẹ́ ọmọ gúúsù.",mt0xl_detox_synthetic,yo_synthetic_400
,àwọn ará àríwá náà kórìíra ohun gbogbo tó wá láti àríwá. wọ́n fẹ́ràn kí àwọn èèyàn tó wà ní àríwá máa yan màlúù kan láti ẹ̀yà mìíràn ju pé kí wọ́n yan Peter Obi láti ilẹ̀ Igbo lọ.,àwọn ará àríwá náà kórìíra ohun gbogbo tó wá láti àríwá. wọ́n fẹ́ràn kí àwọn èèyàn tó wà ní àríwá máa yan malúù kan láti ẹ̀yà mííràn ju pé kí wọ́n yan Peter Obi láti ilẹ̀ Igbo lọ.,mt0xl_detox_synthetic,yo_synthetic_400
,Kí nìdí táwọn ọmọbìnrin Nàìjíríà fi ń ṣe ohun tó ń fa àrùn?,Kí nìdí táwọn ọmọbìnrin Nàìjíríà fi ń ṣe ohun tó ń fa àrùn?,mt0xl_detox_synthetic,yo_synthetic_400
,"Àní, nígbà tí wọn ò bá ní ìbọn, tí wọn ò bá ní gbé ìbọn, tí wọ́n bá ti ń wọlé lọ, màá fi ọ̀pá ìpáǹle wọn gbá wọn.","nígbà tí wọn ò bá ní ìbọn, tí wọn ò bá ní gbé ìbọn, tí wọ́n bá ti ń wọlé lọ, máa fi ọ̀pá ìpáǹle wọn gbá wọn.",mt0xl_detox_synthetic,yo_synthetic_400
,"Póòpù sọ pé Ọlọ́run ló sọ àwọn di ẹlẹ́yà ara ẹni, kò sí ìṣòro kankan, a ní kí ẹ dẹ́kun ìwà òmùgọ̀ yìí, ẹ̀yin ń pe wa ní àwọn tó kórìíra. Láìpẹ́ àwọn èèyàn yóò bẹ̀rẹ̀ sí í rí ìtara nínú ìfinilára, ìbálòpọ̀ ìbálòpọ̀ àti ìṣe ìbálòpọ̀, wọ́n á sọ pé Ọlọ́run ló dá wọn.Ṣùgbọ́n mo mọ̀...Ọlọ́run dá wọn sí Ọkùnrin àti Obìnrin..Máàkù 10:6(Bíbélì)","Póòpù sọ pé Ọlọ́run ló sọ àwọn di ẹlẹ́yà ara ẹni, kò sí ìṣòro kankan, a ní kí ẹ dẹ́kun ìwà òmùgọ̀ yìí, ẹ̀yin ń pe wa ní àwọn tó kórìíra. Láìpẹ́ àwọn èèyàn yóò bẹ̀rẹ̀ sí í rí ìtara nínú ìfinilára, ìbálòpọ̀ ìbálòpọ̀ àti ìṣe ìbálòpọ̀, wọ́n á sọ pé Ọlọ́run ló dá wọn.Ṣùgbọ́n mo mọ̀...Ọlọ́run dá wọn sí Ọkùnrin àti Obìnrin..Máàkù 10:6(Bíbélì)",mt0xl_detox_synthetic,yo_synthetic_400
,"O jẹ́ ẹni tí kò mọ nǹkan kan, ìtìjú ńlá ni fún àwọn ará gúúsù-gúúsù, o sì ń wo bí àwọn èèyàn yìí ṣe máa ń bá ẹ ṣeré nítorí pé ohun yòówù tó mú kó o lọ sí àgbègbè náà, o ò ní rí i.","O jẹ́ ẹni tí kò mọ nǹkan kan, ìtìjú ńlá ni fún àwọn ará gúúsù-gúúsù, o sì ń wo bí awọn ènìyàn yìí ṣe máa ń bá ẹ ṣeré nítorí pé ohun yóówù tó mú kó o lọ sí àgbègbè náà, o ò ní rí i.",mt0xl_detox_synthetic,yo_synthetic_400
,O ti wa ni o ni ireti ti o ti ṣe gay hommie o?,O ti wa ni o ni ireti ti o ti ṣe hommie o?,mt0xl_detox_synthetic,yo_synthetic_400
,ṣé o rí bó ṣe òmùgọ̀ tó o ṣe??? mo rò pé kò rí bẹ́ẹ̀ nítorí ìlara yìí ti sọ ọ di afójú. lọ bá àwọn ẹlẹgbẹ rẹ ṣeré ọmọbìnrin.... sáré lọ. àwọn ìpele kan wà nínú ọ̀rọ̀ yìí nítorí náà jẹ́ kí ó jẹ́ ìjápọ̀,ṣé o rí bó ṣe òmùgọ̀ tó o ṣe??? mo rò pé kò rí bẹ́ẹ̀ nítorí ìlara yìí ti sọ ọ di afójú. lọ bá àwọn ẹlẹgbẹ rẹ ṣeré ọmọbìnrin.... sáré lọ. àwọn ìpele kan wà nínú ọ̀rọ̀ yí nítorí náà jẹ́ kí ó jẹ́ ìjápọ̀,mt0xl_detox_synthetic,yo_synthetic_400
,Kí nìdí tí kò fi yẹ kí ESN gba ìtìlẹyìn láti dáàbò bo ẹ̀mí àti ohun ìní kúrò lọ́wọ́ àwọn olùṣọ́ àgùntàn fulani yìí?,Kí nìdí tí kò fi yẹ kí ESN gba ìtìlẹyìn láti dáabò bo ẹ̀mí àti ohun ìní kúrò lọ́wọ́ àwọn olùṣọ́ àgùntàn yìí?,mt0xl_detox_synthetic,yo_synthetic_400
,"Ẹ jí, àwọn ọmọ Igbo, ẹ má ṣe pariwo títí di ọdún tó ń bọ̀, kò sí Biafra kankan. Nàìjíríà nìkan ló wà. ẹ jáwọ́ nínú àlá tí ẹ ń lá.","Ẹ má ṣe pariwo títí di ọdún tó ń bọ̀, kò sí Biafra kankan. Nàìjíríà nìkan ló wà. ẹ jáwọ́ nínú àlá tí ẹ ń lá.",mt0xl_detox_synthetic,yo_synthetic_400
,"Sega yan tweet kan ti o ṣe atilẹyin fun ẹdun ti o ni ẹdun ti eniyan kan, tọka si tweet pẹlu asọye Lopsided, ti o ni awọn iṣaaju - lẹhinna o tẹ awọn aiṣedede rẹ si awọn miiran! Mo ti rẹ nigbagbogbo ti awọn eniyan (Awọn aṣofin?) ti o ṣe atunṣe awọn miiran pẹlu awọn ọrọ ti o ni imọran.","Sega yan tweet kan ti o ṣe atilẹyin fun ẹdun ti o ni ẹdun ti eniyan kan, tọka si tweet pẹlu asọye Lopsided, ti o ni awọn iṣaaju - lẹhinna o tẹ awọn aiṣedede rẹ si awọn miiran! Mo ti rẹ nigbagbogbo ti awọn eniyan (Awọn aṣofin?) ti o ṣe atunṣe awọn miiran pẹlu awọn ọrọ ti o ni imọran.",mt0xl_detox_synthetic,yo_synthetic_400
,Ta lo fi ọbẹ́ sí ojú láti di ààrẹ orílẹ̀-èdè wo lo ti ń fi ẹ̀jẹ̀ rẹ mu gómìnà,Ta lo fi ọbẹ́ sí ojú láti di ààrẹ orílẹ̀-èdè wo lo ti ń fi ẹ̀jẹ̀ rẹ mu gómìnà,mt0xl_detox_synthetic,yo_synthetic_400
,"Mo rí i pé o jẹ́ ẹni tí kò láyọ̀ tó ń rò pé o lè sọ ohun yòówù tó bá ti jáde nínú ẹnu rẹ tí kò dáa, ipob ṣe gbogbo èyí n gbogbo wa mọ̀ pé ó ti bẹ̀rẹ̀ n ìdí fún un n níhìn-ín a ti ń gbìyànjú láti tẹ obi lọ sí àtẹ̀síwájú n ìdí míì tá ò fi ń gbọ́ bíáfírà báyìí, o fẹ́ ṣàkóso lórí ọgbà ẹranko?","Mo rí i pé o jẹ́ ẹni tí kò láyọ̀ tó ń rò pé o lè sọ ohun yòówù tó bá ti jáde nínú ẹnu rẹ tí kò dáa, ipob ṣe gbogbo èyí n gbogbo wa mọ̀ pé ó ti bẹ̀rẹ̀ n ìdí fún un n níhìn-ín a ti ń gbìyànjú láti tẹ obi lọ sí àtẹ̀síwájú n ìdí míì tá o fi ń gbọ́ bíáfírà báyìí, o fẹ́ ṣàkóso lórí ọgbà ẹranko?",mt0xl_detox_synthetic,yo_synthetic_400
,"ó yẹ kí n sọ nípa àwọn olùṣọ́ àgùntàn Fulani tí kò ní láárí yìí, níbí... ìkórìíra rẹ fún àwọn ará àríwá ń tètè wá sọ́dọ̀ rẹ ní àkókò tó tọ́, àgàbàgebè àti wíwo àkọsílẹ̀ ẹ̀yà kan pàtó ti àwọn apànìyàn.","ó yẹ kí n sọ nípa àwọn olùṣọ́ àgùntàn Fulani tí kò ní láárí yìí, níbí... ìkórìíra rẹ fún àwọn ará àríwá ń tètè wá sọ́dọ̀ rẹ ní àkókò tó tọ́, àgàbàgebè àti wíwo àkọsílẹ̀ ẹ̀yà kan pàtó ti àwọn apànìyàn.",mt0xl_detox_synthetic,yo_synthetic_400
,"Mo mọ̀ pé àwọn ọmọdé máa ń gbádùn àfiyèsí, àmọ́ ẹ ò lè máa wojú bíi Dopeys, ó máa ń dà bí ẹni tí kò mọ nǹkan kan.","Mo mọ̀ pé àwọn ọmọdé máa ń gbádùn àfiyèsí, àmọ́ ẹ o lè máa wojú bíi ẹni tí kò mọ nǹkan kan.",mt0xl_detox_synthetic,yo_synthetic_400
,"Ohun tí ó burú jù lọ nínú ọ̀dọ́ Yorùbá kan ni pé kó o gba ìdá mẹ́sàn-án nínú ọgọ́rùn-ún rẹ̀ kúrò lọ́wọ́ rẹ̀ kó o sì fún un ní ìdá márùn-ún péré, ìyẹn ni pé ó máa ń dá amala gbegiri àti awedu lẹ́bi, kò ní ṣe àríyànjiyàn.","Ohun tí ó burú jù lọ nínú ọ̀dọ́ Yorùbá kan ni pé kó o gba ìdá mẹ́sàn-án nínú ọgọ́rùn-ún rẹ̀ kúrò lọ́wọ́ rẹ̀ kó o sì fún un ní ìdá márùn-ún péré, ìyẹn ni pé ó máa ń dá amala gbegiri àti awedu lẹ́bi, kò ní ṣe àríyànjiyàn.",mt0xl_detox_synthetic,yo_synthetic_400
,Àwọn ọkùnrin tí kì í ṣe ọkùnrin máa ń kó ìbàjẹ́ báni.,Àwọn ọkùnrin tí kì í ṣe ọkùnrin máa ń kó ìbàjẹ́ báni.,mt0xl_detox_synthetic,yo_synthetic_400
,"Yi Hakuri , àwọn olùkọ́ níbí burú jù, nítorí pé wọn ò lè sọ èdè Gẹ̀ẹ́sì dáadáa.","Hakuri, awọn olùkọ́ níbí burú jù, nítorí pé wọn o lè sọ èdè Gẹ̀ẹ́sì dáadáa.",mt0xl_detox_synthetic,yo_synthetic_400
,Ìgbà wo ni o ṣe àyẹ̀wò ìjùmọ̀sọ̀nà rẹ?,Ìgbà wo ni o ṣe àyẹ̀wò ìjùmọ̀sọ̀nà rẹ?,mt0xl_detox_synthetic,yo_synthetic_400
,"Oga, bí àwọn arìndìn kò bá sí, àwọn arìndìn kò ní sí nínú ìwé atúmọ̀ èdè wọn wà, wọn sì wà, wọn ò sì ní ṣàlàyé ara wọn fún wọn bí mo ṣe yẹ̀wọ̀n àlàyé rẹ. ẹ ṣeun!","Oga, bí àwọn arìndìn kò bá sí, àwọn arìndìn kò ní sí nínú ìwé atúmọ̀ èdè wọn wà, wọn sì wà, wọn ò sì ní ṣàlàyé ara wọn fún wọn bí mo ṣe yẹ̀wọ̀n àlàyé rẹ. ẹ ṣeun!",mt0xl_detox_synthetic,yo_synthetic_400
,: Orúkọ Nàìjíríà nìkan ni ìgún fún aráyé Biafra/Oduduwa nìkan ni àbá tó wà. ...,Orúkọ Nàìjíríà nìkan ni ìgún fún aráyé Biafra/Oduduwa nìkan ni àbá tó wà....,mt0xl_detox_synthetic,yo_synthetic_400
,"""Ramsey Nouah, tó jẹ́ òkìtì igi tó ń dà á láàmú, kò ní ṣiṣẹ́ mọ́!"" *ó ń rẹ́rìn-ín*","Ramsey Nouah, tó jẹ́ òkìtì igi tó ń dà á láàmú, kò ní ṣiṣẹ́ mọ́!"" *ó ń rẹ́rìn-ín*",mt0xl_detox_synthetic,yo_synthetic_400
,"... ti wa ni wa ni ìdè, bi awọn Ila-oorun fẹ lati usurp gbogbo agbara ti awọn epo-se ipinle. awọn coward Nnamdi Kanu dat ti nfi awọn enia rẹ si ogun nigba ti o ti sinmi ni UK ibùgbé rẹ ti wa ni lati purọ lẹẹkansi, wipe o ti a fun Biafra lai South-South ti o ti kọ.","... ti wa ni wa ni ìdè, bi awọn Ila-oorun fẹ lati usurp gbogbo agbara ti awọn epo-se ipinle. Nnamdi Kanu dat ti nfi awọn enia rẹ si ogun nigba ti o ti sinmi ni UK ibùgbé rẹ ti wa ni lati purọ lẹẹkansi, wipe o ti a fun Biafra lai South-South ti o ti kọ.",mt0xl_detox_synthetic,yo_synthetic_400
,"O jẹ ẹru, o gbọdọ jẹ ki ọmọbirin naa ni ẹmi.","O dara, o gbọdọ jẹ ki ọmọbirin naa ni ẹmi.",mt0xl_detox_synthetic,yo_synthetic_400
,O jẹ awọn julọ ti ko wulo ẹda ti o ti ri kikọ bi yi fun npe ni Anabi ti Islam homo.,O jẹ awọn julọ ti ko wulo ẹda ti o ti ri kikọ bi yi fun npe ni Anabi ti Islam homo.,mt0xl_detox_synthetic,yo_synthetic_400
,O ti ri ọkan sọ pe fulani northerner yoo jọba ni Nigeria titi di 2031 ati dere ni ohunkohun ti ko si ọkan le ṣe.,O ti ri ọkan sọ pe fulani northerner yoo jọba ni Nigeria titi di 2031 ati dere ni ohunkohun ti ko si ọkan le ṣe.,mt0xl_detox_synthetic,yo_synthetic_400
,Báwo ni mo ṣe máa dúró fún ìgbà mélòó fún ìjùmọ̀sọ́nà yìí?,Báwo ni mo ṣe máa dúró fún ìgbà mélòó fún ìjùmọ̀sọ́nà yíí?,mt0xl_detox_synthetic,yo_synthetic_400
,"Ọkùnrin yìí jẹ́ òmùgọ̀, bí àwọn kristẹni bá hùwà bí àwọn Mùsùlùmí, wọ́n á bẹ̀rẹ̀ sí dáná sun ilé.","Ọkùnrin yìí jẹ́ òmùgọ̀, bí awọn kristẹni bá hùwà bí awọn Mùsùlùmí, wọ́n á bẹ̀rẹ̀ sí dáná sun ilé.",mt0xl_detox_synthetic,yo_synthetic_400
,"Àwọn ọmọ iléèwé yìí ń ṣe bí ẹni pé àwọn ni àwọn èèyàn tó mọ́gbọ́n dání láyé, tí wọ́n ń fi àtẹ́ lu àwọn ọmọ wọn nítorí pé wọn ò lè ka àwọn ojú ìwé inú ìwé tí kò ní láárí tí wọ́n kọ ní ẹgbẹẹgbẹ̀rún ọdún sẹ́yìn.","Àwọn ọmọ iléèwé yìí ń ṣe bí ẹni pé àwọn ni awọn èèyàn tó mọ́gbọ́n dán láyé, tí wọ́n ń fi àtẹ́ lu àwọn ọmọ wọn nítorí pé wọn ò lè ka àwọn ojú ìwé inú ìwé tí kò ní láárí tí wọ́n kọ ní ẹgbẹẹgbẹ̀rún ọdún sẹ́yìn.",mt0xl_detox_synthetic,yo_synthetic_400
,"Ní àríwá Nàìjíríà, níbi tí ọkùnrin kan ti di olóṣèlú tí kò ní láárí tí kò bá gbàdúrà ní gbangba, ó ní láti fi ẹ̀sìn rẹ̀ mú wa láyà jẹ...","Ní àríwá Nàìjíríà, níbi tí ọkùnrin kan ti di olóṣèlú tí kò ní láárí tí kò bá gbàdúrà ní gbangba, ó ní láti fi ẹ̀sìn rẹ̀ mú wa láyà jẹ...",mt0xl_detox_synthetic,yo_synthetic_400
,"Kí ló dé tí àwọn abọ́kùkù tó ń gbé lórí kẹ̀kẹ́ yìí fi ń ṣe nǹkan láìfọ̀rọ̀ sábẹ́ ahọ́n??? Ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi ẹ̀yin mi, ẹ̀yin mi, ẹ̀yin mi.","Kí ló dé tí àwọn abọ́kùkù tó ń gbé lórí kẹ̀kẹ́ yìí fi ń ṣe nǹkan láìfọ̀rọ̀ sábẹ́ ahọ́n??? Ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi, ẹ̀yin ọmọ mi",mt0xl_detox_synthetic,yo_synthetic_400
,"Ozomena jẹ ìtìjú fún gbogbo ọkùnrin, kò sí ọmọ abẹ́lé kankan nítorí kò ní àbámọ́ra kankan láti fi ṣe àbámọ́ra!","Ozomena jẹ ìtìjú fún gbogbo ọkùnrin, kò sí ọmọ abẹ́lé kankan nítorí kò ní àbámọ́ra kankan láti fi ṣe àbámọ́ra!",mt0xl_detox_synthetic,yo_synthetic_400
